match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_wonContest,stat_goalAssist,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_savedShotsFromInsideTheBox
10408502,home,Real Valladolid,Jordi Masip,jordi-masip,J. Masip,G,180,189,M,128600,EUR,599788800,G,1,1,False,True,37.0,8.0,35.0,6.0,4.0,9.0,4.0,28.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,90.0,44.0,7.2,29.0,0.0,0.0,0.00057186,0,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408502,home,Real Valladolid,Joaquín Fernández,joaquin-fernandez,J. Fernández,D,190,92,M,822923,EUR,833500800,D,24,24,False,,11.0,8.0,2.0,1.0,7.0,10.0,1.0,1.0,1.0,5.0,4.0,1.0,,,,,90.0,21.0,7.4,3.0,0.0,0.0,0.00023011,0,,24,1.0,1.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
10408502,home,Real Valladolid,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,190,4375,M,877103,EUR,699321600,D,15,15,False,,17.0,10.0,3.0,,9.0,12.0,1.0,5.0,2.0,2.0,8.0,6.0,,,,,90.0,29.0,7.3,7.0,0.0627,0.0,0.00076718,1,,18,1.0,3.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10408502,home,Real Valladolid,Javi Sánchez,javi-sanchez,J. Sánchez,D,189,336,M,943713,EUR,858297600,D,5,5,False,,16.0,12.0,6.0,3.0,7.0,9.0,5.0,7.0,,1.0,,1.0,,,,,67.0,22.0,6.7,4.0,0.0649,0.0,0.181015,1,,15,,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10408502,home,Real Valladolid,Lucas Rosa,lucas-rosa,L. Rosa,D,177,706,M,970860,EUR,954720000,M,39,39,False,,12.0,8.0,,,3.0,5.0,5.0,8.0,,5.0,,6.0,,,,,90.0,37.0,7.0,9.0,0.0,0.0,0.00154109,0,,2,2.0,5.0,2.0,4.0,1.0,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
10408502,home,Real Valladolid,Iván Sánchez,ivan-sanchez,I. Sánchez,M,168,223,M,142018,EUR,717206400,M,21,21,False,,8.0,7.0,2.0,2.0,4.0,4.0,3.0,4.0,,4.0,,3.0,,,,,57.0,18.0,6.3,6.0,0.0,0.0,0.00140108,0,,23,,4.0,,,,,,,,,,1.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,
10408502,home,Real Valladolid,Monchu,monchu,Monchu,M,173,615,M,859774,EUR,937180800,M,8,8,False,,20.0,12.0,7.0,3.0,6.0,8.0,8.0,15.0,1.0,4.0,1.0,3.0,,,,,90.0,40.0,7.7,12.0,0.0165,0.0,0.193825,1,,6,3.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,,,3.0,,,2.0,1.0,,,1.0,2.0,2.0,,,,,,,,
10408502,home,Real Valladolid,Óscar Plano,oscar-plano,Ó. Plano,F,180,117,M,255235,EUR,666230400,M,10,10,False,,14.0,7.0,2.0,1.0,2.0,5.0,5.0,10.0,1.0,6.0,1.0,5.0,,,,,75.0,24.0,7.0,9.0,0.0,0.0,0.00393548,0,,20,1.0,4.0,2.0,2.0,1.0,,,3.0,,,1.0,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,
10408502,home,Real Valladolid,Sergio Escudero,sergio-escudero,S. Escudero,D,176,182,M,88859,EUR,620697600,M,18,18,False,,16.0,6.0,4.0,1.0,4.0,7.0,3.0,13.0,2.0,7.0,1.0,2.0,,,,,90.0,39.0,7.1,17.0,0.0209,0.0,0.0496275,1,,18,5.0,6.0,,2.0,1.0,1.0,,1.0,,,4.0,,,1.0,3.0,,,,1.0,1.0,,,,,,,,
10408502,home,Real Valladolid,Sergio León,sergio-leon,S. León,F,178,108,M,111229,EUR,600048000,F,7,7,False,,8.0,6.0,1.0,,2.0,3.0,4.0,5.0,,1.0,,3.0,,,,,56.0,12.0,7.4,3.0,0.0613,0.1666,0.0225452,1,,7,2.0,3.0,,,,,,1.0,Sergio,León,,,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,
