match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,player_sofascoreId,stat_keyPass,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,captain,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
11392867,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,30.0,27.0,8.0,5.0,24.0,25.0,3.0,5.0,1.0,1.0,8.0,2.0,90.0,39.0,7.1,3.0,0.0,0.0,0.00053329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392867,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,43.0,36.0,3.0,1.0,18.0,22.0,19.0,23.0,,9.0,4.0,,90.0,80.0,7.7,12.0,0.0698,0.1428,0.104498,2,2.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,
11392867,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,86.0,74.0,15.0,9.0,55.0,60.0,19.0,26.0,1.0,3.0,11.0,,90.0,94.0,6.8,14.0,0.0347,0.0,0.00921636,1,,,4.0,7.0,2.0,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
11392867,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,77.0,76.0,4.0,3.0,57.0,57.0,19.0,20.0,2.0,4.0,7.0,,90.0,84.0,7.3,1.0,0.2043,0.0,0.0123951,2,,,3.0,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
11392867,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,40.0,37.0,1.0,1.0,21.0,23.0,16.0,20.0,,4.0,2.0,,90.0,67.0,7.6,9.0,0.0358,0.0,0.136006,1,3.0,,1.0,2.0,,1.0,,,,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,tagliafico3,2.0,,,,,,,,,
11392867,home,Olympique Lyonnais,Paul Akouokou,,,paul-akouokou,P. Akouokou,M,24,190,438,M,839309,EUR,882576000,M,4,4,False,44.0,37.0,1.0,1.0,22.0,23.0,15.0,21.0,3.0,7.0,7.0,,77.0,58.0,7.4,8.0,0.0564,0.0,0.0099208,1,,,1.0,3.0,1.0,,,1.0,,1.0,1.0,3.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,
11392867,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,False,41.0,34.0,2.0,1.0,10.0,10.0,24.0,33.0,,4.0,4.0,,90.0,65.0,6.9,18.0,0.5465,1.1674,0.106897,6,2.0,,,10.0,2.0,6.0,2.0,,3.0,,,2.0,1.0,2.0,,3.0,3.0,rayan_cherki,1.0,,1.0,1.0,,,,,,
11392867,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,41.0,35.0,4.0,4.0,12.0,13.0,26.0,37.0,1.0,8.0,7.0,,90.0,74.0,7.7,19.0,0.0649,0.0,0.294256,1,9.0,3.0,,7.0,4.0,3.0,2.0,,,1.0,2.0,5.0,3.0,1.0,,1.0,1.0,,4.0,,1.0,,,,,,,
11392867,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,53.0,45.0,7.0,5.0,15.0,16.0,31.0,39.0,1.0,2.0,5.0,,68.0,62.0,7.4,11.0,0.0,0.0,0.69459,0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,4.0,,,,1.0,,,,,
11392867,home,Olympique Lyonnais,Ernest Nuamah,Ernest Nuamah,,ernest-nuamah,E. Nuamah,F,37,178,6900,M,1202024,EUR,1067644800,M,37,37,False,21.0,16.0,,,,1.0,16.0,20.0,,3.0,1.0,,77.0,37.0,6.3,13.0,0.3324,0.821,0.0917066,3,,,2.0,11.0,3.0,5.0,2.0,1.0,1.0,,,,,2.0,1.0,3.0,1.0,nana_nuamah10,2.0,,,1.0,,1.0,,,,
