match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_lastManTackle,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_wasFouled,stat_aerialLost,stat_onTargetScoringAttempt,stat_dispossessed,stat_wonContest,stat_penaltyWon,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded,stat_penaltyFaced
11067377,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,17.0,16.0,6.0,5.0,15.0,16.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,90.0,28.0,7.7,1.0,0.0,0.0,0.00029913,0,0.1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067377,home,Botafogo,Leonel Di Plácido,,,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,53.0,49.0,5.0,2.0,24.0,28.0,25.0,26.0,9.0,,,,,,90.0,70.0,6.8,7.0,0.0262,0.0,0.0118662,1,,1.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067377,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,84.0,79.0,7.0,6.0,69.0,73.0,10.0,11.0,3.0,,,,,,90.0,94.0,7.5,5.0,0.0,0.0,0.0034312,0,,,,1.0,,,,4.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11067377,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,80.0,71.0,7.0,,54.0,56.0,17.0,24.0,5.0,,,,,,90.0,90.0,7.4,10.0,0.2094,0.0,0.00884365,1,,,,3.0,,,,2.0,1.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067377,home,Botafogo,Marçal,,,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,54.0,49.0,3.0,2.0,27.0,29.0,24.0,30.0,3.0,,,,,,90.0,72.0,7.0,9.0,0.0,0.0,0.215044,0,,5.0,5.0,2.0,1.0,1.0,,1.0,,2.0,1.0,,3.0,2.0,,,,,,True,2.0,1.0,,,,,,,,,,,
11067377,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,58.0,52.0,3.0,3.0,25.0,26.0,27.0,32.0,8.0,,,,,,86.0,64.0,7.2,6.0,0.0351,0.2712,0.0231409,2,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,1.0,2.0,,,,,,,,,
11067377,home,Botafogo,Gabriel Pires,,,gabriel-pires,G. Pires,M,10,186,398,M,178407,EUR,748310400,M,14,14,False,54.0,45.0,5.0,4.0,21.0,22.0,24.0,33.0,7.0,,,,,,78.0,60.0,6.6,12.0,0.0688,0.0,0.0430211,1,,1.0,6.0,,1.0,,,,,1.0,,,2.0,1.0,,1.0,,,,,,,1.0,,2.0,,,,,,,,
11067377,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,20.0,17.0,1.0,1.0,4.0,4.0,13.0,18.0,3.0,,,,,,76.0,40.0,6.8,12.0,0.1288,0.0,0.0086609,2,,2.0,8.0,7.0,,7.0,2.0,1.0,,1.0,,,1.0,,1.0,,,,2.0,,,2.0,2.0,,2.0,4.0,1.0,,,,,,
11067377,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,66.0,62.0,3.0,3.0,29.0,29.0,33.0,37.0,4.0,,,,,,90.0,74.0,7.4,6.0,0.3735,0.8742,0.193806,1,,,5.0,3.0,1.0,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,1.0,,1.0,,,,,
11067377,home,Botafogo,Victor Sá,,,victor-sa,Victor Sá,M,7,178,521,M,799634,EUR,764726400,M,7,7,False,38.0,32.0,1.0,,12.0,12.0,21.0,27.0,2.0,,,,,,76.0,51.0,7.1,11.0,0.0717,0.0,0.0521103,2,,1.0,4.0,5.0,,2.0,,,,,2.0,1.0,1.0,1.0,2.0,2.0,,,3.0,,1.0,,2.0,,,1.0,,,,,,,
