match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,player_lastName,stat_wasFouled,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_dispossessed,stat_goals,player_sofascoreId,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_hitWoodwork,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss
12624912,home,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,28.0,11.0,25.0,8.0,0.0,4.0,6.0,7.0,22.0,1.0,2.0,13.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,90.0,49.0,8.9,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,23.0,18.0,3.0,1.0,0.0,9.0,11.0,10.0,14.0,6.0,10.0,3.0,,,,,,,,90.0,52.0,7.7,10.0,0,Mohammed Abdulrahman,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,12.0,11.0,2.0,1.0,0.0,8.0,8.0,3.0,4.0,1.0,6.0,,,,,,,,,90.0,19.0,6.4,1.0,0,,,,1.0,4.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,18.0,15.0,1.0,,0.0,8.0,9.0,7.0,9.0,1.0,9.0,,,,,,,,,90.0,30.0,6.7,3.0,0,,,,,2.0,,,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,False,26.0,22.0,5.0,3.0,0.0,6.0,7.0,16.0,19.0,4.0,4.0,2.0,,,,,,,,81.0,45.0,6.8,10.0,0,,,,,3.0,,1.0,1.0,3.0,1.0,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Abdulelah Al-Malki,abdulelah-al-malki,A. Al-Malki,M,88,170.0,376,M,818840,EUR,781833600,M,88,88,False,18.0,13.0,2.0,1.0,0.0,5.0,7.0,8.0,12.0,1.0,,3.0,,,,,,,,45.0,24.0,6.3,8.0,0,,1.0,,,5.0,,,,,,2.0,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
12624912,home,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,28.0,24.0,4.0,2.0,0.0,9.0,9.0,15.0,20.0,5.0,2.0,3.0,,,,,,,,84.0,45.0,6.6,8.0,1,,1.0,,,4.0,,,,4.0,2.0,2.0,1.0,,1.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
12624912,home,Al-Ettifaq,João Costa,joao-costa,J. Costa,F,18,178.0,623,M,1397478,EUR,1111968000,M,18,18,False,12.0,9.0,2.0,1.0,0.0,1.0,2.0,8.0,17.0,5.0,1.0,3.0,,,,,,,,63.0,36.0,7.3,17.0,1,,7.0,,,6.0,,,,2.0,1.0,,1.0,1.0,3.0,,1.0,3.0,2.0,5.0,,1.0,,1.0,1.0,,,,,,,,,
12624912,home,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,8,8,False,20.0,17.0,2.0,1.0,1.0,4.0,5.0,14.0,16.0,2.0,,6.0,,,,,,,,90.0,30.0,9.1,5.0,3,,1.0,1.0,,4.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,2.0,,1.0,2.0,gwijnaldum,True,1.0,,,,,,
12624912,home,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,M,14,14,False,24.0,19.0,4.0,2.0,2.0,6.0,8.0,13.0,17.0,8.0,,4.0,,,,,,,,90.0,43.0,8.0,12.0,4,,1.0,,2.0,7.0,2.0,,1.0,4.0,2.0,2.0,2.0,1.0,1.0,,1.0,4.0,1.0,3.0,1.0,2.0,,,,,,1.0,1.0,,,,,
