match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_dateOfBirthTimestamp,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,player_height,stat_accurateCross,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside
11048668,home,Ventura County Fusion,Alvaro Unanua Dean,alvaro-unanua-dean,A. U. Dean,G,13,1,M,813639,EUR,G,13,13,False,30.0,19.0,16.0,6.0,19.0,25.0,5.0,1.0,14.0,1.0,1.0,90.0,41.0,5.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048668,home,Ventura County Fusion,Corbin Mercado,corbin-mercado,C. Mercado,D,,1,M,1480197,EUR,D,14,14,False,50.0,26.0,15.0,7.0,14.0,23.0,29.0,,10.0,,,90.0,77.0,6.0,31.0,0,Corbin Mercado,,944870400.0,12.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11048668,home,Ventura County Fusion,Rodolfo Prado,rodolfo-prado,R. Prado,D,,0,M,1480311,EUR,D,2,2,False,42.0,35.0,18.0,12.0,23.0,24.0,18.0,6.0,6.0,,,90.0,57.0,6.5,10.0,0,Rodolfo Prado,,956966400.0,12.0,,3.0,,5.0,2.0,1.0,,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,
11048668,home,Ventura County Fusion,Jack Singer,jack-singer,J. Singer,D,18,2,M,1481613,EUR,D,16,16,False,57.0,41.0,14.0,5.0,33.0,38.0,19.0,5.0,8.0,,,90.0,76.0,6.2,19.0,2,Jack Singer,,,8.0,,1.0,4.0,6.0,6.0,1.0,2.0,1.0,1.0,,,2.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,
11048668,home,Ventura County Fusion,Jordan Sime,jordan-sime,J. Sime,M,17,0,M,1481615,EUR,D,17,17,False,29.0,25.0,4.0,2.0,18.0,19.0,10.0,1.0,4.0,,,71.0,45.0,6.1,9.0,0,Jordan Sime,,,7.0,,1.0,,3.0,3.0,,1.0,,,2.0,,,2.0,,,,1.0,1.0,,,,,,,,,,,
11048668,home,Ventura County Fusion,Jerry Ramirez-Henriquez,jerry-ramirez-henriquez,J. Ramirez-Henriquez,F,9,0,M,1480278,EUR,M,9,9,False,20.0,14.0,2.0,2.0,5.0,6.0,14.0,,2.0,,,81.0,40.0,6.3,17.0,4,Jerry Ramirez-Henriquez,,965347200.0,9.0,,1.0,2.0,11.0,6.0,,4.0,,,,,,5.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,,,,,,,,,
11048668,home,Ventura County Fusion,Bastien Oberli,bastien-oberli,B. Oberli,D,,6,M,798923,EUR,M,6,6,False,35.0,25.0,11.0,6.0,11.0,15.0,21.0,2.0,16.0,,,90.0,52.0,7.0,12.0,0,,,875836800.0,15.0,1.0,,,5.0,5.0,1.0,,,1.0,4.0,2.0,,,2.0,2.0,,1.0,2.0,,,170.0,1.0,,,,,,,
11048668,home,Ventura County Fusion,Thaabit Baartman,thaabit-baartman,T. Baartman,M,,0,M,1480228,EUR,M,8,8,False,22.0,16.0,4.0,3.0,6.0,7.0,15.0,,2.0,,,62.0,33.0,6.2,10.0,2,Thaabit Baartman,,942451200.0,10.0,,2.0,,3.0,2.0,,,,,2.0,,,3.0,,1.0,1.0,,1.0,1.0,,,,True,1.0,,,,,
11048668,home,Ventura County Fusion,Jerry Desdunes,jerry-desdunes,J. Desdunes,M,,718,M,1109617,EUR,M,3,3,False,33.0,26.0,2.0,1.0,6.0,7.0,34.0,,9.0,,,90.0,78.0,7.9,26.0,5,,,987033600.0,22.0,8.0,2.0,,8.0,10.0,,6.0,4.0,1.0,1.0,1.0,,7.0,,3.0,1.0,5.0,4.0,1.0,1.0,165.0,2.0,,,3.0,1.0,,,
11048668,home,Ventura County Fusion,Carlos Armendariz,carlos-armendariz,C. Armendariz,F,,0,M,1480190,EUR,F,12,12,False,15.0,10.0,3.0,,6.0,7.0,8.0,,4.0,,,63.0,28.0,6.7,7.0,1,Carlos Armendariz,,954201600.0,4.0,,,,1.0,5.0,1.0,,,1.0,4.0,2.0,,2.0,,,1.0,1.0,,,,,,,,,,,,
