match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_errorLeadToAShot,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_outfielderBlock,stat_bigChanceCreated,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_penaltyMiss
11391367,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,28.0,26.0,3.0,1.0,26.0,27.0,1.0,6.0,4.0,1.0,1.0,5.0,90.0,38.0,8.4,3.0,7.785e-05,0,2.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391367,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,39.0,33.0,1.0,1.0,20.0,23.0,18.0,4.0,,,,,73.0,55.0,7.2,9.0,0.0230397,1,,,,13.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,0.1063,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11391367,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,105.0,93.0,3.0,2.0,65.0,69.0,37.0,8.0,,,,,90.0,122.0,7.8,15.0,0.0345853,1,,,,28.0,1.0,,2.0,,6.0,,2.0,2.0,1.0,0.0166,,1.0,1.0,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,
11391367,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,95.0,88.0,8.0,5.0,58.0,60.0,35.0,5.0,,,,,90.0,100.0,6.4,8.0,0.224233,0,,,,30.0,,1.0,1.0,5.0,3.0,,,,2.0,,1.0,1.0,,,1.0,,,True,1.0,1.0,3.0,,,,,,,,,,,,,,
11391367,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,46.0,36.0,2.0,,20.0,23.0,26.0,8.0,,,,,90.0,67.0,7.1,14.0,0.201903,0,,,,18.0,3.0,1.0,1.0,3.0,3.0,,1.0,,,,1.0,2.0,1.0,,2.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
11391367,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,False,29.0,26.0,2.0,1.0,12.0,14.0,16.0,3.0,,,,,61.0,41.0,7.3,7.0,0.432112,2,,,,15.0,1.0,1.0,2.0,3.0,6.0,,3.0,1.0,,0.1049,2.0,3.0,1.0,2.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
11391367,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,61.0,57.0,4.0,3.0,27.0,27.0,35.0,6.0,,,,,90.0,80.0,7.5,8.0,0.407485,2,,,,31.0,1.0,2.0,1.0,4.0,5.0,,2.0,,1.0,0.0818,2.0,1.0,1.0,2.0,4.0,,3.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,
11391367,home,Nice,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,,822877,EUR,897091200,M,18,18,False,32.0,26.0,3.0,3.0,10.0,12.0,26.0,4.0,,,,,82.0,59.0,7.9,12.0,0.29149,5,,,,20.0,6.0,,1.0,3.0,8.0,,2.0,,2.0,0.1478,3.0,4.0,3.0,3.0,,2.0,3.0,,,,1.0,4.0,,,1.0,1.0,2.0,0.1448,,,,,,,
11391367,home,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,,1063235,EUR,1074470400,F,25,25,False,27.0,22.0,,,5.0,5.0,26.0,2.0,,,,,73.0,47.0,7.7,12.0,0.0989353,2,,,,18.0,4.0,,2.0,3.0,11.0,,2.0,1.0,2.0,0.0724,1.0,5.0,5.0,2.0,,1.0,2.0,,,,1.0,1.0,,,,,,,2.0,,,,,,
11391367,home,Nice,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,F,29,29,False,21.0,15.0,,,6.0,6.0,16.0,4.0,,,,,90.0,40.0,7.1,14.0,0.0403163,4,,,,9.0,1.0,1.0,3.0,6.0,7.0,2.0,,,2.0,0.7042,3.0,3.0,2.0,1.0,,,3.0,,,,1.0,,,,,1.0,1.0,0.5808,3.0,,,,,,
