match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,captain,stat_goalAssist,stat_goals,stat_errorLeadToAShot,player_sofascoreId,stat_hitWoodwork,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_penaltyWon
11407494,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,25.0,12.0,19.0,6.0,8.0,10.0,4.0,15.0,1.0,1.0,3.0,14.0,1.0,3.0,2.0,5.0,2.0,90.0,42.0,7.4,13.0,0.00070304,0,0.4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407494,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,27.0,22.0,3.0,,18.0,19.0,4.0,8.0,3.0,4.0,10.0,8.0,,,,,,90.0,49.0,7.5,7.0,0.00097777,1,,Thomas Kristensen,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0085,0.1178,,,,,,,,,,,,,,,,,,,,,,,
11407494,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,27.0,20.0,9.0,3.0,16.0,18.0,4.0,9.0,,1.0,13.0,1.0,,,,,,90.0,46.0,6.7,9.0,0.0183028,0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11407494,home,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,False,19.0,14.0,3.0,1.0,12.0,15.0,2.0,4.0,2.0,4.0,8.0,1.0,,,,,,90.0,38.0,6.6,6.0,0.00054755,0,,,,,1.0,,1.0,3.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11407494,home,Udinese,Festy Ebosele,festy-ebosele,F. Ebosele,D,36,180,593,M,983059,EUR,1028246400,M,2,2,False,10.0,8.0,1.0,,1.0,2.0,7.0,9.0,,4.0,4.0,5.0,,,,,,77.0,36.0,6.5,10.0,0.00284982,2,,,,,6.0,1.0,,1.0,2.0,1.0,3.0,0.0509,0.0448,4.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
11407494,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,16.0,11.0,3.0,1.0,4.0,7.0,8.0,13.0,1.0,5.0,2.0,2.0,,,,,,90.0,31.0,6.6,10.0,0.0794525,1,,,,,3.0,1.0,,1.0,2.0,,1.0,0.2484,0.1783,2.0,,4.0,,2.0,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,
11407494,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,30.0,23.0,7.0,3.0,10.0,11.0,13.0,20.0,1.0,5.0,3.0,7.0,,,,,,89.0,48.0,6.9,10.0,0.00681113,1,,,,,3.0,,1.0,,1.0,,,0.0239,,2.0,,1.0,,,,,,3.0,,,1.0,3.0,,,,,,,,,,
11407494,home,Udinese,Martín Payero,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,25.0,17.0,3.0,1.0,6.0,9.0,11.0,17.0,,1.0,,3.0,,,,,,59.0,41.0,5.7,16.0,0.0247366,0,,,,,6.0,,,3.0,1.0,,3.0,,,5.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,
11407494,home,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,12,12,False,20.0,14.0,3.0,1.0,12.0,16.0,2.0,5.0,3.0,4.0,3.0,8.0,,,,,,71.0,33.0,7.0,11.0,0.00037886,0,,,,,3.0,,,2.0,,,2.0,,,2.0,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,
11407494,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,21.0,15.0,5.0,2.0,4.0,7.0,13.0,16.0,,6.0,2.0,9.0,,,,,,90.0,39.0,8.7,10.0,0.26563,2,,,,,1.0,2.0,1.0,,2.0,1.0,,0.2975,1.0854,2.0,,2.0,,4.0,3.0,,2.0,,,2.0,,1.0,,True,1.0,1.0,,,,,,
