match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_keyPass,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12513717,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,19.0,9.0,13.0,3.0,0.0,8.0,11.0,1.0,8.0,1.0,4.0,1.0,1.0,1.0,90.0,24.0,5.5,10.0,0.00039306,0,-1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,35.0,30.0,2.0,,0.0,25.0,27.0,5.0,8.0,4.0,3.0,,,,84.0,42.0,6.4,6.0,0.00169365,0,,Kévin Boma,,2.0,4.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,43.0,40.0,3.0,1.0,0.0,36.0,37.0,4.0,6.0,9.0,4.0,,,,90.0,60.0,6.5,6.0,0.00174978,1,,,,1.0,4.0,5.0,6.0,,1.0,True,3.0,1.0,1.0,1.0,1.0,1.0,0.01,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,D,24,24,False,48.0,38.0,6.0,3.0,0.0,26.0,30.0,13.0,20.0,4.0,9.0,,,,90.0,67.0,6.8,13.0,0.00555456,0,,,,3.0,1.0,3.0,6.0,,3.0,,,,2.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
12513717,home,Estoril Praia,Pedro Carvalho,carvalho-pedro,P. Carvalho,D,22,169,64,M,1511977,EUR,1045180800,M,22,22,False,24.0,16.0,3.0,1.0,0.0,11.0,12.0,5.0,13.0,1.0,4.0,,,,90.0,57.0,6.6,14.0,0.00633347,1,,,,,,2.0,3.0,3.0,,,,,2.0,2.0,2.0,1.0,0.4162,1.0,,1.0,1.0,1.0,1.0,1.0,0.2119,,,,,,,,
12513717,home,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,52.0,40.0,3.0,1.0,0.0,27.0,28.0,14.0,25.0,1.0,6.0,,,,90.0,71.0,7.0,16.0,0.137719,1,,,,,3.0,7.0,10.0,2.0,1.0,,,1.0,,6.0,4.0,4.0,0.0421,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,
12513717,home,Estoril Praia,Jordan Holsgrove,jordan-holsgrove,J. Holsgrove,M,10,180,223,M,920684,EUR,936921600,M,10,10,False,71.0,57.0,9.0,5.0,0.0,34.0,37.0,23.0,37.0,,11.0,,,,90.0,99.0,6.9,28.0,0.023972,1,,,,1.0,,7.0,6.0,4.0,3.0,,2.0,,2.0,1.0,,,0.0356,3.0,,6.0,2.0,,,1.0,0.0519,1.0,1.0,,,,,,
12513717,home,Estoril Praia,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,M,18,18,False,19.0,13.0,3.0,,0.0,9.0,10.0,4.0,11.0,,7.0,,,,64.0,32.0,6.4,13.0,0.00152342,0,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,,1.0,,,,,,
12513717,home,Estoril Praia,Rafik Guitane,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,99,99,False,21.0,17.0,1.0,1.0,0.0,6.0,8.0,11.0,13.0,,1.0,,,,79.0,32.0,6.4,10.0,0.00601987,0,,,,1.0,,8.0,3.0,,1.0,,5.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,,,,,1.0,,,,,
12513717,home,Estoril Praia,André Lacximicant,andre-lacximicant,A. Lacximicant,F,19,190,159,M,1120679,EUR,990230400,F,19,19,False,7.0,4.0,,,0.0,1.0,1.0,3.0,6.0,,3.0,,,,64.0,21.0,6.5,8.0,0.198545,1,,,,6.0,,11.0,2.0,,1.0,,4.0,,,1.0,,,0.0166,,,1.0,,,,1.0,0.0504,,,,,,,,
12513717,home,Estoril Praia,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,False,12.0,10.0,,,0.0,5.0,5.0,5.0,7.0,,2.0,,,,45.0,19.0,6.9,5.0,0.172777,0,,,,,,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,
12513717,home,Estoril Praia,Tiago Brito,tiago-brito,T. Brito,M,90,190,73,M,1651509,EUR,1082073600,M,90,90,True,21.0,18.0,1.0,1.0,0.0,12.0,12.0,6.0,9.0,,,,,,45.0,30.0,6.8,4.0,0.0190901,0,,Tiago Brito,,3.0,1.0,5.0,6.0,,2.0,,1.0,,,3.0,1.0,2.0,,,,,,,,,,,2.0,,,,,,
12513717,home,Estoril Praia,Fabrício Garcia,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,F,17,17,True,7.0,4.0,,,0.0,3.0,5.0,2.0,3.0,1.0,2.0,,,,26.0,16.0,6.7,7.0,0.0266065,0,,,,,,2.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Alejandro Marqués,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,2.0,,,,26.0,4.0,6.5,2.0,0.00176972,0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Israel Salazar,israel-salazar,I. Salazar,F,20,177,120,M,1090194,EUR,1052524800,F,92,92,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,,,,,,11.0,6.0,6.5,2.0,0.00647874,1,,,,,1.0,,1.0,,,,,,,,,,0.0173,,,,,,,,,,,,,1.0,,,
12513717,home,Estoril Praia,Eliaquim Mangala,eliaquim-mangala,E. Mangala,D,,188,392,M,42892,EUR,666403200,D,5,5,True,7.0,6.0,,,0.0,6.0,6.0,,1.0,,,,,,11.0,7.0,6.6,1.0,9.471e-05,0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Kevin Chamorro,kevin-chamorro,K. Chamorro,G,22,183,263,M,905406,EUR,955152000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Philippe Lanquetin,philippe-lanquetin,P. Lanquetin,D,12,188,33,M,1954213,EUR,1108944000,D,91,91,True,,,,,,,,,,,,,,,,,,,,0,,Philippe Lanquetin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Tiago Parente,tiago-parente,T. Parente,D,5,180,85,M,1403144,EUR,1074038400,D,55,55,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,home,Estoril Praia,Andrei Florea,florea-andrei,A. Florea,M,10,184,269,M,1399649,EUR,1117411200,M,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513717,away,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,91,91,False,49.0,27.0,30.0,8.0,0.0,22.0,25.0,5.0,24.0,,11.0,,1.0,4.0,90.0,56.0,7.6,22.0,0.00177064,0,0.3142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
12513717,away,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,70.0,56.0,15.0,6.0,0.0,28.0,32.0,28.0,41.0,2.0,6.0,,,,90.0,94.0,7.2,19.0,0.034541,0,,,,1.0,,2.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,
12513717,away,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,47.0,37.0,8.0,2.0,0.0,26.0,27.0,11.0,20.0,5.0,1.0,,,,60.0,59.0,7.0,11.0,0.00310934,0,,,,1.0,1.0,2.0,4.0,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12513717,away,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,74.0,65.0,6.0,1.0,0.0,44.0,47.0,21.0,27.0,4.0,3.0,,,,90.0,85.0,7.1,9.0,0.00817347,0,,,,,4.0,,6.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
