match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_goals,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_penaltyWon
12441699,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,16,16,False,34.0,23.0,15.0,5.0,0.0,20.0,27.0,3.0,7.0,6.0,1.0,1.0,90.0,37.0,6.5,11.0,0.00278154,0,-0.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441699,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,48.0,40.0,10.0,6.0,0.0,29.0,31.0,12.0,18.0,5.0,,,90.0,60.0,6.4,9.0,0.036879,0,,,,1.0,1.0,2.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12441699,home,RKC Waalwijk,Roshon van Eijma,roshon-van-eijma,R. v. Eijma,D,3,186,59,M,925930,EUR,897350400,D,17,17,False,24.0,18.0,2.0,1.0,0.0,13.0,15.0,5.0,9.0,1.0,,,72.0,35.0,7.0,6.0,0.00127718,0,,,,,,1.0,5.0,2.0,8.0,4.0,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12441699,home,RKC Waalwijk,Liam van Gelderen,liam-van-gelderen,L. v. Gelderen,D,4,178,172,M,910049,EUR,985305600,D,4,4,False,55.0,51.0,6.0,2.0,0.0,42.0,43.0,9.0,12.0,2.0,,,90.0,65.0,6.6,5.0,0.00340821,0,,,,,,,,2.0,4.0,3.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12441699,home,RKC Waalwijk,Tim van de Loo,tim-van-de-loo,T. v. d. Loo,M,22,180,36,M,1174460,EUR,1045872000,M,22,22,False,28.0,23.0,4.0,1.0,0.0,16.0,18.0,7.0,10.0,6.0,,,72.0,38.0,6.9,7.0,0.16884,1,,Tim van de Loo,,,,,1.0,2.0,5.0,1.0,4.0,,,1.0,,,2.0,1.0,,1.0,1.0,0.025,,,,,,,,,,,,,,,
12441699,home,RKC Waalwijk,Faissal Al Mazyani,faissal-al-mazyani,F. A. Mazyani,D,33,179,681,M,1195771,EUR,1106006400,M,33,33,False,36.0,28.0,4.0,,0.0,16.0,21.0,12.0,15.0,5.0,,,90.0,62.0,6.8,11.0,0.0145611,2,,Faissal Al Mazyani,,,,1.0,1.0,6.0,5.0,3.0,1.0,,1.0,1.0,2.0,3.0,,2.0,2.0,,,0.0285,2.0,1.0,1.0,0.1199,,,,,,,,,,,
12441699,home,RKC Waalwijk,Mohamed Ihattaren,mohamed-ihattaren,M. Ihattaren,M,52,182,2918,M,929633,EUR,1013472000,M,52,52,False,32.0,26.0,4.0,2.0,0.0,9.0,10.0,19.0,26.0,4.0,,,87.0,47.0,7.4,11.0,0.251094,4,,,,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,0.1609,1.0,2.0,2.0,0.2035,1.0,3.0,,,,,,,,,
12441699,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,6,6,False,27.0,23.0,1.0,1.0,0.0,7.0,9.0,16.0,19.0,2.0,,,87.0,44.0,8.1,7.0,0.0375569,2,,,,1.0,,1.0,,2.0,6.0,1.0,2.0,,4.0,1.0,,1.0,1.0,,,2.0,1.0,0.2578,,1.0,,0.77,,3.0,1.0,,,,,,,,
12441699,home,RKC Waalwijk,Juan Familia-Castillo,juan-castillo,J. Familia-Castillo,D,5,175,185,M,856735,EUR,947721600,M,5,5,False,41.0,35.0,7.0,3.0,1.0,17.0,19.0,24.0,33.0,5.0,,,90.0,68.0,7.9,11.0,0.349799,0,,,,11.0,6.0,1.0,,2.0,3.0,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,,1.0,,,,,,,
12441699,home,RKC Waalwijk,Oskar Zawada,oskar-zawada,O. Zawada,F,19,192,705,M,318745,EUR,823132800,F,9,9,False,11.0,9.0,,,0.0,5.0,7.0,4.0,4.0,,,,72.0,20.0,6.2,6.0,0.0216792,3,,,,,,5.0,7.0,7.0,8.0,,1.0,,,2.0,,,1.0,,,3.0,2.0,0.316,1.0,,1.0,,,2.0,,,True,2.0,,,,,
