match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_ownGoals,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_totalContest,stat_bigChanceCreated,stat_wonContest,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
14032415,home,Cercle Brugge,Maxime Delanghe,maxime-delanghe,M. Delanghe,G,21,189.0,144,M,909953,EUR,990576000,G,21,21,False,True,20.0,15.0,6.0,2.0,0.0,13.0,13.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,90.0,27.0,6.0,6.0,0.00029678,20.801773949763,5.0,7.665,3.465,0.1417,0,-1.6621,0.02,0.0,-0.2,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032415,home,Cercle Brugge,Ibrahim Diakité,ibrahim-diakite,I. Diakité,D,2,178.0,2182,M,1168646,EUR,1067558400,D,2,2,False,,32.0,21.0,4.0,1.0,0.0,10.0,11.0,11.0,21.0,,,3.0,2.0,,,,45.0,46.0,6.4,15.0,0.00999378,37.14289676134,8.0,4.935,5.565,,1,,0.03,0.05,-0.33,,Ibrahim Diakité,,4.0,6.0,1.0,2.0,2.0,2.0,0.1258,-0.31,,,,,,,,,,,,,,,,,,,,,,
14032415,home,Cercle Brugge,Christiaan Ravych,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,,60.0,52.0,6.0,3.0,0.0,36.0,39.0,16.0,21.0,5.0,,4.0,5.0,,,,90.0,84.0,7.1,13.0,0.0125817,121.14353497386,17.0,58.8,22.785,,1,,0.08,0.09,-0.07,,,,3.0,8.0,,1.0,4.0,2.0,0.0184,-0.16,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0206,,,,,,,,,,,,,,
14032415,home,Cercle Brugge,Edgaras Utkus,edgaras-utkus,E. Utkus,D,3,190.0,321,M,921180,EUR,961632000,D,3,3,False,,55.0,47.0,8.0,5.0,0.0,29.0,33.0,18.0,22.0,2.0,,6.0,1.0,,,,66.0,68.0,6.2,8.0,0.0105362,142.06669295494,20.0,30.24,13.65,,2,,0.07,0.03,-0.81,,,,7.0,8.0,2.0,,,,0.2247,-0.52,,2.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,
14032415,home,Cercle Brugge,Flávio Nazinho,nazinho-flavio,F. Nazinho,D,20,180.0,637,M,1006113,EUR,1058659200,D,20,20,False,,57.0,44.0,9.0,4.0,0.0,14.0,15.0,30.0,42.0,4.0,2.0,2.0,8.0,,,,90.0,86.0,6.5,21.0,0.170272,163.50291858542,18.0,111.825,23.415,,0,,0.34,0.24,-0.4,,,,2.0,5.0,,2.0,3.0,2.0,,,6.0,,1.0,,,,1.0,,,,1.0,1.0,3.0,,,,,,,,,
14032415,home,Cercle Brugge,Lawrence Agyekum,lawrence-agyekum,L. Agyekum,M,6,174.0,952,M,1185568,EUR,1069545600,M,6,6,False,,8.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,3.0,2.0,,,2.0,,,,45.0,18.0,6.5,4.0,0.0137365,37.455301129056,6.0,4.095,7.665,,2,,0.19,0.09,-0.11,,Lawrence Agyekum,,1.0,2.0,,,,,0.2859,-0.38,1.0,1.0,1.0,1.0,1.0,1.0,,0.2899,,,,2.0,,1.0,,,,,,,,
14032415,home,Cercle Brugge,Makaya Ibrahima Diaby,makaya-ibrahima-diaby,M. I. Diaby,M,19,,227,M,1473492,EUR,1174089600,M,19,19,False,,15.0,11.0,,,0.0,6.0,8.0,5.0,7.0,2.0,,1.0,5.0,,,,45.0,26.0,6.5,8.0,0.00241201,39.317383821226,4.0,17.535,14.28,,0,,-0.01,0.01,-0.03,,,,2.0,3.0,,,,,,,,,,,,1.0,1.0,,2.0,,,3.0,,,1.0,,,,,,,
14032415,home,Cercle Brugge,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,M,15,15,False,,51.0,34.0,10.0,3.0,0.0,11.0,14.0,23.0,37.0,5.0,1.0,4.0,7.0,,,,90.0,92.0,6.8,31.0,0.504054,135.29925038117,19.0,61.74,13.44,,0,,0.42,0.04,-0.03,,,,,6.0,,2.0,4.0,2.0,,,15.0,,2.0,,,2.0,,,,,6.0,,6.0,,2.0,1.0,,,,,,
14032415,home,Cercle Brugge,Oluwaseun Adewumi,adewumi-oluwaseun,O. Adewumi,F,17,182.0,221,M,1201883,EUR,1109116800,M,17,17,False,,16.0,6.0,2.0,,0.0,,4.0,6.0,12.0,7.0,1.0,,3.0,,,,90.0,38.0,7.7,18.0,0.00405403,111.53032980403,11.0,58.905,34.965,,4,,-0.13,0.55,-0.11,,,,2.0,9.0,2.0,1.0,1.0,,0.6894,0.48,4.0,3.0,1.0,1.0,2.0,2.0,2.0,0.7277,1.0,,,3.0,,,4.0,,4.0,1.0,1.0,,,
14032415,home,Cercle Brugge,Edan Diop,diop-edan,E. Diop,M,37,173.0,536,M,1390575,EUR,1093651200,M,37,37,False,,63.0,54.0,2.0,,0.0,20.0,21.0,34.0,42.0,6.0,1.0,2.0,4.0,,,,90.0,85.0,7.2,18.0,0.149696,218.47426757064,21.0,61.425,29.505,,0,,0.35,0.24,-0.06,,Edan Diop,,1.0,7.0,,,1.0,1.0,,,6.0,2.0,3.0,,,3.0,,,,,2.0,2.0,2.0,,2.0,1.0,2.0,,,,,
