match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_blockedScoringAttempt,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_challengeLost,stat_bigChanceCreated,stat_hitWoodwork,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10411469,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,37.0,25.0,15.0,5.0,23.0,32.0,2.0,5.0,1.0,6.0,2.0,1.0,90.0,43.0,6.8,12.0,0.0,0.0,0.00044058,0,0.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411469,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,47.0,42.0,2.0,1.0,32.0,33.0,10.0,14.0,,2.0,,,90.0,59.0,6.7,6.0,0.0951,0.0,0.0182133,1,,dilorenzo22,True,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10411469,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,48.0,44.0,6.0,4.0,39.0,43.0,5.0,5.0,4.0,10.0,,,90.0,60.0,7.5,4.0,0.0545,0.0,0.00211413,1,,,,5.0,,1.0,,,4.0,6.0,9.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10411469,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15025,M,896569,EUR,848016000,D,3,3,False,34.0,29.0,2.0,1.0,25.0,27.0,4.0,7.0,7.0,6.0,,,90.0,49.0,7.4,5.0,0.092,0.0,0.00116636,1,,kiminjae3,,5.0,,,2.0,,5.0,3.0,4.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10411469,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168,1034,M,99546,EUR,675302400,D,6,6,False,40.0,29.0,8.0,3.0,19.0,21.0,12.0,21.0,2.0,10.0,,,81.0,60.0,7.2,12.0,0.0,0.0,0.162802,0,,,,2.0,1.0,,1.0,2.0,1.0,2.0,4.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,
10411469,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,38.0,31.0,2.0,1.0,19.0,22.0,12.0,16.0,1.0,6.0,,,90.0,61.0,8.5,15.0,0.7776,1.2723,0.0130936,2,,anguiss_29,,6.0,2.0,,1.0,1.0,2.0,3.0,11.0,1.0,2.0,1.0,,,,,,5.0,3.0,1.0,2.0,2.0,3.0,,,,,,,,
10411469,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,51.0,45.0,3.0,1.0,24.0,27.0,21.0,24.0,1.0,6.0,,,90.0,62.0,7.1,6.0,0.0,0.0,0.00976759,0,,StanLobotka,,2.0,,,2.0,,1.0,1.0,7.0,,4.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,
10411469,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,138605,EUR,769392000,M,20,20,False,26.0,22.0,1.0,,10.0,10.0,12.0,17.0,,2.0,,,62.0,31.0,6.7,6.0,0.2237,0.0409,0.0134871,2,,zielu_94,,2.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
10411469,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,23.0,14.0,5.0,,8.0,14.0,7.0,11.0,1.0,5.0,,,68.0,39.0,7.2,16.0,0.0922,0.0,0.0995332,2,,,,4.0,3.0,1.0,1.0,3.0,,,2.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,,,,,
10411469,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,865651,EUR,950832000,F,81,81,False,30.0,19.0,2.0,,14.0,17.0,5.0,13.0,,1.0,,,62.0,39.0,6.8,16.0,0.1375,0.155,0.00709042,2,,giacomo.raspadori,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,2.0,,5.0,,,,,,,,
