match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside
11067291,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,23.0,15.0,13.0,5.0,12.0,14.0,3.0,9.0,4.0,10.0,2.0,5.0,2.0,1.0,1.0,90.0,40.0,7.9,8.0,0.0,0.0,0.00119641,0,0.7729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067291,home,Santos,Nathan,nathan,Nathan,D,22,183,476,M,1016912,EUR,999648000,D,22,22,False,,30.0,26.0,1.0,,13.0,15.0,13.0,18.0,,6.0,,,,,,86.0,54.0,6.8,14.0,0.0264,0.0,0.0182978,1,,,,3.0,1.0,4.0,7.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11067291,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,,21.0,16.0,3.0,1.0,15.0,16.0,1.0,5.0,9.0,2.0,,,,,,90.0,40.0,7.5,5.0,0.5973,0.0,0.00025726,3,,,,,6.0,2.0,7.0,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,,
11067291,home,Santos,Eduardo Bauermann,eduardo-bauermann,E. Bauermann,D,4,186,321,M,358530,EUR,824169600,D,4,4,False,,28.0,25.0,1.0,,24.0,25.0,1.0,3.0,6.0,5.0,,,,,,90.0,46.0,7.4,4.0,0.0347,0.0,0.00163581,2,,,,,3.0,3.0,5.0,1.0,1.0,1.0,1.0,,1.0,,,3.0,,,1.0,1.0,3.0,,,,,,,,
11067291,home,Santos,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,44,44,False,,38.0,31.0,2.0,2.0,13.0,14.0,18.0,25.0,2.0,11.0,,,,,,90.0,58.0,7.1,9.0,0.0,0.0,0.0201331,0,,,,1.0,2.0,2.0,7.0,1.0,1.0,,1.0,,1.0,3.0,,1.0,1.0,,,,1.0,,,,,,,,
11067291,home,Santos,Ângelo,angelo,Ângelo,M,20,182,9961,M,1086455,EUR,1103587200,M,11,11,False,,11.0,9.0,,,1.0,2.0,9.0,11.0,,,,,,,,58.0,31.0,6.9,9.0,0.0,0.0,0.457563,0,,Ângelo,,2.0,,3.0,4.0,3.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,2.0,angelogabriel,1.0,1.0,1.0,2.0,,,
11067291,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,,30.0,26.0,3.0,2.0,17.0,18.0,9.0,12.0,5.0,7.0,,,,,,90.0,49.0,6.5,8.0,0.0,0.0,0.0146024,0,,,,,2.0,10.0,10.0,7.0,5.0,,,,,3.0,3.0,,3.0,,,,1.0,,,2.0,,,,,
11067291,home,Santos,Rodrigo Fernández,rodrigo-fernandez,R. Fernández,M,5,172,285,M,877599,EUR,820627200,M,14,14,False,,34.0,21.0,6.0,2.0,15.0,22.0,6.0,12.0,,4.0,,,,,,90.0,54.0,6.3,17.0,0.021,0.0,0.00483619,1,,,,,2.0,14.0,10.0,1.0,,,6.0,4.0,1.0,2.0,3.0,2.0,6.0,,1.0,,1.0,,,2.0,,,,,
11067291,home,Santos,Daniel Ruiz,daniel-ruiz,D. Ruiz,M,18,171,1388,M,1098305,EUR,996451200,M,7,7,False,,23.0,16.0,2.0,,7.0,8.0,13.0,21.0,,2.0,,,,,,72.0,47.0,7.4,14.0,0.0,0.0,0.0898096,0,,Daniel Ruiz,,6.0,1.0,6.0,9.0,5.0,2.0,,4.0,2.0,1.0,2.0,,1.0,1.0,,,,,,4.0,1.0,,4.0,,,
11067291,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,F,23,23,False,,46.0,35.0,3.0,2.0,13.0,18.0,23.0,34.0,2.0,9.0,,,,,,90.0,72.0,8.0,18.0,0.0721,0.2625,0.201251,2,,,,6.0,1.0,3.0,12.0,4.0,3.0,1.0,3.0,3.0,1.0,5.0,1.0,,1.0,,,,,,1.0,,,2.0,1.0,,
