match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,player_sofascoreId,stat_errorLeadToAShot,stat_clearanceOffLine,stat_ownGoals
12448366,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,36.0,32.0,10.0,7.0,0.0,26.0,28.0,6.0,8.0,3.0,3.0,2.0,15.0,3.0,2.0,5.0,2.0,90.0,53.0,8.4,5.0,0.00229805,0,0.8613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448366,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,38.0,28.0,3.0,2.0,0.0,14.0,20.0,16.0,22.0,2.0,5.0,2.0,6.0,,,,,90.0,71.0,7.6,18.0,0.192481,1,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0188,3.0,,,,,,,,,,,,,,,,,
12448366,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191,126,M,927155,EUR,922060800,D,28,28,False,62.0,57.0,4.0,2.0,0.0,26.0,27.0,31.0,35.0,2.0,3.0,6.0,7.0,,,,,87.0,74.0,7.3,6.0,0.0128763,0,,,,3.0,4.0,,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
12448366,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,79.0,70.0,6.0,3.0,0.0,42.0,46.0,28.0,34.0,2.0,4.0,4.0,3.0,,,,,90.0,89.0,7.1,10.0,0.024882,0,,1.0,,5.0,6.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12448366,home,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,False,45.0,31.0,5.0,,0.0,16.0,22.0,16.0,24.0,1.0,4.0,3.0,2.0,,,,,90.0,63.0,7.5,15.0,0.374437,1,,1.0,1.0,,1.0,,,,2.0,1.0,,1.0,0.0437,1.0,1.0,,,,1.0,1.0,0.1676,,,,,,,,,,
12448366,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,10,10,False,54.0,47.0,3.0,,0.0,24.0,28.0,23.0,26.0,1.0,2.0,2.0,2.0,,,,,69.0,63.0,7.0,9.0,0.0357465,0,,,,,,,,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,
12448366,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,82.0,75.0,5.0,3.0,0.0,40.0,44.0,35.0,38.0,3.0,10.0,4.0,7.0,,,,,90.0,107.0,7.1,15.0,0.0383175,0,,,,3.0,10.0,,,,4.0,2.0,4.0,2.0,,,2.0,2.0,3.0,1.0,,,,1.0,,,,,,,,,
12448366,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,43.0,33.0,6.0,3.0,0.0,9.0,9.0,24.0,38.0,,5.0,2.0,4.0,,,,,69.0,59.0,7.0,15.0,0.0616221,2,,4.0,,,3.0,1.0,,,4.0,2.0,,,0.2437,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,True,1.0,,,,,,,
12448366,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175,308,M,815080,EUR,754444800,M,35,35,False,48.0,44.0,6.0,4.0,0.0,18.0,18.0,26.0,31.0,,9.0,,6.0,,,,,90.0,70.0,7.6,11.0,0.17531,2,,1.0,,,4.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,0.6597,,1.0,,3.0,2.0,,,,2.0,,1.0,1.0,1.0,,,,,
12448366,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,False,23.0,19.0,,,0.0,3.0,5.0,16.0,20.0,2.0,6.0,,4.0,,,,,58.0,45.0,6.7,17.0,0.0282048,2,,2.0,,,10.0,2.0,,1.0,,,1.0,,0.0804,,1.0,,10.0,4.0,,,,3.0,,,,,1.0,,,,
12448366,home,PEC Zwolle,Dylan Vente,,,dylan-vente,D. Vente,F,9,181,657,M,825843,EUR,926208000,F,9,9,False,17.0,12.0,,,0.0,2.0,3.0,10.0,15.0,3.0,6.0,1.0,1.0,,,,,90.0,26.0,7.4,8.0,0.118829,0,,1.0,,2.0,5.0,,,,1.0,,2.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12448366,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,265,M,923968,EUR,1002758400,F,11,11,True,4.0,4.0,,,0.0,2.0,2.0,3.0,3.0,,,,2.0,,,,,32.0,7.0,6.8,,0.0515841,1,,1.0,1.0,,1.0,,,,,,,,0.1053,,,1.0,,,,1.0,0.3018,,,,,,,,,,
