match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_totalContest,stat_bigChanceMissed,stat_errorLeadToAShot,stat_penaltyWon,stat_wonContest,stat_penaltyMiss,stat_penaltyConceded,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches
14573021,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5014,M,deanhenderson,788134,EUR,858124800,G,1,1,False,25.0,13.0,21.0,9.0,0.0,5.0,6.0,8.0,19.0,10.0,1.0,3.0,90.0,33.0,6.4,12.0,0.00365959,0.4159,0,-0.4446,0.13,0.01,-0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2016,M,,931844,EUR,954201600,D,26,26,False,25.0,19.0,3.0,1.0,0.0,15.0,17.0,4.0,8.0,3.0,,,90.0,46.0,7.3,6.0,0.0797649,,0,,0.13,0.01,0.0,,1.0,5.0,3.0,11.0,8.0,1.0,3.0,6.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6978,M,,879674,EUR,954979200,D,5,5,False,24.0,18.0,4.0,2.0,0.0,14.0,14.0,4.0,10.0,5.0,,,90.0,41.0,7.3,8.0,0.00187632,,3,,-0.03,0.09,-0.12,,1.0,1.0,4.0,4.0,5.0,,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.4135,0.6236,0.45,,,,,,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,24476,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,39.0,30.0,5.0,2.0,1.0,15.0,18.0,15.0,21.0,9.0,,,90.0,54.0,6.7,11.0,0.0410465,,2,,0.4,0.14,-0.15,,1.0,,6.0,3.0,3.0,,3.0,2.0,,4.0,1.0,,1.0,1.0,,,1.0,0.4585,,-0.04,True,1.0,1.0,,,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12012,M,daniel.chitiva,870360,EUR,833068800,M,2,2,False,19.0,10.0,3.0,,0.0,7.0,7.0,1.0,12.0,2.0,,,86.0,47.0,6.4,14.0,0.00518582,,1,,0.05,0.03,-0.06,,1.0,2.0,6.0,5.0,4.0,,2.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,2.0,0.0701,,-0.02,,1.0,,2.0,1.0,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Will Hughes,,,will-hughes,W. Hughes,M,19,185,1024,M,,193554,EUR,798076800,M,19,19,False,21.0,17.0,,,0.0,9.0,10.0,7.0,11.0,3.0,,,65.0,32.0,6.7,6.0,0.12271,,2,,0.11,0.06,-0.05,,,1.0,2.0,4.0,,,,2.0,1.0,2.0,1.0,,,1.0,1.0,,,0.0632,0.0271,-0.15,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
14573021,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5420,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,30.0,19.0,6.0,1.0,0.0,9.0,11.0,10.0,19.0,6.0,,,90.0,49.0,7.4,18.0,0.349835,,0,,0.59,0.07,-0.12,,1.0,2.0,5.0,6.0,,,1.0,3.0,3.0,1.0,2.0,2.0,,,,,3.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,
14573021,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,23.0,15.0,4.0,,0.0,5.0,8.0,10.0,15.0,5.0,,,90.0,47.0,6.8,13.0,0.00615427,,0,,-0.13,0.22,-0.02,,1.0,,4.0,8.0,1.0,,,6.0,3.0,,,1.0,2.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
14573021,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26738,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,17.0,11.0,1.0,1.0,0.0,5.0,6.0,5.0,11.0,6.0,,,65.0,31.0,9.3,14.0,0.180546,,4,,0.2,0.39,-0.1,,1.0,2.0,4.0,4.0,,,,,,1.0,1.0,,,1.0,3.0,2.0,4.0,1.273,1.599,0.78,,,2.0,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,
14573021,home,Crystal Palace,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172,6120,M,,984624,EUR,1035072000,F,10,10,False,23.0,16.0,5.0,4.0,0.0,6.0,7.0,9.0,16.0,3.0,,,73.0,39.0,7.5,14.0,0.0566071,,1,,0.35,0.43,0.14,,2.0,1.0,4.0,6.0,,,,2.0,2.0,,1.0,,,1.0,,,4.0,0.0322,,0.01,,,1.0,1.0,,,,,4.0,,,,2.0,,,,,,
