match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_outfielderBlock,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_dispossessed,stat_challengeLost,stat_goals,captain,stat_goalAssist,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10382182,home,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,32.0,24.0,19.0,12.0,16.0,19.0,8.0,13.0,1.0,5.0,2.0,4.0,4.0,1.0,90.0,42.0,8.1,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,46.0,35.0,7.0,2.0,20.0,27.0,16.0,23.0,3.0,10.0,,,,,90.0,71.0,7.1,17.0,0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,Ximo Navarro,ximo-navarro,X. Navarro,D,23,176,95,M,150864,EUR,633052800,D,2,2,False,38.0,33.0,3.0,2.0,26.0,31.0,7.0,7.0,5.0,3.0,,,,,89.0,46.0,6.9,5.0,0,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,31.0,23.0,7.0,,20.0,23.0,3.0,8.0,12.0,5.0,,,,,90.0,48.0,7.2,8.0,3,,,2.0,3.0,5.0,1.0,1.0,,1.0,,,,3.0,Rodrigo,Guth,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,George Cox,george-cox,G. Cox,M,,171,91,M,920556,EUR,884736000,D,5,5,False,22.0,14.0,5.0,1.0,8.0,10.0,9.0,21.0,2.0,6.0,,,,,89.0,51.0,7.3,17.0,0,9.0,3.0,,,4.0,,,1.0,,,1.0,3.0,1.0,George,Cox,,,,,1.0,2.0,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,Kristijan Bistrović,kristijan-bistrovic,K. Bistrović,M,23,182,365,M,796658,EUR,892080000,M,8,8,False,35.0,28.0,2.0,2.0,13.0,14.0,17.0,25.0,,6.0,,,,,90.0,49.0,7.7,9.0,2,4.0,2.0,,,3.0,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,
10382182,home,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,False,47.0,43.0,9.0,8.0,23.0,25.0,20.0,23.0,2.0,6.0,,,,,90.0,60.0,7.2,7.0,0,1.0,,,3.0,5.0,,,1.0,4.0,4.0,1.0,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,
10382182,home,Fortuna Sittard,Íñigo Cordoba,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,37.0,30.0,4.0,,14.0,17.0,16.0,24.0,2.0,9.0,,,,,90.0,72.0,6.6,22.0,3,4.0,,1.0,13.0,7.0,2.0,,3.0,6.0,3.0,3.0,1.0,,,,,3.0,,2.0,,,,,6.0,2.0,,,,,,,,,
10382182,home,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,False,36.0,28.0,2.0,1.0,11.0,13.0,17.0,24.0,1.0,4.0,,,,,89.0,49.0,7.1,12.0,1,1.0,,,1.0,6.0,1.0,,,1.0,1.0,2.0,3.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
10382182,home,Fortuna Sittard,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,,170,335,M,901857,EUR,989107200,M,85,85,False,11.0,9.0,2.0,2.0,4.0,4.0,5.0,9.0,1.0,4.0,,,,,79.0,27.0,7.6,8.0,3,2.0,,,4.0,2.0,1.0,,,2.0,,3.0,,,,,,,3.0,3.0,,1.0,,,,,1.0,,,,,,,,
10382182,home,Fortuna Sittard,Burak Yılmaz,burak-yilmaz,B. Yılmaz,F,,188,1198,,18864,EUR,490233600,F,17,17,False,24.0,19.0,1.0,1.0,4.0,4.0,16.0,21.0,2.0,2.0,,,,,90.0,42.0,8.6,10.0,3,1.0,1.0,1.0,2.0,5.0,1.0,,,,,4.0,3.0,2.0,,,1.0,1.0,1.0,,,3.0,1.0,1.0,,,1.0,True,1.0,1.0,,,,,
