match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_totalContest,stat_fouls,player_sofascoreId,captain,stat_totalCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot,stat_totalOffside
10411582,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,21.0,18.0,10.0,7.0,17.0,17.0,1.0,4.0,1.0,90.0,23.0,7.0,3.0,0.0,0.0,0.00023445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,17.0,17.0,,,8.0,8.0,9.0,9.0,,27.0,21.0,6.6,1.0,0.0,0.0,0.00574352,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,46.0,45.0,5.0,5.0,27.0,28.0,18.0,18.0,5.0,90.0,51.0,7.1,1.0,0.1037,0.0,0.152674,1,3.0,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,47.0,46.0,9.0,8.0,24.0,24.0,22.0,23.0,5.0,90.0,54.0,7.5,1.0,0.0,0.0,0.0317939,0,3.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,136322,EUR,760147200,D,23,23,False,49.0,45.0,4.0,3.0,23.0,23.0,22.0,26.0,2.0,90.0,64.0,6.8,5.0,0.0,0.0,0.0140075,0,1.0,,,,5.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13428,M,331447,EUR,793843200,M,21,21,False,51.0,40.0,4.0,1.0,17.0,17.0,23.0,36.0,3.0,90.0,76.0,7.1,16.0,0.0784,0.0,0.0269673,2,8.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,,1.0,,1.0,,sms,True,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10411582,home,Lazio,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,2921,M,905453,EUR,960854400,M,6,6,False,30.0,26.0,3.0,2.0,14.0,15.0,12.0,15.0,2.0,61.0,37.0,6.7,5.0,0.0,0.0,0.00445146,0,2.0,1.0,1.0,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,False,34.0,33.0,1.0,1.0,14.0,14.0,19.0,20.0,2.0,60.0,40.0,6.8,3.0,0.1408,0.0,0.02182,1,,2.0,,,4.0,,,,,,1.0,1.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,
10411582,home,Lazio,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,F,11,11,False,19.0,17.0,,,2.0,3.0,15.0,16.0,2.0,45.0,24.0,6.7,3.0,0.1754,0.0,0.0528536,2,2.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,
10411582,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,38.0,31.0,,,6.0,7.0,26.0,34.0,1.0,90.0,56.0,7.2,14.0,0.0,0.0,0.18188,0,5.0,2.0,1.0,,5.0,1.0,,,1.0,,4.0,,,3.0,1.0,F_Andersoon,,3.0,3.0,3.0,,,,,1.0,,,,,,,,
10411582,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,False,43.0,37.0,3.0,,11.0,11.0,27.0,41.0,3.0,86.0,65.0,7.1,20.0,0.0668,0.0431,0.118095,1,5.0,3.0,3.0,,1.0,,,,,,1.0,,,2.0,,Pedro,,9.0,1.0,2.0,,,,,1.0,1.0,,,,,,,
10411582,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,True,44.0,40.0,1.0,1.0,17.0,17.0,24.0,29.0,3.0,63.0,55.0,6.7,6.0,0.0,0.0,0.0267419,0,2.0,,,2.0,3.0,,,1.0,,,,,1.0,,2.0,,,2.0,1.0,,,,,,1.0,,,,,,,,
10411582,home,Lazio,Luka Romero,luka-romero,L. Romero,F,18,169,4732,M,1032022,EUR,1100736000,M,18,18,True,17.0,16.0,,,5.0,6.0,11.0,11.0,3.0,45.0,35.0,6.7,9.0,0.7432,0.9853,0.0248592,2,3.0,2.0,3.0,,8.0,,,,,,,,2.0,3.0,2.0,lukaromero10,,,3.0,,1.0,,Luka Romero,,,1.0,1.0,,,,,,
10411582,home,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189,1423,M,798002,EUR,848880000,M,88,88,True,15.0,14.0,,,7.0,7.0,8.0,9.0,1.0,30.0,24.0,6.8,3.0,0.0784,0.1313,0.0198404,1,3.0,,2.0,1.0,4.0,,,,,,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
10411582,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,True,20.0,20.0,1.0,1.0,13.0,13.0,9.0,10.0,3.0,29.0,27.0,7.0,1.0,0.1304,0.216,0.0915991,2,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,3.0,,1.0,,,,,2.0,1.0,,,,,,,
10411582,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,True,2.0,2.0,,,,,2.0,2.0,,9.0,2.0,6.5,,0.0,0.0,0.00029771,0,,,,,,,,,,,,,,,,ciroimmobile17,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Marius Adamonis,adamonis-marius,M. Adamonis,G,31,188,118,M,795811,EUR,863481600,G,31,31,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Luís Maximiano,luis-maximiano,L. Maximiano,G,81,190,768,M,845797,EUR,915494400,G,1,1,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Ştefan Radu,stefan-radu,Ş. Radu,D,,183,208,,13592,EUR,530323200,D,26,26,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Dimitrije Kamenović,dimitrije-kamenovic,D. Kamenović,D,33,188,179,M,890910,EUR,963705600,D,16,16,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,home,Lazio,Marco Bertini,marco-bertini,M. Bertini,M,27,185,44,M,1009691,EUR,1028678400,M,50,50,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411582,away,Monza,Michele Di Gregorio,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,844609,EUR,869961600,G,16,16,False,42.0,37.0,10.0,6.0,36.0,39.0,1.0,3.0,12.0,90.0,59.0,6.4,6.0,0.0,0.0,0.00141419,0,,,,,,,,,,,,,2.0,,,L'UomoTigre,,,,,,,,,,,,1.0,2.0,3.0,0.3757,,
10411582,away,Monza,Giulio Donati,giulio-donati,G. Donati,D,2,178,48,M,103156,EUR,634176000,D,2,2,False,48.0,48.0,5.0,5.0,43.0,43.0,5.0,6.0,2.0,58.0,52.0,6.5,2.0,0.0082,0.0,0.00144817,1,,1.0,,,2.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
