match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,captain,stat_goals,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt
11408432,home,Estoril Praia,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,22.0,15.0,14.0,7.0,11.0,11.0,4.0,11.0,1.0,8.0,3.0,1.0,90.0,31.0,7.4,7.0,0.00087746,0,0.6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,29.0,21.0,6.0,4.0,13.0,16.0,8.0,13.0,7.0,3.0,,,90.0,47.0,7.8,10.0,0.00627664,0,,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Pedro Álvaro,,,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,29.0,23.0,6.0,3.0,18.0,23.0,5.0,6.0,11.0,6.0,,,90.0,43.0,7.0,6.0,0.00674552,0,,3.0,,4.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Bernardo Vital,,,vital-bernardo,B. Vital,D,13,187,192,M,1065442,EUR,978048000,D,3,3,False,46.0,37.0,10.0,7.0,22.0,25.0,15.0,21.0,5.0,4.0,,,90.0,56.0,7.3,11.0,0.0891185,0,,,1.0,3.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Wagner Pina,,,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,M,79,79,False,20.0,15.0,1.0,,8.0,11.0,7.0,12.0,9.0,3.0,,,90.0,49.0,7.0,14.0,0.013185,2,,1.0,6.0,9.0,10.0,,4.0,,,,,2.0,2.0,3.0,1.0,,3.0,1.0,1.0,1.0,1.0,3.0,0.0777,,,,,,,,,
11408432,home,Estoril Praia,Vinicius Zanocelo,,,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,41.0,31.0,7.0,6.0,15.0,18.0,16.0,23.0,2.0,5.0,,,90.0,50.0,7.3,12.0,0.123859,1,,1.0,3.0,4.0,4.0,1.0,,,2.0,,,1.0,,1.0,1.0,2.0,,1.0,,,,,0.0161,1.0,,,,,,,,
11408432,home,Estoril Praia,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,1142562,EUR,1089417600,M,82,82,False,41.0,32.0,7.0,5.0,14.0,18.0,19.0,24.0,1.0,5.0,,,87.0,56.0,6.8,15.0,0.101221,0,,1.0,1.0,8.0,4.0,1.0,,,,,,1.0,1.0,3.0,3.0,2.0,1.0,,,,2.0,2.0,,,1.0,,,,,,,
11408432,home,Estoril Praia,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,M,21,21,False,36.0,25.0,4.0,,7.0,11.0,18.0,27.0,1.0,6.0,,,90.0,67.0,6.4,22.0,0.0298869,2,,1.0,1.0,8.0,3.0,1.0,2.0,,,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,,2.0,,0.2707,,,1.0,1.0,,,,,
11408432,home,Estoril Praia,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,F,10,10,False,27.0,24.0,1.0,,8.0,8.0,16.0,21.0,,6.0,,,80.0,42.0,6.6,11.0,0.0161832,1,,,,4.0,3.0,,3.0,1.0,,,,,,,2.0,,2.0,1.0,,,1.0,2.0,0.0141,,,,,,,,,
11408432,home,Estoril Praia,Heriberto Tavares,,,heriberto-tavares,H. Tavares,F,91,180,195,M,845789,EUR,856310400,F,91,91,False,26.0,17.0,1.0,1.0,6.0,10.0,11.0,19.0,1.0,2.0,,,68.0,43.0,7.0,18.0,0.018079,1,,3.0,2.0,5.0,5.0,,3.0,1.0,,,,1.0,1.0,,,,3.0,1.0,,,3.0,1.0,0.0156,,,,,1.0,,,,
11408432,home,Estoril Praia,Cassiano,,,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,11,11,False,9.0,4.0,,,2.0,2.0,2.0,7.0,,3.0,,,68.0,17.0,6.9,6.0,0.00095492,1,,6.0,3.0,11.0,7.0,2.0,1.0,,,,,4.0,2.0,2.0,,,,,1.0,,,,0.8791,,,,,1.0,True,1.0,,
11408432,home,Estoril Praia,Joao Marques,,,marques-joao,J. Marques,M,11,179,304,M,1087321,EUR,1013558400,M,33,33,True,6.0,3.0,,,1.0,1.0,2.0,5.0,,1.0,,,22.0,11.0,6.8,5.0,0.0168211,1,,2.0,1.0,3.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,2.0,,0.0148,,,,,,,,,
11408432,home,Estoril Praia,Alejandro Marqués,,,alejandro-marques,A. Marqués,F,9,189,759,M,929894,EUR,965347200,F,9,9,True,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,22.0,6.0,6.5,1.0,0.00116121,0,,2.0,,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
11408432,home,Estoril Praia,Mor Ndiaye,,,mor-ndiaye,M. Ndiaye,M,19,185,163,M,979225,EUR,974764800,M,64,64,True,,,,,,,,,,,,,10.0,1.0,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184,265,M,997024,EUR,985651200,D,78,78,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,9.0,6.0,6.6,2.0,4.619e-05,0,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Raúl Parra,,,raul-parra,R. Parra,D,36,187,79,M,1069725,EUR,943574400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Eliaquim Mangala,,,eliaquim-mangala,E. Mangala,D,,188,392,M,42892,EUR,666403200,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,João Carlos,,,joao-carlos,J. Carlos,F,,187,69,M,880129,EUR,794016000,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,home,Estoril Praia,Fabrício Garcia,,,fabricio-garcia,F. Garcia,F,98,172,81,M,1190120,EUR,988934400,F,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,away,Portimonense SAD,Kosuke Nakamura,,,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,29.0,21.0,14.0,6.0,17.0,19.0,4.0,10.0,2.0,7.0,3.0,2.0,90.0,37.0,7.4,8.0,0.00097535,0,0.646,,3.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,
11408432,away,Portimonense SAD,Pedrão,,,pedrao,Pedrão,D,44,194,152,M,931811,EUR,862617600,D,44,44,False,66.0,54.0,12.0,2.0,34.0,37.0,20.0,29.0,1.0,8.0,,,90.0,79.0,6.9,14.0,0.0103748,1,,2.0,1.0,4.0,6.0,,2.0,2.0,,1.0,,2.0,2.0,2.0,,,,1.0,,,2.0,1.0,0.2542,,,1.0,,,True,,,
11408432,away,Portimonense SAD,Alemão,Alemão,,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,54.0,41.0,11.0,1.0,32.0,34.0,9.0,20.0,1.0,1.0,,,74.0,60.0,6.1,15.0,0.00220796,0,,2.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11408432,away,Portimonense SAD,Filipe Relvas,,,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,62.0,51.0,9.0,3.0,32.0,34.0,19.0,28.0,2.0,3.0,,,90.0,74.0,7.1,11.0,0.00532222,1,,,1.0,1.0,6.0,1.0,,,,,,5.0,3.0,,,1.0,,1.0,,,,,0.1793,1.0,,1.0,,,,,,
11408432,away,Portimonense SAD,Igor Formiga,,,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,M,33,33,False,25.0,17.0,1.0,1.0,7.0,7.0,10.0,19.0,,7.0,,,66.0,48.0,7.0,14.0,0.00739,0,,1.0,3.0,3.0,5.0,,2.0,1.0,,3.0,,1.0,,1.0,,,1.0,,,,3.0,,,,,,,,,,,
11408432,away,Portimonense SAD,Dener,,,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,False,39.0,25.0,4.0,1.0,12.0,14.0,16.0,29.0,1.0,6.0,,,66.0,54.0,7.3,16.0,0.111124,0,,2.0,3.0,3.0,9.0,1.0,1.0,1.0,,1.0,,4.0,3.0,,,3.0,4.0,,,,,1.0,,,3.0,,,,,,,
11408432,away,Portimonense SAD,Lucas Ventura,,,lucas-ventura,Lucas Ventura,M,25,180,163,M,879934,EUR,895536000,M,25,25,False,25.0,23.0,3.0,1.0,17.0,18.0,6.0,7.0,,4.0,,,60.0,32.0,6.5,4.0,0.00161307,0,,,,2.0,4.0,,,,,,,3.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
11408432,away,Portimonense SAD,Moustapha Seck,,,moustapha-seck,M. Seck,D,24,176,148,M,807292,EUR,825033600,M,14,14,False,16.0,10.0,1.0,,5.0,6.0,7.0,13.0,2.0,3.0,,,60.0,33.0,6.7,7.0,0.00514662,0,,6.0,1.0,8.0,7.0,1.0,,,,,,4.0,4.0,2.0,,,3.0,,,,,2.0,,,2.0,,,2.0,,,,
