match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId
10382075,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,17.0,12.0,10.0,5.0,10.0,11.0,2.0,6.0,1.0,8.0,2.0,3.0,3.0,2.0,2.0,90.0,28.0,7.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382075,home,FC Utrecht,Hidde ter Avest,,,hidde-ter-avest,H. t. Avest,D,24,182,95,M,361788,EUR,864086400,D,5,5,False,31.0,20.0,2.0,,10.0,16.0,11.0,18.0,5.0,3.0,,,,,,73.0,61.0,7.0,18.0,2,3.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10382075,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,68.0,59.0,10.0,6.0,36.0,41.0,23.0,27.0,1.0,10.0,,,,,,90.0,77.0,7.3,9.0,0,,,,3.0,4.0,,,,,3.0,4.0,,2.0,True,1.0,1.0,,,,,,,,,,
10382075,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,49.0,36.0,3.0,2.0,21.0,29.0,15.0,20.0,7.0,7.0,,,,,,90.0,66.0,7.5,14.0,0,,,4.0,4.0,7.0,,,,,2.0,3.0,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,
10382075,home,FC Utrecht,Djevencio van der Kust,,,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,15,15,False,14.0,12.0,,,6.0,7.0,6.0,10.0,,2.0,,,,,,45.0,26.0,6.7,6.0,0,3.0,,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,
10382075,home,FC Utrecht,Moussa Sylla,,,sylla-moussa,M. Sylla,F,9,181,2073,M,861980,EUR,943488000,M,29,29,False,25.0,14.0,2.0,,5.0,10.0,9.0,16.0,1.0,7.0,,,,,,64.0,38.0,7.0,15.0,2,1.0,,2.0,2.0,4.0,,,,,,1.0,2.0,,,2.0,,,,2.0,1.0,1.0,,,,,
10382075,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,71.0,56.0,3.0,2.0,17.0,19.0,40.0,54.0,1.0,11.0,,,,,,90.0,92.0,7.5,22.0,1,2.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,,1.0,3.0,3.0,,,1.0,3.0,3.0,,,,1.0,2.0,,,,
10382075,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,6,6,False,42.0,35.0,3.0,2.0,17.0,18.0,19.0,28.0,,8.0,,,,,,89.0,72.0,6.8,20.0,3,4.0,1.0,1.0,12.0,8.0,4.0,1.0,1.0,,2.0,3.0,4.0,3.0,,1.0,2.0,2.0,,2.0,3.0,1.0,3.0,,,,
10382075,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,45.0,35.0,8.0,3.0,17.0,20.0,22.0,33.0,,12.0,,,,,,90.0,73.0,7.7,20.0,2,8.0,4.0,1.0,8.0,7.0,5.0,1.0,2.0,,2.0,3.0,1.0,,,2.0,2.0,1.0,,,2.0,5.0,1.0,1.0,,,
10382075,home,FC Utrecht,Bas Dost,,,bas-dost,B. Dost,F,,196,697,M,32260,EUR,612576000,F,28,28,False,30.0,23.0,3.0,2.0,3.0,5.0,20.0,25.0,,1.0,,,,,,90.0,39.0,7.3,9.0,2,,,5.0,4.0,6.0,,,,1.0,1.0,1.0,2.0,,,2.0,1.0,2.0,,1.0,,6.0,,,,,
10382075,home,FC Utrecht,Anastasios Douvikas,,,douvikas-anastasios,A. Douvikas,F,11,184,4415,M,894863,EUR,933552000,F,9,9,False,21.0,13.0,2.0,2.0,3.0,4.0,10.0,18.0,1.0,1.0,,,,,,63.0,34.0,6.3,15.0,1,1.0,,1.0,4.0,3.0,3.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,2.0,,1.0,1.0,
10382075,home,FC Utrecht,Django Warmerdam,,,django-warmerdam,D. Warmerdam,D,3,180,44,M,356018,EUR,810000000,D,21,21,True,25.0,23.0,1.0,1.0,11.0,12.0,13.0,15.0,2.0,9.0,,,,,,45.0,41.0,6.3,9.0,0,2.0,1.0,,7.0,2.0,1.0,,,,,2.0,1.0,,,2.0,1.0,1.0,,,,,3.0,,,,
10382075,home,FC Utrecht,Daishawn Redan,,,daishawn-redan,D. Redan,F,,173,289,M,856745,EUR,981072000,F,7,7,True,10.0,9.0,,,,,9.0,10.0,,2.0,,,,,,27.0,15.0,6.8,2.0,1,,,,,2.0,,,1.0,,,,1.0,,,,,,,,2.0,1.0,,,,,
10382075,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,True,10.0,6.0,1.0,1.0,1.0,1.0,5.0,9.0,,,,,,,,26.0,19.0,6.6,7.0,2,,,2.0,3.0,3.0,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,
10382075,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,True,14.0,13.0,1.0,1.0,4.0,4.0,10.0,15.0,,,,,,,,17.0,22.0,6.9,5.0,0,5.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
10382075,home,FC Utrecht,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,True,7.0,6.0,,,2.0,2.0,4.0,5.0,,,,,,,,1.0,8.0,,1.0,1,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
10382075,home,FC Utrecht,Fabian de Keijzer,,,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10382075,home,FC Utrecht,Calvin Raatsie,,,calvin-raatsie,C. Raatsie,G,16,188,83,M,961616,EUR,1013212800,G,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
