match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,captain,stat_bigChanceMissed,stat_errorLeadToAShot
14131975,home,CF Estrela Amadora,Alex Sola,alex-sola,A. Sola,M,63,173,71,M,2037671,EUR,1071360000,M,63,63,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Alex Sola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,home,CF Estrela Amadora,Joao Gastao,gastao-joao,J. Gastao,F,89,180,63,M,2218660,EUR,1153526400,F,89,89,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,Nico Mantl,nico-mantl,N. Mantl,G,58,193,162,M,888592,EUR,949795200,G,58,58,False,31.0,19.0,18.0,7.0,0.0,14.0,15.0,5.0,16.0,7.0,3.0,6.0,90.0,41.0,6.5,12.0,0.00067258,20.10493131971,4.0,-1.05,1.47,0.6666,0,0.134,0.02,0.0,-0.35,0.39,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
14131975,away,FC Arouca,Alex Pinto,pinto-alex,A. Pinto,D,78,187,68,M,1034711,EUR,899856000,D,78,78,False,6.0,4.0,1.0,,0.0,1.0,2.0,3.0,4.0,1.0,,,28.0,17.0,5.1,9.0,0.0156776,32.730582693217,5.0,-27.72,-2.73,,0,,0.0,0.08,-0.04,,,,1.0,,,1.0,,,,2.0,,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,
14131975,away,FC Arouca,Omar Fayed,omar-fayed,O. Fayed,D,66,189,1607,M,1393731,EUR,1057276800,D,66,66,False,34.0,28.0,7.0,2.0,0.0,16.0,18.0,12.0,16.0,6.0,,,90.0,53.0,7.2,7.0,0.014055,170.85598671855,17.0,-95.55,9.135,,0,,0.16,0.14,0.25,,Omar Fayed,,8.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,,,,,3.0,2.0,2.0,,,,,,,,,,,
14131975,away,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,23.0,21.0,4.0,2.0,0.0,17.0,19.0,4.0,4.0,1.0,,,90.0,34.0,6.3,2.0,0.00143182,63.878131194236,9.0,-7.875,7.35,,0,,0.01,0.01,-0.1,,,,,,,6.0,2.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,True,,
14131975,away,FC Arouca,Amadou Dante,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,44,44,False,28.0,20.0,6.0,2.0,0.0,11.0,12.0,9.0,16.0,2.0,,,90.0,59.0,6.8,16.0,0.147078,101.15331137707,8.0,-95.13,-1.995,,1,,0.12,0.08,-0.13,,,,4.0,,,4.0,,,,4.0,,3.0,1.0,1.0,,0.0256,2.0,0.0,1.0,4.0,2.0,,4.0,1.0,2.0,,1.0,0.136,,,,,1.0
14131975,away,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,M,11,11,False,27.0,18.0,3.0,1.0,0.0,10.0,13.0,8.0,14.0,6.0,,,90.0,59.0,6.0,22.0,0.0380117,107.62393905936,9.0,-50.61,5.775,,0,,-0.16,0.02,-0.14,,,,3.0,6.0,2.0,2.0,,,,9.0,,1.0,2.0,2.0,,,2.0,,1.0,1.0,,,5.0,2.0,2.0,,,,,,,,
14131975,away,FC Arouca,Espen Van Ee,van-ee-espen,E. v. Ee,M,22,179,72,M,1126965,EUR,1057363200,M,22,22,False,24.0,20.0,2.0,1.0,0.0,14.0,15.0,6.0,9.0,1.0,,,62.0,37.0,6.5,8.0,0.0021883,115.49703304502,15.0,-42.525,5.67,,0,,-0.01,0.07,-0.17,,,,5.0,,,,1.0,,,5.0,,,3.0,2.0,,,,,2.0,3.0,2.0,2.0,,,1.0,,,,,,,,
14131975,away,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,16.0,12.0,3.0,1.0,0.0,4.0,4.0,8.0,12.0,3.0,,,68.0,27.0,7.0,7.0,0.00800306,42.412324151363,7.0,-18.06,3.255,,2,,0.11,0.07,-0.2,,,,5.0,1.0,1.0,1.0,,,2.0,5.0,,,2.0,1.0,,0.0381,,0.55,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.2625,,1.0,,,
14131975,away,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,F,19,19,False,10.0,7.0,1.0,1.0,0.0,4.0,6.0,3.0,4.0,1.0,,,73.0,22.0,5.9,9.0,0.00150954,40.851822615306,6.0,2.205,9.345,,1,,0.02,0.03,-0.1,,,,2.0,1.0,,,1.0,4.0,1.0,8.0,1.0,,3.0,1.0,,0.1175,,-0.34,1.0,,,1.0,1.0,,1.0,,,,,,,,
14131975,away,FC Arouca,Dylan Nandín,dylan-nandin,D. Nandín,F,23,186,149,M,1510444,EUR,1014854400,F,23,23,False,17.0,12.0,1.0,,0.0,6.0,6.0,6.0,11.0,3.0,,,82.0,32.0,6.8,10.0,0.0387073,34.089844568151,5.0,-6.615,2.835,,1,,-0.08,0.17,0.21,,Dylan Alexander,Nandín Berrutti,6.0,1.0,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,3.0,2.0,,0.1355,,-0.39,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,
14131975,away,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,F,7,7,False,21.0,15.0,2.0,,0.0,1.0,3.0,14.0,18.0,2.0,,,90.0,31.0,6.7,9.0,0.4229,97.836466962086,12.0,-35.49,9.87,,4,,0.29,0.19,-0.07,,,,2.0,2.0,2.0,,,,,2.0,1.0,,1.0,1.0,,0.2692,1.0,-0.42,1.0,,,,2.0,1.0,,3.0,,,,,,,
14131975,away,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,True,14.0,12.0,5.0,3.0,0.0,10.0,10.0,2.0,4.0,3.0,,,28.0,21.0,6.7,4.0,0.00101707,28.117818518595,3.0,10.395,10.185,,0,,0.02,-0.01,-0.07,,,,3.0,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,
14131975,away,FC Arouca,Hyun-ju Lee,hyun-ju-lee,H. Lee,M,14,172,709,M,1191120,EUR,1044576000,M,14,14,True,8.0,8.0,,,0.0,4.0,4.0,4.0,4.0,2.0,,,17.0,15.0,6.3,4.0,0.00139652,49.678052821699,4.0,-44.625,-5.25,,0,,-0.02,0.04,-0.09,,,,2.0,2.0,1.0,,,,,6.0,,,,1.0,,,,,1.0,,,1.0,,,3.0,,,,,,,,
14131975,away,FC Arouca,Ivan Barbero,ivan-barbero,I. Barbero,F,17,187,128,M,913728,EUR,903312000,F,17,17,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,8.0,7.0,6.5,2.0,0.00024602,7.0666841587834,1.0,-6.195,-6.195,,0,,-0.03,-0.02,0.0,,,,2.0,,,,,3.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,
14131975,away,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,Arnau Solà,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,Matías Rocha,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,Brian Mansilla,brian-mansilla,B. Mansilla,M,24,176,145,M,1116649,EUR,1021334400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Brian Mansilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131975,away,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
