match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,stat_lastManTackle,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed
12765045,home,FC St. Gallen 1879,Lawrence Ati,,,lawrence-ati,L. A. Zigi,G,1,188,1745,M,791092,EUR,849225600,G,1,1,False,43.0,37.0,12.0,6.0,0.0,32.0,33.0,5.0,10.0,10.0,7.0,11.0,90.0,60.0,8.3,6.0,0.002209,0,-0.0261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Hugo Vandermersch,,,hugo-vandermersch,H. Vandermersch,D,28,180,66,M,988250,EUR,925862400,D,28,28,False,21.0,14.0,2.0,1.0,1.0,8.0,9.0,7.0,14.0,6.0,,,90.0,49.0,6.9,13.0,0.17188,1,,2.0,1.0,1.0,7.0,7.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0236,2.0,,,,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Stephan Ambrosius,,,stephan-ambrosius,S. Ambrosius,D,5,182,354,M,886130,EUR,913939200,D,5,5,False,13.0,9.0,1.0,,0.0,8.0,11.0,1.0,2.0,2.0,,,26.0,20.0,6.8,4.0,0.0551928,0,,,,1.0,2.0,1.0,1.0,,,,,4.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Jozo Stanić,,,jozo-stanic,J. Stanić,D,4,184,154,M,869708,EUR,923356800,D,4,4,False,57.0,48.0,10.0,5.0,0.0,39.0,40.0,9.0,17.0,6.0,,,90.0,71.0,6.4,11.0,0.00584401,1,,,,3.0,5.0,4.0,,1.0,,,,5.0,2.0,,,1.0,2.0,1.0,0.0074,,2.0,1.0,2.0,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Noah Yannick,Yannick Noah,,yannick-noah,Y. Noah,D,14,180,60,M,1430464,EUR,1078963200,D,14,14,False,19.0,10.0,3.0,1.0,0.0,7.0,10.0,3.0,10.0,1.0,,,90.0,42.0,5.9,15.0,0.00532623,0,,1.0,,2.0,5.0,2.0,,,1.0,,,3.0,2.0,1.0,1.0,3.0,,2.0,,,1.0,,1.0,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Lukas Görtler,,,lukas-gortler,L. Görtler,M,16,186,114,M,174243,EUR,771638400,M,16,16,False,36.0,29.0,9.0,4.0,0.0,14.0,16.0,15.0,20.0,7.0,,,84.0,47.0,7.4,7.0,0.047527,2,,,,,4.0,2.0,3.0,,,,,1.0,3.0,1.0,1.0,,,1.0,0.1619,,1.0,1.0,1.0,True,1.0,1.0,0.2344,,,,,,,
12765045,home,FC St. Gallen 1879,Jordi Quintillà,,,jordi-quintilla,J. Quintillà,M,8,181,73,M,254725,EUR,751507200,M,8,8,False,47.0,42.0,4.0,2.0,1.0,20.0,20.0,22.0,27.0,6.0,,,90.0,49.0,6.7,6.0,0.0894737,0,,,,,2.0,,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Kevin Csoboth,,,csoboth-kevin,K. Csoboth,M,17,174,1001,M,879542,EUR,961459200,M,77,77,False,11.0,6.0,1.0,,0.0,3.0,8.0,3.0,3.0,4.0,,,64.0,18.0,6.5,6.0,0.00786567,1,,,,1.0,2.0,3.0,,1.0,,,,1.0,,2.0,1.0,,1.0,,0.0471,,,,,,1.0,,0.0188,,,,,,,
12765045,home,FC St. Gallen 1879,Bastien Toma,,,bastien-toma,B. Toma,M,24,172,106,M,825858,EUR,930182400,M,24,24,False,36.0,28.0,5.0,3.0,0.0,11.0,12.0,18.0,26.0,4.0,,,90.0,45.0,6.7,10.0,0.0526854,0,,2.0,1.0,1.0,1.0,3.0,,,,,,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,
12765045,home,FC St. Gallen 1879,Felix Mambimbi,,,felix-mambimbi,F. K. Mambimbi,F,10,170,317,M,910076,EUR,979776000,F,18,18,False,10.0,7.0,,,0.0,5.0,5.0,2.0,5.0,2.0,,,64.0,23.0,6.9,10.0,0.00742332,3,,,,1.0,4.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,6.0,1.0,1.0,0.2794,,,,,,2.0,1.0,0.6309,,,,,,,
