match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,captain,stat_outfielderBlock,stat_fouls,stat_interceptionWon,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wonTackle,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot,stat_penaltyWon,stat_goals,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
12476432,home,Lincoln City,Freddie Draper,freddie-draper,F. Draper,F,34,178.0,89,M,1098061,EUR,1076630400,F,34,34,False,23.0,9.0,1.0,,0.0,5.0,8.0,4.0,18.0,5.0,7.0,1.0,2.0,,,,,,90.0,48.0,6.1,22.0,4,3.0,4.0,12.0,2.0,,2.0,1.0,1.0,,,2.0,,,1.0,,,Freddie Draper,,3.0,2.0,1.0,,,,1.0,,,,,,
12476432,home,Lincoln City,Adam Jackson,adam-jackson,A. Jackson,D,5,187.0,17,M,138538,EUR,769219200,D,5,5,True,32.0,22.0,8.0,2.0,0.0,18.0,20.0,4.0,12.0,6.0,6.0,3.0,2.0,,,,,,45.0,37.0,6.3,10.0,1,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,home,Lincoln City,Tom Bayliss,tom-bayliss,T. Bayliss,M,8,183.0,32,M,890092,EUR,923356800,M,8,8,True,13.0,11.0,2.0,1.0,0.0,6.0,7.0,6.0,8.0,,1.0,1.0,4.0,,,,,,45.0,19.0,6.3,4.0,0,2.0,2.0,3.0,,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,
12476432,home,Lincoln City,Dylan Duffy,dylan-duffy,D. Duffy,M,11,189.0,63,M,1068781,EUR,1038441600,M,17,17,True,19.0,16.0,3.0,2.0,0.0,7.0,8.0,10.0,15.0,,2.0,1.0,1.0,,,,,,25.0,32.0,6.9,8.0,0,4.0,1.0,3.0,,,,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,2.0,,,,,,,,,
12476432,home,Lincoln City,Ben House,ben-house,B. House,F,18,175.0,43,M,920691,EUR,931132800,F,18,18,True,5.0,2.0,,,0.0,2.0,3.0,,2.0,3.0,4.0,,1.0,,,,,,24.0,9.0,7.1,3.0,1,,1.0,3.0,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,
12476432,home,Lincoln City,Jovon Makama,jovon-makama,J. Makama,F,24,184.0,1169,M,1133296,EUR,1075593600,F,27,27,True,4.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,3.0,,,,,,11.0,11.0,7.3,4.0,2,1.0,,2.0,,1.0,1.0,,,,,,,,2.0,,,Jovon Makama,,,,1.0,,,,,,,1.0,,,
12476432,home,Lincoln City,George Wickens,george-wickens,G. Wickens,G,1,195.0,51,M,991599,EUR,1005177600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,home,Lincoln City,Tendayi Darikwa,tendayi-darikwa,T. Darikwa,D,2,188.0,102,M,124697,EUR,692582400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,home,Lincoln City,Sean Roughan,sean-roughan,S. Roughan,D,23,175.0,113,M,1064269,EUR,1062288000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Sean Roughan,,,,,,,,,,,,,,
12476432,home,Lincoln City,Zane Okoro,zane-okoro,Z. Okoro,F,36,,40,M,1806991,EUR,1190592000,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Zane Okoro,,,,,,,,,,,,,,
12476432,away,Harrogate Town,James Belshaw,james-belshaw,J. Belshaw,G,31,191.0,24,M,47310,EUR,653270400,G,31,31,False,26.0,7.0,23.0,4.0,0.0,3.0,3.0,4.0,23.0,1.0,1.0,,5.0,1.0,2.0,2.0,1.0,1.0,90.0,31.0,6.9,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
12476432,away,Harrogate Town,Toby Sims,toby-sims,T. Sims,D,4,185.0,12,M,1191069,EUR,876873600,D,14,14,False,21.0,14.0,5.0,1.0,0.0,11.0,13.0,3.0,10.0,4.0,10.0,10.0,,,,,,,90.0,70.0,7.7,19.0,1,2.0,7.0,8.0,,1.0,,4.0,2.0,,4.0,1.0,5.0,,,,,Toby Sims,,,,,2.0,,,,,,,,1.0,
12476432,away,Harrogate Town,Anthony O'Connor,anthony-oconnor,A. O'Connor,D,15,188.0,27,M,137715,EUR,719971200,D,15,15,False,30.0,20.0,4.0,,0.0,18.0,22.0,2.0,8.0,4.0,6.0,10.0,1.0,,,,,,90.0,50.0,7.3,12.0,0,,,,,,,2.0,,,2.0,,4.0,,,,,,,,,1.0,,,,,,,,,,
12476432,away,Harrogate Town,Matthew Foulds,matthew-foulds,M. Foulds,D,14,178.0,11,M,808710,EUR,887673600,D,3,3,False,21.0,10.0,10.0,1.0,0.0,6.0,9.0,4.0,12.0,2.0,3.0,6.0,3.0,,,,,,90.0,37.0,6.6,17.0,0,,2.0,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Zico Asare,zico-asare,Z. Asare,D,2,176.0,9,M,991549,EUR,986947200,M,2,2,False,17.0,5.0,3.0,,0.0,4.0,11.0,1.0,7.0,6.0,9.0,1.0,6.0,,,,,,90.0,31.0,6.5,18.0,0,1.0,4.0,8.0,,,,2.0,,,1.0,1.0,1.0,,2.0,1.0,,,,2.0,,1.0,2.0,,,,,,,,,
12476432,away,Harrogate Town,Warren Burrell,warren-burrell,W. Burrell,D,6,185.0,7,M,36776,EUR,644371200,M,6,6,False,23.0,10.0,5.0,,0.0,5.0,9.0,5.0,14.0,2.0,11.0,5.0,3.0,,,,,,90.0,43.0,7.5,14.0,0,,4.0,6.0,1.0,,,7.0,1.0,True,,1.0,2.0,,1.0,1.0,,,,,,1.0,6.0,,,,,,,,,
12476432,away,Harrogate Town,Levi Sutton,levi-sutton,L. Sutton,M,17,180.0,10,M,603928,EUR,827625600,M,17,17,False,25.0,13.0,5.0,1.0,0.0,10.0,13.0,3.0,12.0,2.0,4.0,3.0,5.0,,,,,,90.0,34.0,6.5,13.0,0,,1.0,4.0,,,,1.0,,,,3.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
12476432,away,Harrogate Town,Ellis Taylor,ellis-taylor,E. Taylor,M,21,182.0,52,M,1082900,EUR,1050278400,M,21,21,False,24.0,16.0,7.0,2.0,1.0,5.0,6.0,13.0,24.0,1.0,10.0,1.0,3.0,,,,,,90.0,51.0,7.9,13.0,1,6.0,5.0,6.0,1.0,,,4.0,2.0,,,,3.0,2.0,3.0,3.0,3.0,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,
12476432,away,Harrogate Town,Matty Daly,matty-daly,M. Daly,M,28,176.0,32,M,978180,EUR,984182400,F,10,10,False,23.0,15.0,2.0,,0.0,4.0,5.0,13.0,20.0,4.0,7.0,1.0,6.0,,,,,,90.0,43.0,7.1,15.0,2,2.0,5.0,8.0,,1.0,1.0,,2.0,,,,1.0,2.0,1.0,1.0,1.0,,,3.0,,4.0,,,1.0,,,,,,,
12476432,away,Harrogate Town,Sam Folarin,sam-folarin,S. Folarin,F,17,,28,M,1007057,EUR,969667200,F,12,12,False,7.0,5.0,,,0.0,3.0,3.0,3.0,5.0,,5.0,1.0,4.0,,,,,,79.0,22.0,7.1,7.0,2,1.0,2.0,5.0,,1.0,,,2.0,,,1.0,1.0,1.0,5.0,3.0,1.0,,,,1.0,3.0,,,,1.0,,,1.0,,,2.0
12476432,away,Harrogate Town,James Daly,james-daly,J. Daly,M,11,178.0,24,M,931250,EUR,947635200,F,11,11,False,11.0,4.0,,,0.0,,1.0,5.0,14.0,3.0,8.0,5.0,,,,,,,90.0,36.0,8.1,13.0,3,4.0,11.0,11.0,,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,,1.0,,,,1.0,,,1.0
12476432,away,Harrogate Town,Jack Muldoon,jack-muldoon,J. Muldoon,F,18,178.0,29,M,582958,EUR,611539200,F,18,18,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,1.0,,2.0,,,,,,11.0,4.0,6.5,,0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Mark Oxley,mark-oxley,M. Oxley,G,1,180.0,10,M,32017,EUR,644284800,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,James Moorby,james-moorby,J. Moorby,D,,180.0,1,M,1893585,EUR,1139270400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Stephen Duke-McKenna,stephen-duke-mckenna,S. Duke-McKenna,M,11,170.0,57,M,914881,EUR,966470400,M,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Josh Falkingham,josh-falkingham,J. Falkingham,M,44,176.0,2,M,73619,EUR,651542400,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Dean Cornelius,dean-cornelius,D. Cornelius,M,8,176.0,14,M,944180,EUR,986947200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Josh March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Josh,March,,,,,,,,,,,,,
12476432,away,Harrogate Town,Jack Bray,jack-bray,J. Bray,F,32,,5,M,1909862,EUR,1172188800,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Jack Bray,,,,,,,,,,,,,,
12476432,away,Harrogate Town,Oli Robinson,oli-robinson,O. Robinson,F,,,1,M,1909863,EUR,1167868800,F,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Oli Robinson,,,,,,,,,,,,,,
