match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_errorLeadToAShot,stat_fouls,stat_onTargetScoringAttempt,stat_wonContest,stat_shotOffTarget,stat_goals,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11409190,home,Portimonense SAD,Kosuke Nakamura,kosuke-nakamura,K. Nakamura,G,23,185,357,M,155775,EUR,793843200,G,32,32,False,33.0,22.0,17.0,6.0,21.0,22.0,1.0,11.0,1.0,1.0,1.0,6.0,1.0,1.0,90.0,39.0,6.4,11.0,0.0,0.0,0.00020388,0,-0.1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409190,home,Portimonense SAD,Igor Formiga,igor-formiga,Igor Formiga,D,32,175,266,M,1009030,EUR,915753600,D,33,33,False,38.0,30.0,5.0,,15.0,20.0,16.0,23.0,,5.0,1.0,8.0,,,90.0,72.0,6.8,21.0,0.0,0.0,0.0467586,0,,,,5.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11409190,home,Portimonense SAD,Alemão,alemao,Alemão,D,43,194,174,M,1199402,EUR,1036540800,D,43,43,False,62.0,50.0,11.0,4.0,44.0,49.0,6.0,13.0,2.0,5.0,3.0,3.0,,,90.0,75.0,6.7,13.0,0.0,0.0,0.00143422,0,,Alemão,,,,7.0,,,3.0,2.0,1.0,1.0,1.0,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,
11409190,home,Portimonense SAD,Filipe Relvas,filipe-relvas,F. Relvas,D,44,192,529,M,1131931,EUR,937785600,D,22,22,False,72.0,66.0,6.0,3.0,50.0,52.0,16.0,21.0,7.0,11.0,,1.0,,,90.0,86.0,7.7,8.0,0.1477,0.0613,0.00484355,1,,,,1.0,,1.0,,,3.0,4.0,4.0,,,,1.0,,,,1.0,,,,,,,,,,,,,
11409190,home,Portimonense SAD,Gonçalo Costa,goncalo-costa,G. Costa,D,20,170,81,M,1087354,EUR,950832000,D,18,18,False,54.0,45.0,4.0,4.0,18.0,21.0,27.0,37.0,2.0,8.0,4.0,13.0,,,90.0,101.0,7.4,19.0,0.0343,0.0,0.0644444,1,,,,4.0,,4.0,1.0,3.0,1.0,5.0,3.0,2.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
11409190,home,Portimonense SAD,Maurício,mauricio,Maurício,M,27,180,163,M,33538,EUR,593395200,M,8,8,False,24.0,21.0,2.0,1.0,15.0,16.0,6.0,8.0,2.0,3.0,1.0,2.0,,,45.0,33.0,6.6,5.0,0.0192,0.0,0.00423512,1,,,,,,3.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
11409190,home,Portimonense SAD,Dener,dener,Dener,M,8,185,73,M,243167,EUR,700444800,M,13,13,False,50.0,46.0,4.0,2.0,32.0,34.0,14.0,16.0,,5.0,1.0,10.0,,,79.0,65.0,7.5,5.0,0.1455,0.635,0.046817,1,,,,,,5.0,1.0,,3.0,2.0,,,3.0,,1.0,1.0,,2.0,1.0,,,1.0,,,,,,,,,,
11409190,home,Portimonense SAD,Luan,luan,Luan,M,9,173,70,M,1199434,EUR,1016496000,M,28,28,False,3.0,2.0,,,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,,,45.0,13.0,6.6,6.0,0.1083,0.0,0.114077,1,,Luan,,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,
11409190,home,Portimonense SAD,Carlinhos,carlinhos,Carlinhos,M,11,179,118,M,244787,EUR,772243200,M,11,11,False,56.0,47.0,4.0,3.0,24.0,25.0,24.0,34.0,,7.0,,9.0,,,90.0,85.0,6.9,25.0,0.1016,0.1194,0.0544791,3,,,,3.0,1.0,8.0,2.0,5.0,,1.0,,8.0,4.0,1.0,,1.0,,2.0,1.0,2.0,2.0,,,True,,,,,,,,
11409190,home,Portimonense SAD,Hélio Varela,varela-helio,H. Varela,F,29,176,603,M,1094395,EUR,1020384000,M,77,77,False,35.0,28.0,,,10.0,11.0,18.0,27.0,1.0,8.0,,4.0,,,90.0,58.0,6.7,17.0,0.1092,0.1334,0.355111,2,,,,3.0,,11.0,1.0,6.0,,2.0,1.0,2.0,3.0,,4.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,
