match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_challengeLost,stat_fouls,captain,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceMissed
12501559,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,30,30,False,38.0,28.0,17.0,7.0,0.0,23.0,27.0,5.0,11.0,14.0,2.0,2.0,3.0,1.0,1.0,90.0,45.0,7.5,10.0,0.00102747,0,0.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501559,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,D,31,31,False,46.0,38.0,4.0,3.0,1.0,11.0,13.0,28.0,35.0,4.0,,,,,,90.0,69.0,8.0,10.0,0.365084,1,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0196,1.0,,,,,,,,,,,,,,,,,,
12501559,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,5,5,False,53.0,42.0,10.0,3.0,0.0,28.0,33.0,14.0,20.0,,,,,,,90.0,66.0,6.9,13.0,0.0118345,1,,,,5.0,4.0,1.0,,,,3.0,,1.0,1.0,1.0,0.0758,,,,4.0,1.0,1.0,1.0,2.0,0.0333,,,,,,,,,,
12501559,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,59.0,52.0,10.0,6.0,0.0,42.0,43.0,10.0,16.0,2.0,,,,,,90.0,76.0,8.5,10.0,0.00392999,1,,,,1.0,10.0,,,,,6.0,3.0,,,,0.1859,,,,1.0,8.0,1.0,2.0,2.0,0.2146,1.0,,,,,,,,,
12501559,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,229740,EUR,710294400,D,18,18,False,49.0,39.0,10.0,2.0,0.0,16.0,19.0,24.0,32.0,4.0,,,,,,89.0,62.0,7.1,12.0,0.0613598,1,,2.0,1.0,4.0,2.0,,,,,3.0,1.0,,1.0,1.0,0.0275,1.0,,,1.0,,1.0,,1.0,0.0436,,2.0,1.0,,,,,,,
12501559,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,62.0,55.0,3.0,,0.0,24.0,27.0,32.0,38.0,5.0,,,,,,90.0,82.0,7.6,11.0,0.0722067,5,,3.0,1.0,4.0,4.0,,,,1.0,1.0,,1.0,2.0,,0.3317,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0596,,,,True,1.0,2.0,,,,
12501559,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,60.0,58.0,5.0,3.0,0.0,30.0,30.0,28.0,30.0,3.0,,,,,,90.0,73.0,7.1,6.0,0.267671,0,,,,6.0,4.0,1.0,,,,3.0,,1.0,3.0,3.0,,1.0,Maximo Perrone,,2.0,1.0,,2.0,,,,,2.0,,1.0,,maxiperrone16,,,
12501559,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,80,80,False,35.0,31.0,1.0,1.0,0.0,12.0,13.0,19.0,24.0,6.0,,,,,,71.0,50.0,7.0,12.0,0.0612605,0,,2.0,,4.0,3.0,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,4.0,2.0,,,1.0,1.0,,1.0,,,,,
12501559,home,Como,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,F,19,19,False,19.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,12.0,3.0,,,,,,71.0,33.0,6.6,10.0,0.024218,2,,1.0,,4.0,1.0,3.0,1.0,,1.0,,,,,,0.1135,,,,,,,1.0,,,,1.0,,,1.0,1.0,,,,
12501559,home,Como,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,11,11,False,21.0,17.0,,,0.0,4.0,4.0,13.0,19.0,1.0,,,,,,90.0,41.0,7.6,11.0,0.0193662,1,,2.0,,9.0,7.0,2.0,1.0,,,1.0,,,2.0,1.0,0.4561,1.0,,,4.0,1.0,1.0,2.0,3.0,0.9138,,1.0,2.0,,2.0,,,1.0,,
12501559,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,F,38,38,False,20.0,19.0,,,0.0,4.0,4.0,15.0,17.0,4.0,,,,,,83.0,44.0,6.7,12.0,0.0186526,3,,1.0,,9.0,6.0,7.0,3.0,,2.0,,,,,,0.1565,,,,1.0,,1.0,4.0,3.0,0.0692,,1.0,2.0,,1.0,,,,1.0,
