match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_outfielderBlock,stat_totalContest,stat_errorLeadToAShot,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,captain,stat_totalCross,stat_wonContest,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_punches,stat_accurateCross
14083214,home,Villarreal,Luiz Júnior,Luiz Lúcio Reis Júnior,,luiz-junior,L. Júnior,G,1,192.0,2350,M,1066603,EUR,979430400,G,1,1,False,29.0,26.0,6.0,3.0,0.0,24.0,25.0,2.0,4.0,1.0,14.0,2.0,1.0,4.0,1.0,1.0,90.0,45.0,6.6,3.0,0.00051658,21.512959824195,6.0,9.975,4.725,0.2023,0,-0.4834,0.04,-0.06,0.21,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083214,home,Villarreal,Santiago Mouriño,,,santiago-mourino,S. Mouriño,D,15,186.0,2593,M,1468046,EUR,1013558400,D,15,15,False,55.0,47.0,7.0,4.0,0.0,29.0,32.0,18.0,23.0,4.0,10.0,,,,,,90.0,86.0,7.1,12.0,0.0156245,111.08666752709,14.0,12.705,9.135,,0,,0.21,0.03,-0.08,,2.0,2.0,5.0,8.0,1.0,5.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14083214,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187.0,6465,M,873189,EUR,884563200,D,8,8,False,63.0,54.0,8.0,4.0,0.0,41.0,45.0,13.0,18.0,8.0,3.0,,,,,,90.0,80.0,7.7,9.0,0.0153682,84.910853230565,10.0,33.915,14.91,,0,,0.3,0.06,0.23,,2.0,4.0,2.0,8.0,2.0,3.0,2.0,,1.0,,juanfoyth,2.0,,,,,,,,,,,,,,,,,,,,,,
14083214,home,Villarreal,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190.0,11718,M,1087359,EUR,1059436800,D,12,12,False,71.0,53.0,11.0,3.0,0.0,41.0,47.0,12.0,24.0,6.0,3.0,,,,,,90.0,85.0,6.6,19.0,0.00564673,200.09190621384,19.0,168.315,26.88,,0,,-0.11,0.12,-0.13,,,6.0,1.0,6.0,1.0,,,,,,renatoveiga95,2.0,1.0,1.0,65.435911189897,3.0,,,,,,,,,,,,,,,,,,
14083214,home,Villarreal,Alfonso Pedraza,,,alfonso-pedraza,A. Pedraza,D,24,184.0,576,M,797290,EUR,829008000,D,24,24,False,27.0,20.0,4.0,2.0,0.0,13.0,15.0,7.0,12.0,3.0,6.0,,,,,,82.0,46.0,6.8,9.0,0.00949832,158.19851581647,9.0,101.955,55.545,,0,,-0.02,0.17,-0.07,,,,6.0,3.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,,108.61528810961,2.0,3.0,,,,,,,,,,,,,,,,,
14083214,home,Villarreal,Tajon Buchanan,,,tajon-buchanan,T. Buchanan,M,17,183.0,7471,M,973290,EUR,918432000,M,17,17,False,17.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,13.0,2.0,2.0,,,,,,67.0,30.0,6.5,9.0,0.0244122,25.47321266844,3.0,7.14,8.82,,1,,-0.14,0.01,0.0,,,,5.0,2.0,,,,1.0,2.0,1.0,,,1.0,,,,1.0,2.0,1.0,0.0116,-0.06,,,,,,,,,,,,,
14083214,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187.0,1066,M,843678,EUR,844473600,M,14,14,False,45.0,34.0,2.0,2.0,0.0,17.0,20.0,17.0,25.0,,1.0,,,,,,90.0,51.0,6.8,11.0,0.0106686,139.24191295905,11.0,79.275,25.095,,1,,0.09,0.14,-0.05,,2.0,3.0,2.0,6.0,,2.0,,,1.0,,,,,,59.882694533021,3.0,,,,0.0822,-0.51,1.0,,,,,,,,,,,,
14083214,home,Villarreal,Dani Parejo,,,dani-parejo,D. Parejo,M,10,180.0,1999,M,39182,EUR,608688000,M,10,10,False,44.0,35.0,5.0,3.0,0.0,20.0,22.0,15.0,22.0,,2.0,,,,,,67.0,52.0,6.8,11.0,0.015866,77.471977691198,12.0,24.78,10.815,,0,,0.15,0.04,-0.14,,,,3.0,5.0,,3.0,1.0,,1.0,2.0,,,1.0,,,,1.0,,,,,,True,2.0,1.0,1.0,,,,,,,,
14083214,home,Villarreal,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172.0,3634,M,1012444,EUR,1064880000,M,20,20,False,25.0,21.0,2.0,1.0,1.0,7.0,8.0,14.0,17.0,1.0,2.0,,,,,,77.0,38.0,8.9,9.0,0.257401,139.12650120382,13.0,80.745,43.575,,2,,0.48,0.38,-0.02,,1.0,,3.0,4.0,,2.0,1.0,3.0,1.0,,,,2.0,,74.078055864047,2.0,1.0,,,0.2193,0.51,1.0,,,1.0,2.0,1.0,1.0,1.0,0.8389,,,,
14083214,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180.0,3785,M,345195,EUR,743385600,F,22,22,False,9.0,5.0,,,0.0,1.0,1.0,4.0,8.0,,2.0,,,,,,45.0,18.0,6.5,9.0,0.00541652,25.542027617202,3.0,12.39,8.925,,0,,-0.09,0.05,0.13,,2.0,1.0,5.0,4.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,3.0,,,,,,1.0,1.0,,,,,,,,,
