match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_aerialLost,stat_unsuccessfulTouch,stat_wonContest,stat_totalTackle,stat_wonTackle,captain,stat_wasFouled,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed
11453120,home,Al-Shabab,Seung-gyu Kim,seung-gyu-kim,S. Kim,G,81,187.0,324,M,235686,EUR,654652800,G,18,18,False,34.0,25.0,11.0,2.0,24.0,24.0,1.0,10.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,90.0,42.0,7.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453120,home,Al-Shabab,Fawaz Al-Sagour,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,28.0,26.0,,,10.0,10.0,18.0,24.0,,,2.0,2.0,,,,,90.0,47.0,7.4,7.0,1,6.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11453120,home,Al-Shabab,Iago Santos,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800,D,4,4,False,66.0,60.0,12.0,8.0,47.0,49.0,13.0,17.0,1.0,1.0,5.0,1.0,,,,,90.0,76.0,7.0,7.0,1,,,,1.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11453120,home,Al-Shabab,Romain Saïss,romain-saiss,R. Saiss,D,29,190.0,7929,M,187729,EUR,638409600,D,14,14,False,87.0,76.0,13.0,6.0,50.0,52.0,26.0,35.0,1.0,1.0,7.0,4.0,,,,,90.0,97.0,7.3,11.0,0,,,,1.0,,1.0,,,,,,,romain_saiss27,1.0,,,,,,,,,,,,,
11453120,home,Al-Shabab,Hamad Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,981158,EUR,926899200,D,2,2,False,36.0,30.0,3.0,1.0,18.0,18.0,12.0,20.0,1.0,1.0,2.0,4.0,,,,,90.0,51.0,7.0,10.0,2,2.0,,1.0,,1.0,3.0,,,,,Hamad,Al Yami,,2.0,1.0,1.0,,,,,,,,,,,
11453120,home,Al-Shabab,Carlos Junior,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800,M,13,13,False,16.0,10.0,,,4.0,6.0,6.0,10.0,,,3.0,5.0,,,,,79.0,29.0,6.4,12.0,1,,,,,,6.0,,1.0,,1.0,,,,2.0,2.0,,1.0,4.0,,,,,,,,,
11453120,home,Al-Shabab,Gustavo Cuéllar,gustavo-cuellar,G. Cuéllar,M,6,175.0,1944,M,180059,EUR,719020800,M,6,6,False,66.0,61.0,6.0,4.0,35.0,38.0,26.0,28.0,,5.0,1.0,4.0,,,,,85.0,81.0,7.3,7.0,1,,,1.0,6.0,2.0,4.0,,,,2.0,,,,2.0,1.0,,,2.0,1.0,4.0,2.0,,,,,,
11453120,home,Al-Shabab,Éver Banega,ever-banega,É. Banega,M,11,174.0,1194,M,31981,EUR,583545600,M,10,10,False,54.0,46.0,7.0,6.0,16.0,18.0,31.0,41.0,,6.0,,4.0,,,,,66.0,76.0,6.9,17.0,4,5.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,3.0,,,,,2.0,1.0,,3.0,1.0,1.0,,True,4.0,,,,
11453120,home,Al-Shabab,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,False,61.0,54.0,4.0,1.0,31.0,33.0,23.0,28.0,1.0,3.0,3.0,4.0,,,,,90.0,73.0,7.3,8.0,3,,,,1.0,1.0,2.0,,1.0,,1.0,,,,,1.0,2.0,,,,2.0,,,,,,,
11453120,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,M,23,23,False,49.0,45.0,3.0,1.0,12.0,12.0,33.0,41.0,,,1.0,5.0,,,,,88.0,69.0,6.6,18.0,0,4.0,,,,3.0,7.0,2.0,,,1.0,,,yannickferreiracarrasco,,4.0,,,4.0,,,,,,,,,
11453120,home,Al-Shabab,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,False,7.0,5.0,1.0,,3.0,3.0,2.0,4.0,,,,1.0,,,,,69.0,11.0,6.8,4.0,2,,,,,,,,1.0,,,Abdullah Radif,,,,,1.0,,2.0,,,,,,1.0,,,
