match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_fouls,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_accurateCross,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_punches,stat_hitWoodwork,stat_totalOffside
10389858,home,Auxerre,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,1,1,False,31.0,13.0,25.0,7.0,7.0,9.0,6.0,22.0,6.0,1.0,1.0,90.0,32.0,7.1,18.0,0.0,0.0,0.00232736,0,0.1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389858,home,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,45,182,2740,M,757742,EUR,853372800,D,97,97,False,27.0,16.0,5.0,1.0,6.0,10.0,10.0,18.0,10.0,,,90.0,45.0,7.4,15.0,0.2551,0.0143,0.298691,3,,,,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10389858,home,Auxerre,Jubal,jubal,Jubal,D,5,190,384,M,329195,EUR,746582400,D,4,4,False,40.0,23.0,10.0,4.0,13.0,19.0,10.0,21.0,9.0,,,90.0,56.0,7.3,17.0,0.0,0.0,0.020971,0,,,,,5.0,5.0,7.0,1.0,,,,,7.0,2.0,1.0,1.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,
10389858,home,Auxerre,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,32.0,29.0,1.0,,23.0,23.0,6.0,9.0,5.0,,,89.0,54.0,8.2,4.0,0.0457,0.0189,0.00307563,1,,,,,,3.0,5.0,,,,1.0,,6.0,3.0,3.0,1.0,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
10389858,home,Auxerre,Akim Zedadka,akim-zedadka,A. Zedadka,D,80,173,1095,M,558524,EUR,801792000,M,13,13,False,30.0,22.0,4.0,2.0,10.0,13.0,13.0,18.0,9.0,,,90.0,53.0,7.0,13.0,0.0652,0.0,0.0183894,1,,,,1.0,1.0,3.0,6.0,1.0,,1.0,,,5.0,,1.0,4.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,,,,,,
10389858,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,60,183,136,M,246507,EUR,707788800,M,12,12,False,33.0,23.0,1.0,,15.0,18.0,8.0,15.0,,,,90.0,49.0,7.0,11.0,0.0,0.0,0.00458334,0,,,,,4.0,4.0,7.0,,,,,,3.0,1.0,3.0,3.0,1.0,,,,3.0,,1.0,,,,True,,,,,,,
10389858,home,Auxerre,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175,564,M,927340,EUR,994377600,M,80,80,False,33.0,27.0,2.0,1.0,15.0,17.0,12.0,16.0,6.0,,,90.0,47.0,7.0,10.0,0.2063,0.1819,0.0131721,2,,,,,,2.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
10389858,home,Auxerre,Gideon Mensah,gideon-mensah,G. Mensah,D,14,177,2401,M,844942,EUR,900720000,M,14,14,False,9.0,6.0,1.0,,2.0,5.0,4.0,4.0,2.0,,,26.0,19.0,6.2,6.0,0.0137,0.0,0.00330329,1,,,,,,4.0,,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,
10389858,home,Auxerre,Gauthier Hein,gauthier-hein,G. Hein,M,10,170,632,M,842391,EUR,839376000,F,7,7,False,13.0,11.0,,,2.0,2.0,10.0,16.0,,,,66.0,36.0,7.2,14.0,0.1321,0.0,0.454413,2,,,,5.0,,5.0,5.0,,3.0,1.0,,1.0,1.0,,,2.0,1.0,5.0,1.0,2.0,2.0,,2.0,2.0,,1.0,,,,,,,,
10389858,home,Auxerre,Siriki Dembélé,siriki-dembele,S. Dembélé,M,23,173,221,M,886532,EUR,842054400,F,77,77,False,11.0,10.0,1.0,,2.0,2.0,8.0,9.0,4.0,,,45.0,16.0,6.6,2.0,0.0,0.0,0.14138,0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
10389858,home,Auxerre,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,19,19,False,5.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,,,,45.0,9.0,6.5,4.0,0.0,0.0,0.00255053,0,,,,,,3.0,1.0,,,,,,,,,,,2.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,
