match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_accurateLongBalls,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside
11407395,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,19.0,13.0,6.0,13.0,14.0,5.0,7.0,1.0,1.0,3.0,90.0,28.0,7.3,6.0,0.0,0.0,3.266e-05,0,0.2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407395,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,,82943,EUR,655516800,D,2,2,False,69.0,62.0,3.0,29.0,33.0,39.0,8.0,,,,90.0,81.0,7.0,11.0,0.0,0.0,0.0251732,0,,True,33.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
11407395,home,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2156,M,,151003,EUR,730080000,D,19,19,False,63.0,60.0,,34.0,37.0,26.0,4.0,,,,90.0,73.0,7.2,3.0,0.0792,0.0,0.00656241,1,,,26.0,,2.0,3.0,3.0,,,,2.0,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
11407395,home,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3375,M,,1012176,EUR,1071100800,D,42,42,False,49.0,42.0,2.0,23.0,25.0,24.0,5.0,,,,65.0,61.0,7.2,7.0,0.0,0.0,0.0120194,0,,,19.0,,1.0,1.0,5.0,,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,
11407395,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,39.0,35.0,,17.0,17.0,23.0,2.0,,,,82.0,57.0,6.0,8.0,0.3332,0.0,0.0132003,2,,,18.0,1.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,1.0,,,,,,
11407395,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,M,13,13,False,63.0,57.0,1.0,15.0,17.0,47.0,6.0,,,,90.0,77.0,7.3,8.0,0.2018,0.0,0.0586489,4,,,42.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,,1.0,,2.0,1.0,,,,,
11407395,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,65.0,63.0,6.0,24.0,25.0,40.0,7.0,,,,90.0,76.0,7.5,2.0,0.0,0.0,0.0345272,0,,,39.0,,2.0,6.0,8.0,2.0,,,3.0,,6.0,2.0,,2.0,1.0,,2.0,,,,1.0,,,,5.0,,,,,
11407395,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,M,22,22,False,43.0,37.0,2.0,19.0,20.0,28.0,4.0,,,,86.0,66.0,7.1,12.0,0.0,0.0,0.0513254,0,,,19.0,5.0,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,
11407395,home,Atalanta,Ademola Lookman,ademola-lookman,A. Lookman,F,22,174,80703,M,molalookman,824200,EUR,877305600,F,11,11,False,25.0,21.0,,4.0,4.0,23.0,,,,,65.0,32.0,6.7,8.0,0.0157,0.0,0.0510434,1,,,17.0,2.0,2.0,3.0,,,,,,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,
11407395,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,teunkoopmeiners,803033,EUR,888624000,F,7,7,False,47.0,36.0,5.0,9.0,11.0,37.0,4.0,,,,90.0,60.0,6.8,14.0,0.4067,0.0,0.0288236,3,,,27.0,1.0,1.0,4.0,3.0,1.0,,,,,2.0,2.0,1.0,1.0,,3.0,,,,,1.0,1.0,1.0,,3.0,,,,,
11407395,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14835,M,cdk,960441,EUR,984182400,F,17,17,False,24.0,18.0,,3.0,4.0,21.0,4.0,,,,82.0,42.0,7.3,13.0,0.013,0.0,0.0158629,1,,,15.0,1.0,1.0,5.0,9.0,,6.0,5.0,1.0,,,,3.0,1.0,1.0,1.0,,,,,3.0,2.0,,,,,,,,
11407395,home,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,,142148,EUR,740534400,D,23,23,True,17.0,14.0,1.0,9.0,10.0,7.0,4.0,,,,25.0,19.0,6.6,4.0,0.1278,0.0,0.00334909,1,,,5.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
