match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_goalAssist,stat_wonContest,stat_keyPass,stat_totalCross,stat_penaltyConceded,stat_accurateCross,stat_onTargetScoringAttempt,stat_dispossessed,player_firstName,player_lastName,player_sofascoreId,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyMiss,stat_penaltyWon
10388340,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,45.0,27.0,18.0,2.0,26.0,28.0,1.0,17.0,10.0,3.0,1.0,1.0,4.0,90.0,56.0,7.3,20.0,0.0,0.0,0.00026296,0,0.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,False,45.0,37.0,6.0,2.0,32.0,35.0,5.0,10.0,5.0,,,,,90.0,55.0,6.4,9.0,0.0832,0.0,0.0024845,1,,1.0,4.0,2.0,8.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,65.0,44.0,6.0,1.0,42.0,52.0,2.0,13.0,9.0,,,,,90.0,80.0,6.4,23.0,0.0444,0.0,0.00114068,1,,,2.0,3.0,5.0,1.0,,4.0,,,True,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,52.0,40.0,4.0,,29.0,34.0,11.0,18.0,5.0,,,,,90.0,67.0,6.6,15.0,0.0,0.0,0.209472,0,,6.0,1.0,9.0,5.0,1.0,,4.0,,1.0,,4.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,M,3,3,False,25.0,18.0,5.0,5.0,15.0,17.0,3.0,11.0,3.0,,,,,85.0,46.0,7.0,17.0,0.0204,0.0,0.0102521,1,,,,,3.0,,,1.0,2.0,1.0,,,1.0,,,2.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Carlos Gruezo,carlos-gruezo,C. Gruezo,M,11,172,502,M,155802,EUR,798249600,M,8,8,False,30.0,27.0,2.0,1.0,18.0,19.0,9.0,11.0,1.0,,,,,85.0,37.0,6.4,5.0,0.0,0.0,0.00926368,0,,,,3.0,2.0,,,,2.0,1.0,,,,,2.0,1.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,34.0,23.0,8.0,1.0,11.0,14.0,12.0,20.0,5.0,,,,,90.0,43.0,6.0,11.0,0.0,0.0,0.00737399,0,,,,5.0,6.0,4.0,,,,5.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Iago Borduchi,iago,I. Borduchi,D,25,181,849,M,869644,EUR,859075200,M,22,22,False,32.0,19.0,4.0,,10.0,16.0,9.0,16.0,8.0,,,,,90.0,57.0,6.7,16.0,0.0,0.0,0.0135638,0,,,,1.0,3.0,1.0,,2.0,,,,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10388340,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,F,10,10,False,21.0,17.0,1.0,1.0,7.0,8.0,11.0,16.0,,,,,,68.0,30.0,6.9,8.0,0.0716,0.1712,0.0409545,2,,,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,1.0,,,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,
10388340,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,F,24,24,False,10.0,4.0,1.0,1.0,2.0,4.0,2.0,7.0,,,,,,68.0,20.0,6.6,10.0,0.0897,0.0,0.0368567,1,,1.0,1.0,5.0,4.0,,1.0,,1.0,2.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
