match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_challengeLost,stat_interceptionWon,player_sofascoreId,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside
10389782,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,35.0,29.0,10.0,4.0,27.0,28.0,2.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,90.0,44.0,6.8,6.0,0.0,0.0,0.00090488,0,-0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,56.0,47.0,7.0,6.0,26.0,31.0,22.0,26.0,2.0,5.0,,,,,,90.0,64.0,7.2,10.0,0.0,0.0,0.0419849,0,,1.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,50.0,39.0,5.0,2.0,31.0,36.0,8.0,14.0,3.0,6.0,,,,,,90.0,63.0,7.1,13.0,0.0236,0.0,0.00406063,1,,,,4.0,5.0,6.0,8.0,3.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10389782,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,93.0,85.0,7.0,4.0,60.0,63.0,25.0,30.0,4.0,9.0,,,,,,90.0,105.0,7.5,8.0,0.1376,0.3318,0.0143564,3,,,,6.0,1.0,7.0,3.0,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,
10389782,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,M,7,7,False,35.0,24.0,6.0,3.0,15.0,18.0,9.0,19.0,1.0,6.0,,,,,,67.0,48.0,6.8,13.0,0.0,0.0,0.0125403,0,,2.0,,,1.0,1.0,4.0,,1.0,,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,
10389782,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,26,26,False,44.0,42.0,3.0,2.0,32.0,33.0,11.0,12.0,,4.0,,,,,,90.0,56.0,6.4,7.0,0.0,0.0,0.0311049,0,,1.0,1.0,1.0,1.0,6.0,3.0,,1.0,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,1.0,,,,,,,
10389782,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,M,8,8,False,52.0,46.0,3.0,3.0,29.0,33.0,17.0,20.0,,5.0,,,,,,90.0,62.0,6.6,10.0,0.0,0.0,0.0326183,0,,1.0,,,1.0,4.0,5.0,,,,1.0,2.0,,1.0,1.0,3.0,2.0,,,,,,,2.0,,sekofofana,True,,,,
10389782,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,43.0,35.0,6.0,4.0,17.0,18.0,18.0,27.0,2.0,4.0,,,,,,90.0,65.0,7.5,11.0,0.1623,0.4456,0.0578472,2,,2.0,,2.0,,6.0,2.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,,1.0,2.0,1.0,przemek.franek_,,,,,
10389782,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,F,28,28,False,27.0,18.0,2.0,,10.0,12.0,8.0,15.0,4.0,8.0,,,,,,77.0,40.0,7.3,10.0,0.3155,0.3371,0.0933226,1,,,,,,2.0,5.0,,,,1.0,4.0,1.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,
10389782,home,RC Lens,Loïs Openda,lois-openda,L. Openda,F,20,177,15661,M,835480,EUR,950659200,F,11,11,False,17.0,11.0,,,3.0,3.0,8.0,14.0,,2.0,,,,,,89.0,31.0,7.4,11.0,0.1377,0.1434,0.423426,3,,,,1.0,1.0,5.0,6.0,,,,4.0,2.0,4.0,2.0,1.0,3.0,3.0,,,,2.0,1.0,,,,l_openda,,,1.0,,
10389782,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,20,20,False,35.0,31.0,2.0,1.0,18.0,20.0,14.0,18.0,,2.0,,,,,,67.0,49.0,6.8,8.0,0.2386,0.8748,0.0663406,3,,3.0,1.0,,,5.0,4.0,,1.0,,,3.0,2.0,1.0,1.0,1.0,,,,,3.0,,,1.0,,,,,,1.0,
10389782,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,True,7.0,4.0,,,1.0,4.0,3.0,4.0,,1.0,,,,,,23.0,16.0,6.2,8.0,0.0,0.0,0.00148673,0,,1.0,,,1.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,
10389782,home,RC Lens,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,822877,EUR,897091200,M,18,18,True,8.0,7.0,,,3.0,4.0,4.0,5.0,,1.0,,,,,,23.0,17.0,6.4,5.0,0.0,0.0,0.00938849,0,,1.0,,,1.0,5.0,5.0,,2.0,2.0,,1.0,1.0,,2.0,2.0,1.0,,,,,,,1.0,,,,,,,
10389782,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,M,10,10,True,8.0,7.0,,,1.0,1.0,6.0,7.0,,1.0,,,,,,13.0,12.0,6.4,3.0,0.0,0.0,0.0326069,0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Wesley Saïd,wesley-said,W. Saïd,F,22,171,742,M,227862,EUR,798249600,F,22,22,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,1.0,2.0,,1.0,0.0,0.0,0.0005193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Jean-Louis Leca,jean-louis-leca,J. Leca,G,,180,46,M,39224,EUR,496108800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Jean Onana,jean-onana,J. Onana,M,14,189,1410,M,978301,EUR,947289600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Łukasz Poręba,lukasz-poreba,Ł. Poręba,M,8,179,654,M,942336,EUR,952905600,M,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,home,RC Lens,Remy Labeau Lascary,lascary-remy-labeau,R. L. Lascary,F,14,184,178,M,1401005,EUR,1046649600,F,36,36,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389782,away,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,1,1,False,22.0,9.0,15.0,2.0,7.0,9.0,2.0,13.0,1.0,7.0,,6.0,7.0,,,90.0,33.0,7.8,13.0,0.0,0.0,0.00150871,0,0.1327,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10389782,away,RC Strasbourg,Gerzino Nyamsi,gerzino-nyamsi,G. Nyamsi,D,5,193,756,M,901470,EUR,853891200,D,22,22,False,53.0,44.0,6.0,2.0,22.0,27.0,22.0,26.0,4.0,8.0,,,,,,90.0,71.0,7.5,12.0,0.1523,0.0905,0.0193935,2,,,,,1.0,4.0,9.0,,5.0,4.0,2.0,,3.0,1.0,,4.0,3.0,1.0,,,1.0,,,,,,,1.0,,,
10389782,away,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4730,M,289977,EUR,776390400,D,24,24,False,44.0,39.0,5.0,,32.0,32.0,8.0,13.0,2.0,2.0,,,,,,90.0,59.0,6.8,6.0,0.0,0.0,0.0392371,0,,1.0,1.0,,3.0,2.0,5.0,,,,,3.0,2.0,1.0,,,,,,,,,,,7.0,alex_djiku,True,,,,
10389782,away,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183,1100,M,1049517,EUR,1059004800,D,29,29,False,60.0,52.0,11.0,6.0,31.0,35.0,21.0,25.0,3.0,5.0,,,,,,85.0,70.0,6.6,8.0,0.0,0.0,0.0327388,0,,,,1.0,,2.0,3.0,1.0,,,,2.0,,,,1.0,1.0,,Ismael Doukoure,,,,,1.0,2.0,,,,,,
10389782,away,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178,402,M,372430,EUR,788227200,M,32,32,False,30.0,21.0,1.0,,9.0,12.0,13.0,26.0,1.0,8.0,,,,,,90.0,63.0,6.8,20.0,0.0491,0.0,0.048023,2,,8.0,1.0,1.0,1.0,5.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,2.0,3.0,,,,,,
10389782,away,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,26.0,22.0,1.0,,13.0,13.0,10.0,14.0,,1.0,,,,,,61.0,37.0,6.2,12.0,0.0,0.0,0.024833,0,,1.0,1.0,,,3.0,1.0,,,,6.0,1.0,1.0,,,2.0,,,Habib,Diarra,,,,,,,,,,,
10389782,away,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1228,M,829093,EUR,877910400,M,27,27,False,19.0,16.0,4.0,3.0,4.0,4.0,12.0,15.0,,2.0,,,,,,61.0,31.0,6.7,5.0,0.0,0.0,0.0528777,0,,,,1.0,,6.0,3.0,,1.0,1.0,1.0,1.0,4.0,,,2.0,1.0,,,,,,,,1.0,,,,,,
10389782,away,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186,579,M,186017,EUR,798336000,M,77,77,False,32.0,26.0,2.0,2.0,11.0,12.0,15.0,22.0,1.0,7.0,,,,,,90.0,51.0,6.9,10.0,0.0,0.0,0.0281843,0,,2.0,,1.0,,2.0,4.0,,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,,,,,1.0,,,,,,
10389782,away,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,250133,EUR,777168000,F,8,8,False,35.0,27.0,3.0,1.0,7.0,7.0,20.0,28.0,,12.0,,,,,,85.0,54.0,7.0,14.0,0.2029,0.0,0.175841,3,,,,1.0,,10.0,7.0,,4.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,4.0,1.0,,,,,,
