match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_interceptionWon,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_lastManTackle,stat_totalOffside
12501558,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,41.0,35.0,14.0,8.0,0.0,31.0,34.0,4.0,7.0,1.0,1.0,1.0,11.0,3.0,6.0,90.0,54.0,7.7,6.0,0.00352481,0,0.8683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501558,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,56.0,50.0,7.0,3.0,0.0,30.0,31.0,21.0,28.0,2.0,6.0,2.0,3.0,,,90.0,66.0,6.7,9.0,0.0317939,0,,True,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12501558,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,False,16.0,12.0,4.0,2.0,0.0,10.0,10.0,2.0,6.0,2.0,2.0,5.0,2.0,,,45.0,30.0,7.1,4.0,0.00054153,0,,,,,1.0,5.0,,,3.0,3.0,,,aussenrist15,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12501558,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,51.0,46.0,8.0,4.0,0.0,35.0,37.0,11.0,14.0,,1.0,2.0,2.0,,,90.0,62.0,7.1,6.0,0.00524334,2,,,,,1.0,5.0,1.0,,2.0,2.0,,,evanndicka,,,,,,1.0,1.0,1.0,2.0,0.0606,0.1118,,,,,,,,
12501558,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,22.0,18.0,1.0,1.0,0.0,11.0,11.0,8.0,13.0,1.0,4.0,2.0,1.0,,,72.0,43.0,6.8,11.0,0.0162231,0,,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,,,,,,,
12501558,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,44.0,40.0,4.0,4.0,0.0,21.0,21.0,19.0,23.0,,5.0,2.0,9.0,,,90.0,60.0,7.3,7.0,0.0190433,0,,,,,2.0,9.0,3.0,1.0,4.0,2.0,,1.0,,2.0,1.0,2.0,,,,,1.0,2.0,,,2.0,,,,,,,
12501558,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,36.0,28.0,4.0,,0.0,12.0,14.0,16.0,22.0,1.0,5.0,,6.0,,,61.0,45.0,5.9,11.0,0.0116541,2,,,,,1.0,2.0,1.0,2.0,,,1.0,,,,,1.0,,,,,1.0,1.0,0.2373,,,1.0,2.0,,,,,
12501558,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,28.0,20.0,4.0,,0.0,14.0,16.0,8.0,14.0,,6.0,3.0,1.0,,,90.0,49.0,6.6,12.0,0.0310377,1,,,2.0,2.0,,3.0,1.0,,3.0,3.0,2.0,1.0,,3.0,,1.0,,,,,1.0,,0.024,,1.0,,1.0,,,,,
12501558,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,24.0,19.0,1.0,,0.0,8.0,11.0,14.0,21.0,1.0,6.0,3.0,2.0,,,90.0,50.0,6.6,19.0,0.0901259,0,,,8.0,3.0,,,1.0,1.0,,,,2.0,matiassoule11,3.0,,1.0,,,,,4.0,,,,,,,1.0,,,,
12501558,home,Roma,Stephan El Shaarawy,stephan-el-shaarawy,S. El Shaarawy,F,22,178,5712,M,45925,EUR,720144000,F,92,92,False,22.0,19.0,1.0,,0.0,2.0,3.0,17.0,21.0,,1.0,1.0,3.0,,,61.0,34.0,7.1,5.0,0.0651788,4,,,2.0,,,4.0,,,2.0,1.0,1.0,,stewel92,1.0,1.0,1.0,,,2.0,1.0,,1.0,0.1488,0.042,,1.0,1.0,,1.0,,,
