match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_totalOffside,stat_shotOffTarget,stat_hitWoodwork,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_punches,stat_outfielderBlock,stat_clearanceOffLine
13473408,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195.0,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,23.0,16.0,9.0,2.0,0.0,15.0,15.0,1.0,8.0,1.0,10.0,1.0,1.0,2.0,90.0,28.0,7.0,7.0,8.964e-05,0,0.2972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473408,home,Flamengo,Guillermo Varela,guillermo-varela,G. Varela,D,2,171.0,7450,M,,311456,EUR,732931200,D,2,2,False,41.0,35.0,2.0,2.0,0.0,13.0,15.0,22.0,26.0,1.0,1.0,,,,90.0,53.0,7.0,10.0,0.018737,0,,,,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13473408,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185.0,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,86.0,83.0,12.0,11.0,0.0,45.0,46.0,38.0,40.0,2.0,2.0,,,,90.0,92.0,7.6,4.0,0.0275908,1,,,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,0.0244,,,,,,,,,,,,,,,,,
13473408,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189.0,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,88.0,84.0,5.0,2.0,0.0,42.0,43.0,42.0,45.0,2.0,3.0,,,,90.0,98.0,7.0,9.0,0.0214026,0,,,,2.0,1.0,1.0,3.0,3.0,1.0,,2.0,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,
13473408,home,Flamengo,Alex Sandro,alex-sandro,A. Sandro,D,26,181.0,13338,M,alxsndro12,84854,EUR,664848000,D,26,26,False,66.0,60.0,4.0,2.0,0.0,19.0,21.0,41.0,45.0,4.0,,,,,90.0,91.0,7.3,8.0,0.102953,1,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,1.0,,0.0903,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
13473408,home,Flamengo,Erick Pulgar,erick-pulgar,E. Pulgar,M,5,186.0,12411,M,erick05,590262,EUR,758592000,M,5,5,False,34.0,31.0,2.0,2.0,0.0,5.0,6.0,26.0,28.0,,2.0,,,,39.0,39.0,7.2,3.0,0.0171804,1,,,,,,,,1.0,,2.0,1.0,,1.0,,1.0,,0.0123,,,,,,,,,,,,,,,,,
13473408,home,Flamengo,Allan,allan,Allan,M,29,172.0,5267,M,,828839,EUR,857347200,M,29,29,False,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,1.0,,,,,15.0,8.0,6.5,1.0,0.0516675,0,,,,,,,2.0,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,
13473408,home,Flamengo,Gerson,gerson,Gerson,M,11,185.0,29672,M,gerson_santos,611876,EUR,864086400,M,8,8,False,55.0,54.0,4.0,4.0,0.0,14.0,14.0,40.0,41.0,,6.0,,,,87.0,69.0,6.9,5.0,0.0559717,1,,,,,,,6.0,5.0,1.0,1.0,,,,,,2.0,0.0212,2.0,,1.0,3.0,,True,3.0,2.0,,,,,,,,,
13473408,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173.0,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,10,10,False,41.0,35.0,1.0,,0.0,4.0,4.0,31.0,37.0,,1.0,,,,81.0,65.0,7.2,20.0,0.191587,5,,,,10.0,,,2.0,3.0,1.0,,1.0,,1.0,,,,0.6738,,3.0,2.0,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,0.5584,,,,
13473408,home,Flamengo,Michael,michael,Michael,M,96,166.0,9025,M,Michael19,878084,EUR,826588800,M,30,30,False,25.0,21.0,1.0,,1.0,3.0,3.0,18.0,22.0,,3.0,,,,81.0,43.0,8.0,12.0,0.386903,0,,,,4.0,1.0,,1.0,5.0,,,2.0,,,,1.0,,,,5.0,,,4.0,,3.0,3.0,2.0,,,,,2.0,,,
