match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_shotOffTarget,player_firstName,player_lastName,stat_dispossessed,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10385075,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,51.0,37.0,29.0,15.0,33.0,39.0,4.0,12.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,57.0,7.2,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385075,home,SC Heerenveen,Milan van Ewijk,milan-van-ewijk,M. v. Ewijk,D,27,175,699,M,948723,EUR,968371200,D,27,27,False,31.0,28.0,2.0,,11.0,11.0,19.0,24.0,,4.0,3.0,5.0,,,,90.0,54.0,7.3,7.0,1,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,
10385075,home,SC Heerenveen,Sven van Beek,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,82.0,74.0,8.0,4.0,49.0,51.0,25.0,31.0,2.0,3.0,5.0,5.0,,,,90.0,96.0,7.4,9.0,0,,,2.0,3.0,,,,2.0,1.0,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,,
10385075,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,59.0,46.0,2.0,1.0,34.0,42.0,12.0,17.0,5.0,6.0,6.0,3.0,,,,90.0,71.0,7.3,13.0,1,,,2.0,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
10385075,home,SC Heerenveen,Joost van Aken,joost-van-aken,J. v. Aken,D,,194,26,,339335,EUR,768787200,D,3,3,False,74.0,62.0,8.0,4.0,45.0,50.0,17.0,24.0,4.0,6.0,5.0,7.0,,,,90.0,88.0,7.2,13.0,0,,,2.0,5.0,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,,1.0,2.0,,,,,,
10385075,home,SC Heerenveen,Rami Kaib,rami-kaib,R. Kaib,M,24,178,374,M,834724,EUR,863049600,D,13,13,False,31.0,17.0,2.0,,6.0,14.0,11.0,21.0,1.0,4.0,1.0,5.0,,,,78.0,66.0,6.7,25.0,1,4.0,,,4.0,3.0,1.0,,2.0,2.0,5.0,,,,,,1.0,1.0,,,,2.0,,,,,,
10385075,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,False,42.0,39.0,2.0,1.0,24.0,26.0,15.0,17.0,,4.0,,7.0,,,,90.0,61.0,6.9,9.0,0,1.0,,,3.0,3.0,2.0,,4.0,1.0,2.0,1.0,,,,2.0,1.0,,,,2.0,,,,,,,
10385075,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,66.0,53.0,7.0,3.0,23.0,26.0,30.0,47.0,1.0,3.0,2.0,7.0,,,,86.0,82.0,6.9,22.0,2,7.0,,1.0,3.0,1.0,,2.0,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,thomhaye,,,,,
10385075,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,M,7,7,False,34.0,27.0,2.0,,11.0,13.0,16.0,24.0,,4.0,1.0,8.0,,,,90.0,49.0,7.1,13.0,2,3.0,,,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,1.0,,,1.0,,,1.0,,,,
10385075,home,SC Heerenveen,Sydney van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,703,M,943595,EUR,949795200,F,17,17,False,23.0,18.0,,,2.0,3.0,16.0,20.0,5.0,6.0,2.0,2.0,,,,90.0,34.0,6.9,9.0,3,,,5.0,8.0,,,1.0,,,3.0,1.0,1.0,,1.0,,,1.0,Sydney,van Hooijdonk,1.0,1.0,,1.0,,,,
