match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_wasFouled,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_errorLeadToAShot
12117280,home,Red Bull Bragantino,Cleiton,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,True,32.0,13.0,25.0,6.0,0.0,8.0,9.0,5.0,23.0,1.0,8.0,2.0,3.0,2.0,2.0,90.0,42.0,6.7,19.0,0.00626943,0,-0.0394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Jadsom,jadsom,Jadsom,M,25,176,193,M,964127,EUR,990316800,D,5,5,False,,29.0,20.0,7.0,4.0,0.0,12.0,18.0,8.0,12.0,2.0,5.0,,,,,90.0,53.0,7.1,16.0,0.00895,1,,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0072,,,,,,,,,,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Pedro Henrique,pedro-henrique,P. Henrique,D,14,188,417,M,551774,EUR,812592000,D,14,14,False,,28.0,21.0,11.0,5.0,0.0,16.0,20.0,5.0,8.0,6.0,2.0,,,,,90.0,43.0,7.3,7.0,0.00121875,0,,,4.0,2.0,4.0,6.0,,,,2.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Eduardo Santos,eduardo-santos,Eduardo,D,3,196,161,M,925189,EUR,880675200,D,3,3,False,,30.0,27.0,4.0,2.0,0.0,20.0,21.0,7.0,9.0,7.0,2.0,,,,,90.0,44.0,7.0,5.0,0.00221849,1,,,1.0,2.0,3.0,4.0,,1.0,,1.0,1.0,1.0,1.0,2.0,0.0298,,,,,,1.0,1.0,2.0,,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Juninho Capixaba,juninho-capixaba,J. Capixaba,D,29,176,909,M,870556,EUR,868147200,D,29,29,False,,24.0,15.0,2.0,1.0,0.0,10.0,12.0,5.0,14.0,2.0,4.0,,,,,76.0,49.0,6.8,16.0,0.00604536,0,,2.0,1.0,1.0,5.0,4.0,1.0,,,,3.0,2.0,2.0,2.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Matheus Fernandes,matheus-fernandes,M. Fernandes,M,35,183,759,M,840150,EUR,899164800,M,35,35,False,,18.0,14.0,3.0,1.0,0.0,6.0,8.0,8.0,10.0,1.0,4.0,,,,,61.0,30.0,6.9,7.0,0.00286058,1,,,,,1.0,2.0,,1.0,,1.0,2.0,2.0,2.0,,0.0404,,,,,,,,2.0,1.0,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,331397,EUR,799718400,M,8,8,False,,28.0,23.0,6.0,3.0,0.0,9.0,9.0,14.0,19.0,2.0,7.0,,,,,90.0,42.0,6.9,8.0,0.0247642,1,,,,,4.0,6.0,1.0,,,,1.0,1.0,,2.0,0.0231,3.0,,1.0,,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,
12117280,home,Red Bull Bragantino,Vitinho,vitinho,Vitinho,M,28,181,1064,M,982405,EUR,922924800,M,28,28,False,,18.0,15.0,1.0,1.0,0.0,3.0,4.0,13.0,21.0,1.0,,,,,,90.0,38.0,6.4,14.0,0.0991786,0,,7.0,4.0,2.0,9.0,5.0,2.0,,,,1.0,,,,,3.0,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,,
12117280,home,Red Bull Bragantino,Gustavo Neves,gustavo-neves,G. Neves,M,22,176,308,M,1463904,EUR,1082678400,M,22,22,False,,11.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,9.0,1.0,1.0,,,,,61.0,22.0,6.5,5.0,0.00775035,0,,,2.0,,6.0,2.0,2.0,,,,,,,,,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,
12117280,home,Red Bull Bragantino,Jhon Jhon,jhon-jhon,Jhon Jhon,M,10,178,2841,M,1167069,EUR,1031529600,M,6,6,False,,10.0,8.0,3.0,3.0,0.0,5.0,5.0,3.0,5.0,,3.0,,,,,61.0,23.0,6.4,6.0,0.00431907,1,,,2.0,,10.0,4.0,2.0,,,,,1.0,,3.0,0.0275,3.0,,,Jhon Jhon,,2.0,,1.0,1.0,,,1.0,0.0656,,,,,,,
