match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_blockedScoringAttempt,stat_lastManTackle,stat_penaltyWon,stat_keyPass,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_penaltyConceded,player_sofascoreId
12624366,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,True,29.0,18.0,19.0,8.0,0.0,15.0,16.0,3.0,13.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,3.0,4.0,2.0,2.0,90.0,47.0,6.6,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624366,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800,D,29,29,False,,27.0,25.0,3.0,1.0,0.0,17.0,17.0,8.0,10.0,3.0,,,7.0,4.0,,,,,,,87.0,50.0,6.8,5.0,0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624366,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,D,21,21,False,,54.0,52.0,5.0,4.0,0.0,41.0,42.0,11.0,12.0,6.0,,,6.0,4.0,,,,,,,90.0,72.0,6.9,4.0,0,1.0,1.0,,1.0,5.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12624366,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000,D,5,5,False,,53.0,43.0,12.0,6.0,0.0,31.0,31.0,12.0,22.0,3.0,1.0,1.0,5.0,4.0,,,,,,,90.0,68.0,7.2,11.0,2,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,
12624366,home,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,D,50,50,False,,25.0,21.0,2.0,1.0,0.0,9.0,11.0,12.0,14.0,5.0,,,,2.0,,,,,,,73.0,37.0,6.5,7.0,0,1.0,2.0,1.0,,3.0,2.0,3.0,1.0,1.0,Nawaf Al-Hawsawi,,,,,,,1.0,,,,,,,,,,,,,
12624366,home,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,M,17,17,False,,24.0,22.0,1.0,1.0,0.0,7.0,8.0,15.0,22.0,4.0,4.0,1.0,,4.0,,,,,,,90.0,46.0,6.9,15.0,2,,4.0,,,1.0,1.0,1.0,2.0,,,,,,,,,2.0,6.0,1.0,2.0,1.0,2.0,,,,,,,,
12624366,home,Al-Riyadh,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,False,,33.0,32.0,1.0,,0.0,18.0,18.0,14.0,16.0,3.0,1.0,1.0,1.0,2.0,,,,,,,73.0,42.0,6.7,3.0,0,,1.0,,,2.0,1.0,,,1.0,Saud Zidan,,,1.0,,,,,1.0,,,,,,,,,,,,
12624366,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,,46.0,41.0,3.0,1.0,0.0,21.0,21.0,21.0,29.0,5.0,,,,6.0,,,,,,,90.0,58.0,6.9,9.0,0,,4.0,,,1.0,1.0,,4.0,2.0,,,1.0,,,,,3.0,4.0,1.0,,,,1.0,,,,,,,
12624366,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,M,11,11,False,,33.0,25.0,1.0,,0.0,9.0,14.0,16.0,19.0,6.0,2.0,1.0,1.0,3.0,,,,,,,90.0,45.0,6.7,10.0,1,,6.0,,,3.0,3.0,,2.0,2.0,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,
12624366,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,F,43,43,False,,30.0,27.0,,,0.0,11.0,12.0,16.0,18.0,3.0,2.0,1.0,,3.0,,,,,,,90.0,46.0,7.2,10.0,4,,8.0,2.0,,,,3.0,2.0,1.0,,,2.0,,1.0,,,1.0,,2.0,2.0,,1.0,,1.0,1.0,,,,,
