match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_shotOffTarget,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork
10352168,home,FV Engers,Safet Husic,Safet,Husic,safet-husic,S. Husic,G,1,188.0,0,M,943358,EUR,904953600,G,1,1,False,33.0,24.0,12.0,4.0,22.0,26.0,2.0,7.0,1.0,1.0,1.0,18.0,3.0,3.0,7.0,1.0,90.0,53.0,6.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10352168,home,FV Engers,Christopher Freisberg,Christopher,Freisberg,christopher-freisberg,C. Freisberg,D,7,185.0,0,M,801783,EUR,571017600,D,7,7,False,21.0,11.0,9.0,4.0,8.0,11.0,3.0,10.0,2.0,,2.0,4.0,,,,,71.0,37.0,6.0,15.0,0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10352168,home,FV Engers,Lukas Klappert,,,lukas-klappert,L. Klappert,D,,183.0,1,,138207,EUR,698630400,D,4,4,False,44.0,38.0,12.0,6.0,34.0,35.0,4.0,10.0,6.0,1.0,3.0,2.0,,,,,90.0,59.0,6.0,8.0,1,5.0,5.0,3.0,4.0,2.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10352168,home,FV Engers,Thilo Kraemer,Thilo,Kraemer,thilo-kraemer,T. Kraemer,D,5,,0,M,938298,EUR,756604800,D,5,5,False,47.0,38.0,12.0,7.0,33.0,35.0,5.0,12.0,6.0,1.0,9.0,5.0,,,,,90.0,62.0,5.8,10.0,0,4.0,2.0,3.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10352168,home,FV Engers,Christian Meinert,Christian,Meinert,christian-meinert,C. Meinert,D,3,185.0,3,M,801775,EUR,693360000,D,3,3,False,11.0,8.0,2.0,1.0,2.0,3.0,7.0,9.0,,,2.0,4.0,,,,,44.0,23.0,6.6,6.0,0,,2.0,1.0,2.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
10352168,home,FV Engers,Marcel Stieffenhofer,Marcel,Stieffenhofer,marcel-stieffenhofer,M. Stieffenhofer,M,22,184.0,4,M,808996,EUR,825984000,M,22,22,False,20.0,9.0,3.0,2.0,7.0,8.0,2.0,12.0,4.0,2.0,,2.0,,,,,79.0,33.0,6.4,13.0,0,1.0,8.0,1.0,3.0,2.0,1.0,,,,,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,
10352168,home,FV Engers,Jonas Runkel,Jonas Runkel,,jonas-runkel,J. Runkel,M,18,179.0,1,M,1064989,EUR,882576000,M,18,18,False,33.0,21.0,7.0,2.0,15.0,18.0,6.0,15.0,4.0,,,4.0,,,,,90.0,54.0,7.0,15.0,1,1.0,11.0,3.0,10.0,6.0,1.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
10352168,home,FV Engers,Soren Klappert,,,soren-klappert,S. Klappert,F,,181.0,1,M,137140,EUR,633571200,M,21,21,False,17.0,11.0,1.0,1.0,8.0,10.0,3.0,8.0,5.0,2.0,1.0,4.0,,,,,71.0,30.0,6.4,10.0,0,2.0,6.0,1.0,4.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10352168,home,FV Engers,Goran Naric,Goran Naric,,goran-naric,G. Naric,M,8,,2,M,1064985,EUR,819072000,M,8,8,False,18.0,12.0,1.0,,6.0,7.0,6.0,11.0,5.0,,,3.0,,,,,90.0,24.0,6.0,9.0,0,,3.0,1.0,1.0,1.0,1.0,3.0,,,,,1.0,2.0,,,1.0,1.0,3.0,,,,,,,,,
10352168,home,FV Engers,Kevin Lahn,Kevin,Lahn,kevin-lahn,K. Lahn,M,11,181.0,2,M,247737,EUR,698025600,M,11,11,False,22.0,16.0,1.0,1.0,9.0,11.0,8.0,17.0,3.0,,,5.0,,,,,72.0,45.0,7.7,13.0,3,,8.0,1.0,2.0,1.0,1.0,2.0,,6.0,1.0,2.0,,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,,,,,,
