match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,captain,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_aerialWon,stat_wonTackle,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded,stat_totalOffside,stat_errorLeadToAGoal
13472605,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,25.0,24.0,3.0,2.0,0.0,24.0,25.0,1.0,7.0,1.0,1.0,1.0,90.0,33.0,7.1,1.0,9.884e-05,12.763164309335,3.0,11.13,5.355,0,0.0361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,65.0,58.0,2.0,,0.0,28.0,31.0,,1.0,,,,90.0,77.0,7.4,11.0,0.335231,166.74426588221,16.0,54.39,25.83,1,,30.0,34.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0066,0.011,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Thiago Silva,,,thiago-silva,T. Silva,D,3,181,42324,M,33541,EUR,464659200,D,3,3,False,55.0,53.0,1.0,1.0,0.0,41.0,42.0,3.0,7.0,,,,62.0,59.0,6.8,2.0,0.00366064,122.90951248696,15.0,70.875,27.3,0,,12.0,13.0,,1.0,,,,,,,,,ThiagoSilva,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Juan Freytes,,,juan-freytes,J. Freytes,D,22,182,1341,M,962187,EUR,947548800,D,22,22,False,76.0,63.0,15.0,6.0,0.0,44.0,49.0,8.0,3.0,,,,90.0,87.0,7.2,14.0,0.0116719,265.21379895255,24.0,208.215,31.395,0,,19.0,27.0,1.0,2.0,4.0,1.0,,,1.0,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,59.0,50.0,4.0,,0.0,29.0,32.0,2.0,3.0,,,,90.0,79.0,6.7,17.0,0.128473,167.15002392353,17.0,99.015,34.545,0,,21.0,27.0,2.0,3.0,4.0,,,,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
13472605,home,Fluminense,Hércules,,,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,5.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,,,,,23.0,9.0,6.3,3.0,0.00115691,16.779142081763,1.0,16.485,16.485,0,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,60.0,57.0,1.0,,0.0,36.0,37.0,3.0,7.0,,,,90.0,76.0,8.0,4.0,0.0261268,196.36306770567,17.0,142.8,52.08,1,,21.0,23.0,,1.0,5.0,,,1.0,1.0,0.3984,0.7896,1.0,,,2.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
13472605,home,Fluminense,Agustín Canobbio,,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,846413,EUR,907200000,M,17,17,False,41.0,37.0,2.0,1.0,0.0,14.0,14.0,1.0,6.0,,,,78.0,58.0,8.8,8.0,0.599116,187.98045702141,16.0,152.565,38.535,5,,23.0,27.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,1.4922,1.6572,1.0,,,,2.0,,,1.0,,,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,
13472605,home,Fluminense,Luciano Acosta,,,luciano-acosta,L. F. Acosta,M,32,160,3376,M,548030,EUR,770342400,M,32,32,False,40.0,33.0,1.0,1.0,0.0,14.0,16.0,,6.0,,,,78.0,54.0,7.1,15.0,0.0810464,119.98227295143,13.0,63.525,26.67,0,,19.0,24.0,2.0,6.0,8.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,2.0,1.0,,2.0,5.0,3.0,,1.0,2.0,,,,,,,,,,,,
13472605,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,M,90,90,False,24.0,20.0,,,2.0,3.0,3.0,,6.0,,,,90.0,40.0,8.7,8.0,0.163867,272.82080611736,15.0,194.04,43.785,3,,17.0,21.0,3.0,4.0,3.0,,2.0,3.0,1.0,1.5615,1.7231,3.0,,,2.0,,2.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,2.0,,,,,,,,,,
13472605,home,Fluminense,Everaldo,,,everaldo,Everaldo,F,9,181,2414,M,386212,EUR,678672000,F,9,9,False,9.0,7.0,,,0.0,4.0,5.0,,1.0,,,,61.0,15.0,6.4,4.0,0.00879453,28.138175478112,3.0,23.205,17.325,2,,3.0,4.0,,3.0,2.0,,,1.0,,0.3249,0.1788,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,2.0,,1.0,,,,,,,,
13472605,home,Fluminense,Nonato,,,nonato,Nonato,M,16,174,1213,M,922566,EUR,888883200,M,16,16,True,53.0,48.0,2.0,2.0,1.0,32.0,35.0,1.0,4.0,,,,67.0,63.0,8.6,6.0,0.0756108,58.156989964121,7.0,-8.295,12.6,2,,16.0,18.0,,3.0,2.0,2.0,1.0,1.0,,0.2071,0.6003,2.0,,,1.0,,,,,,,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,
13472605,home,Fluminense,John Kennedy,,,john-kennedy,John Kennedy,F,99,173,5275,M,1087399,EUR,1021680000,F,99,99,True,5.0,3.0,,,0.0,,,2.0,1.0,,,,29.0,18.0,7.5,5.0,0.00231863,20.693466426516,4.0,15.015,6.3,2,,3.0,5.0,,3.0,5.0,,,1.0,,0.4422,0.4561,,,,,1.0,,1.0,,,2.0,1.0,1.0,,1.0,3.0,1.0,,1.0,,,,,,,,,
13472605,home,Fluminense,Ignácio,,,ignacio,Ignácio,D,4,192,1704,M,958382,EUR,849398400,D,4,4,True,18.0,18.0,2.0,2.0,0.0,10.0,10.0,,1.0,,,,28.0,18.0,6.7,,0.00183033,10.750187283773,2.0,8.19,5.67,0,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Yeferson Soteldo,,,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,F,7,7,True,8.0,7.0,,,1.0,2.0,2.0,,,,,,12.0,8.0,7.2,1.0,0.535026,67.624919842987,5.0,39.585,20.685,0,,5.0,6.0,,,,,1.0,,,,,1.0,yefersonsoteldo1006,,,,,,,,,,,,,,,,,,,,,,,,,
13472605,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,True,13.0,13.0,,,0.0,3.0,3.0,,,,,,12.0,15.0,6.7,,0.0150546,,,,,0,,10.0,10.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
