match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_fouls,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_clearanceOffLine,stat_goalAssist,stat_blockedScoringAttempt
11452944,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,23,23,False,24.0,24.0,3.0,3.0,23.0,23.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,32.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452944,home,Al-Khaleej,Omar Al-Oudah,omar-al-oudah,O. Al-Oudah,D,22,174,4,,2266015,EUR,914889600,D,2,2,False,45.0,42.0,4.0,1.0,26.0,28.0,16.0,18.0,1.0,6.0,,,,,90.0,58.0,6.2,7.0,0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11452944,home,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178,21,M,818696,EUR,750556800,D,3,3,False,48.0,45.0,9.0,7.0,34.0,35.0,11.0,13.0,,1.0,,,,,88.0,52.0,6.6,3.0,0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11452944,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187,201,M,174377,EUR,620611200,D,4,4,False,64.0,61.0,6.0,5.0,41.0,42.0,20.0,22.0,6.0,1.0,,,,,90.0,74.0,6.7,4.0,0,,1.0,2.0,5.0,,,1.0,,2.0,1.0,,,Lisandro,López,3.0,1.0,,,,,,,,,,,,,,,,
11452944,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172,204,M,190139,EUR,790819200,D,5,5,False,53.0,48.0,4.0,2.0,16.0,16.0,33.0,43.0,1.0,5.0,,,,,90.0,80.0,7.4,13.0,0,6.0,,,8.0,,,6.0,6.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11452944,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170,35,M,857390,EUR,852076800,M,6,6,False,25.0,19.0,3.0,1.0,9.0,12.0,10.0,14.0,1.0,3.0,,,,,45.0,32.0,6.4,8.0,0,1.0,,3.0,4.0,,,1.0,,2.0,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,
11452944,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186,181,M,147128,EUR,629596800,M,55,55,False,57.0,50.0,1.0,1.0,27.0,28.0,24.0,30.0,,6.0,,,,,90.0,66.0,6.7,7.0,0,1.0,1.0,5.0,3.0,,,,,,,,1.0,,,2.0,3.0,1.0,,2.0,4.0,1.0,,,,,,,,,,,
11452944,home,Al-Khaleej,Riyadh Al Ibrahim,riyadh-al-ibrahim,R. A. Ibrahim,M,7,172,13,M,831263,EUR,755913600,M,70,70,False,11.0,8.0,2.0,,2.0,3.0,6.0,8.0,,4.0,,,,,45.0,20.0,6.2,8.0,0,,,7.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,
11452944,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,204,M,190171,EUR,796521600,M,8,8,False,21.0,16.0,1.0,1.0,10.0,10.0,7.0,12.0,,3.0,,,,,88.0,45.0,7.0,11.0,3,1.0,,8.0,10.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,7.0,,,1.0,1.0,1.0,,1.0,3.0,,1.0,2.0,,,,,,,,,
11452944,home,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178,359,M,193064,EUR,743472000,M,10,10,False,30.0,23.0,3.0,1.0,8.0,8.0,15.0,22.0,1.0,5.0,,,,,89.0,43.0,6.4,12.0,1,,1.0,9.0,4.0,1.0,3.0,4.0,3.0,,,1.0,1.0,,,,,,,,3.0,,,1.0,True,1.0,,,,,,,
