match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialWon,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_keyPass,captain,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt
11368694,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,44.0,21.0,34.0,11.0,11.0,14.0,10.0,30.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,90.0,53.0,6.7,24.0,0.00450882,0,-0.7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,False,27.0,21.0,4.0,2.0,14.0,17.0,7.0,13.0,,6.0,,,,,,90.0,59.0,6.7,14.0,0.00476885,1,,3.0,4.0,8.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.0304,,,,,,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188,4060,M,1101232,EUR,921024000,D,5,5,False,32.0,26.0,11.0,6.0,21.0,22.0,5.0,10.0,2.0,6.0,,,,,,90.0,47.0,7.4,9.0,0.00161882,0,,,,1.0,5.0,,,,1.0,1.0,4.0,3.0,1.0,1.0,,abdel.abqar,2.0,2.0,,,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,False,55.0,41.0,18.0,7.0,32.0,36.0,9.0,19.0,4.0,1.0,,,,,,90.0,64.0,6.7,14.0,0.0018317,0,,,3.0,4.0,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,27,27,False,40.0,31.0,5.0,1.0,18.0,21.0,13.0,21.0,4.0,5.0,,,,,,90.0,67.0,6.7,15.0,0.0207782,0,,2.0,,3.0,6.0,,,,2.0,,2.0,1.0,,,,,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,29.0,22.0,6.0,1.0,15.0,17.0,7.0,12.0,1.0,3.0,,,,,,90.0,45.0,6.5,9.0,0.00976564,0,,,2.0,6.0,5.0,2.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,24.0,15.0,3.0,1.0,10.0,12.0,5.0,12.0,1.0,3.0,,,,,,66.0,27.0,6.3,9.0,0.00255336,0,,,4.0,5.0,2.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,22,22,False,12.0,9.0,,,5.0,5.0,4.0,8.0,,5.0,,,,,,75.0,25.0,6.6,6.0,0.008328,0,,1.0,3.0,6.0,5.0,2.0,,,1.0,,,,4.0,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,
11368694,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,10.0,5.0,1.0,,3.0,4.0,2.0,6.0,,1.0,,,,,,66.0,15.0,6.3,6.0,0.00195404,0,,,,4.0,4.0,1.0,,,,,1.0,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11368694,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,11,11,False,13.0,9.0,2.0,1.0,3.0,3.0,6.0,11.0,,2.0,,,,,,75.0,18.0,6.6,7.0,0.0107714,1,,1.0,,1.0,,1.0,,1.0,,,,,,,0.0598,,,2.0,,,,,,,True,1.0,1.0,,,,,,,,
