match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_totalContest,stat_goalAssist,stat_unsuccessfulTouch,stat_penaltyWon,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10411750,home,Atalanta,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,False,32.0,17.0,24.0,9.0,9.0,13.0,8.0,19.0,1.0,11.0,1.0,1.0,90.0,42.0,6.7,16.0,0.0,0.0,0.00194975,0,-0.8114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411750,home,Atalanta,Rafael Tolói,rafael-toloi,R. Tolói,D,2,185,2015,M,,82943,EUR,655516800,D,2,2,False,42.0,26.0,12.0,1.0,9.0,15.0,18.0,28.0,1.0,7.0,,,80.0,53.0,6.4,17.0,0.2535,0.0,0.0569216,3,,True,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
10411750,home,Atalanta,Merih Demiral,merih-demiral,M. Demiral,D,28,190,4108,M,merihdemiral,806968,EUR,889056000,D,28,28,False,34.0,26.0,4.0,1.0,22.0,26.0,4.0,8.0,10.0,5.0,1.0,,90.0,54.0,7.4,8.0,0.4256,0.0,0.00866925,1,,,,,3.0,7.0,4.0,,1.0,1.0,,1.0,9.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10411750,home,Atalanta,Caleb Okoli,caleb-okoli,C. Okoli,D,5,191,938,M,,967722,EUR,994982400,D,5,5,False,38.0,32.0,1.0,,20.0,22.0,12.0,16.0,7.0,5.0,1.0,,90.0,54.0,6.0,9.0,0.0,0.0,0.0027897,0,,,,,1.0,4.0,12.0,5.0,,,,,5.0,2.0,,,2.0,2.0,4.0,,,1.0,1.0,,,,,,,,,,,,
10411750,home,Atalanta,Brandon Soppy,brandon-soppy,B. Soppy,M,2,181,434,M,,963211,EUR,1014249600,M,93,93,False,20.0,17.0,,,8.0,8.0,9.0,15.0,4.0,2.0,3.0,,90.0,38.0,7.1,10.0,0.0,0.0,0.0236414,0,,,3.0,,1.0,,4.0,1.0,,,,,,,1.0,,1.0,,3.0,,,,,1.0,4.0,1.0,,,,,,,,,
10411750,home,Atalanta,Teun Koopmeiners,teun-koopmeiners,T. Koopmeiners,M,8,183,6981,M,teunkoopmeiners,803033,EUR,888624000,M,7,7,False,33.0,25.0,4.0,2.0,11.0,14.0,15.0,23.0,8.0,4.0,1.0,,90.0,57.0,9.7,14.0,1.8377,2.2415,0.101415,6,,,4.0,1.0,2.0,3.0,5.0,2.0,,2.0,,,1.0,,2.0,1.0,3.0,1.0,,,,1.0,1.0,,2.0,,1.0,4.0,3.0,,,,,,
10411750,home,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1856,M,,100389,EUR,670204800,M,15,15,False,48.0,38.0,5.0,2.0,23.0,26.0,15.0,22.0,4.0,6.0,1.0,,90.0,56.0,6.6,13.0,0.0,0.0,0.00961391,0,,,,,1.0,3.0,3.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,
10411750,home,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2125,M,,132318,EUR,708220800,M,77,77,False,16.0,11.0,,,6.0,8.0,5.0,9.0,4.0,1.0,,,45.0,32.0,6.6,10.0,0.0,0.0,0.00257701,0,,,1.0,,,,4.0,1.0,,,,,,,,,3.0,1.0,2.0,,,,3.0,,1.0,,1.0,,,,1.0,,,,
10411750,home,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,20,189,7385,M,pasalicmario,190437,EUR,792288000,F,88,88,False,25.0,19.0,2.0,1.0,6.0,8.0,13.0,17.0,6.0,5.0,1.0,,80.0,33.0,6.5,10.0,0.0,0.0,0.0159965,0,,,,,2.0,4.0,7.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,1.0,,,,
10411750,home,Atalanta,Éderson,ederson,Éderson,M,13,183,7659,M,ederson99,946888,EUR,931305600,F,13,13,False,16.0,12.0,1.0,,6.0,8.0,8.0,11.0,2.0,5.0,1.0,,58.0,30.0,6.9,9.0,0.0,0.0,0.3951,0,,,3.0,2.0,1.0,1.0,4.0,,,,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,
