match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_aerialLost,stat_outfielderBlock,captain,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_punches
10411597,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,28.0,18.0,19.0,9.0,13.0,15.0,5.0,13.0,1.0,5.0,2.0,2.0,1.0,1.0,90.0,33.0,6.6,10.0,0.0,0.0,0.00062125,0,-0.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411597,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,35.0,33.0,,,14.0,14.0,19.0,26.0,,8.0,,,,,90.0,62.0,6.7,9.0,0.1264,0.0,0.0203578,1,,,,5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10411597,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,53.0,42.0,10.0,7.0,20.0,20.0,22.0,33.0,2.0,7.0,,,,,90.0,69.0,7.7,13.0,0.5103,0.5309,0.0303437,4,,,,,3.0,1.0,7.0,1.0,,2.0,4.0,1.0,,,2.0,chinomartinezquarta96,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,
10411597,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,35.0,33.0,4.0,4.0,18.0,19.0,15.0,16.0,2.0,8.0,,,,,90.0,51.0,7.6,3.0,0.0,0.0,0.0437342,0,,,,,1.0,2.0,4.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,
10411597,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,45.0,36.0,6.0,2.0,10.0,10.0,29.0,45.0,,6.0,,,,,90.0,72.0,7.6,20.0,0.0398,0.0,0.676914,1,,,,10.0,,3.0,4.0,1.0,,1.0,1.0,,2.0,1.0,6.0,,,,1.0,,,,,True,3.0,1.0,1.0,1.0,1.0,,,
10411597,home,Fiorentina,Alessandro Bianco,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,37.0,33.0,2.0,2.0,15.0,16.0,18.0,22.0,,4.0,,,,,64.0,49.0,6.9,8.0,0.0346,0.0682,0.0313266,1,,,,1.0,,3.0,4.0,,,,2.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,
10411597,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,34.0,28.0,1.0,1.0,7.0,7.0,22.0,30.0,,4.0,,,,,86.0,46.0,6.4,13.0,0.1294,0.0,0.026545,1,,,,3.0,1.0,6.0,3.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,2.0,2.0,,,,,
10411597,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,27.0,23.0,2.0,2.0,6.0,6.0,18.0,22.0,,1.0,,,,,90.0,41.0,7.2,7.0,0.1869,0.0,0.146529,4,,,,1.0,1.0,2.0,4.0,1.0,1.0,,,2.0,,,1.0,,,,3.0,,,,,,1.0,1.0,3.0,3.0,,1.0,,
10411597,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,False,20.0,17.0,,,4.0,4.0,13.0,18.0,,2.0,,,,,79.0,32.0,6.6,9.0,0.1171,0.0,0.0746449,1,,,,2.0,1.0,2.0,3.0,,,,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,2.0,,,,,,
10411597,home,Fiorentina,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,174,M,126236,EUR,693273600,M,8,8,False,25.0,20.0,3.0,2.0,5.0,5.0,15.0,21.0,,4.0,,,,,64.0,37.0,6.4,12.0,0.0163,0.0,0.123754,1,,,,1.0,,3.0,1.0,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,,3.0,,,,,,
