match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_wonContest,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_expectedGoalsOnTarget,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12451014,home,AS Monaco,Philipp Köhn,,,philipp-kohn,P. Köhn,G,16,191,698,M,868964,EUR,891475200,G,16,16,False,14.0,13.0,2.0,1.0,0.0,13.0,14.0,2.0,5.0,1.0,2.0,1.0,90.0,22.0,6.8,1.0,6.784e-05,0,-0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Vanderson,Vanderson,,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,29.0,24.0,2.0,1.0,0.0,15.0,15.0,,8.0,,,,78.0,56.0,7.2,13.0,0.0214116,0,,9.0,14.0,1.0,1.0,5.0,8.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Wilfried Singo,,,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,D,17,17,False,75.0,68.0,7.0,5.0,0.0,40.0,42.0,3.0,8.0,,,,90.0,88.0,6.9,11.0,0.0774756,1,,29.0,36.0,1.0,,3.0,1.0,1.0,,,2.0,,,,1.0,1.0,,stephane_singo,3.0,1.0,1.0,1.0,0.0492,1.0,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,87.0,73.0,6.0,1.0,0.0,33.0,38.0,2.0,4.0,,,,90.0,102.0,7.8,14.0,0.028043,2,,40.0,49.0,,5.0,2.0,12.0,,,1.0,2.0,6.0,5.0,,,1.0,2.0,salisu_sarki,,,,,0.0845,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12451014,home,AS Monaco,Caio Henrique,,,caio-henrique,C. Henrique,D,12,178,3679,M,845170,EUR,870307200,D,12,12,False,51.0,40.0,5.0,2.0,0.0,12.0,14.0,1.0,6.0,,,,78.0,70.0,7.7,15.0,0.578557,0,,31.0,43.0,3.0,,4.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,6.0,3.0,1.0,,,5.0,,,,,1.0,1.0,,,,,,,,,
12451014,home,AS Monaco,Denis Zakaria,,,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,77.0,71.0,7.0,5.0,0.0,31.0,34.0,2.0,12.0,,,,90.0,94.0,7.2,8.0,0.158163,1,,40.0,43.0,2.0,,4.0,8.0,,1.0,,,5.0,2.0,,,1.0,,,,,3.0,,0.4577,,,1.0,,,2.0,,True,1.0,0.5747,,,,,,
12451014,home,AS Monaco,Aleksandr Golovin,,,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,10,10,False,76.0,65.0,8.0,4.0,0.0,23.0,24.0,,5.0,,,,90.0,102.0,7.5,18.0,0.332553,1,,42.0,56.0,1.0,1.0,10.0,10.0,5.0,1.0,1.0,1.0,3.0,2.0,,2.0,4.0,3.0,alex_golovin17,4.0,,2.0,1.0,0.0365,1.0,,,,,2.0,,,,,,,,,,
12451014,home,AS Monaco,Maghnes Akliouche,,,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,11,11,False,20.0,17.0,,,0.0,2.0,2.0,1.0,1.0,,,,67.0,33.0,6.3,8.0,0.00814764,1,,15.0,18.0,1.0,,7.0,1.0,,1.0,,,,,,2.0,,3.0,,,,3.0,,0.1781,,1.0,,,,1.0,,,,,1.0,,,,,
12451014,home,AS Monaco,Eliesse Ben Seghir,,,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21668,M,1394353,EUR,1108512000,M,7,7,False,27.0,21.0,1.0,,0.0,8.0,9.0,,3.0,,,,67.0,49.0,7.1,15.0,0.146099,2,,13.0,19.0,2.0,,8.0,9.0,,3.0,,,2.0,1.0,,3.0,3.0,1.0,benseghir44,1.0,,6.0,1.0,0.0536,1.0,1.0,,,,4.0,1.0,,,,,,,,,
12451014,home,AS Monaco,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,9,9,False,16.0,11.0,,,0.0,1.0,1.0,,,,,,90.0,39.0,7.9,15.0,0.712873,7,,10.0,15.0,,1.0,6.0,2.0,1.0,3.0,,,,,,7.0,1.0,2.0,balogun,,,,1.0,1.5776,4.0,5.0,1.0,,,,2.0,,1.0,0.4533,1.0,1.0,1.0,,,
12451014,home,AS Monaco,Breel Embolo,,,breel-embolo,B. Embolo,F,7,185,4494,M,352296,EUR,855878400,F,36,36,False,20.0,19.0,,,2.0,4.0,4.0,2.0,3.0,,,,90.0,44.0,7.4,12.0,0.372583,2,,15.0,16.0,4.0,1.0,13.0,6.0,,6.0,,,,,,4.0,2.0,3.0,breelembolo97,,,3.0,,0.5138,3.0,1.0,1.0,,,3.0,1.0,,2.0,0.2146,,,,,,
12451014,home,AS Monaco,Lamine Camara,Lamine Camara,,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,15,15,True,13.0,11.0,1.0,1.0,0.0,2.0,2.0,,,,,,23.0,23.0,7.4,5.0,0.265225,3,,9.0,11.0,,,3.0,1.0,,1.0,,,1.0,,,2.0,,2.0,lamine_camara_5,,,,,0.3682,1.0,1.0,2.0,,,,,,1.0,0.8155,,,1.0,,,
12451014,home,AS Monaco,George Ilenikhena,George,Ilenikhena,george-ilenikhena,G. Ilenikhena,F,99,185,2495,M,1462434,EUR,1155686400,F,21,21,True,3.0,2.0,,,0.0,,,,,,,,23.0,5.0,6.4,3.0,0.198142,0,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Kassoum Ouattara,,,ouattara-kassoum,K. Ouattara,D,20,176,696,M,1397558,EUR,1097712000,D,20,20,True,8.0,7.0,2.0,2.0,0.0,1.0,1.0,,2.0,,,,12.0,17.0,7.3,3.0,0.00281507,1,,6.0,8.0,,1.0,,3.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,0.1185,,,1.0,,,1.0,,,,0.2404,,,,,,
12451014,home,AS Monaco,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1060,M,825846,EUR,938649600,D,4,4,True,10.0,8.0,,,0.0,1.0,1.0,,1.0,,,,12.0,15.0,6.8,3.0,0.0998029,0,,7.0,9.0,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Yann Lienard,Yann Lienard,,yann-lienard,Y. Lienard,G,50,192,250,M,1136884,EUR,1047772800,G,50,50,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Christian Mawissa,,,christian-mawissa,C. Mawissa,D,13,184,895,M,1407848,EUR,1113782400,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Krépin Diatta,,,krepin-diatta,K. Diatta,M,27,173,13115,M,873534,EUR,919900800,M,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,krepindiatta,,,,,,,,,,,,,,,,,,,,,
12451014,home,AS Monaco,Eliot Matazo,,,eliot-matazo,E. Matazo,M,36,174,581,M,1046150,EUR,1013731200,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451014,away,Montpellier,Dimitry Bertaud,,,bertaud-dimitry,D. Bertaud,G,16,179,4975,M,794465,EUR,897091200,G,16,16,False,32.0,13.0,27.0,9.0,0.0,5.0,9.0,,12.0,4.0,4.0,,90.0,48.0,7.4,19.0,0.00149991,0,0.2985,8.0,23.0,,,,,,,,,,,,,,,d_bertaud16,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0
12451014,away,Montpellier,Falaye Sacko,,,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,14.0,10.0,2.0,,0.0,8.0,10.0,1.0,3.0,,,,45.0,22.0,6.3,8.0,0.00256314,0,,2.0,5.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
12451014,away,Montpellier,Bećir Omeragić,,,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,21.0,19.0,4.0,2.0,0.0,18.0,19.0,7.0,5.0,,,,90.0,38.0,7.0,3.0,0.00017494,0,,1.0,2.0,,1.0,2.0,4.0,,,1.0,3.0,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12451014,away,Montpellier,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,24.0,20.0,4.0,2.0,0.0,17.0,18.0,7.0,2.0,,,,90.0,37.0,6.6,5.0,0.00119655,0,,3.0,6.0,2.0,2.0,3.0,7.0,,,,,3.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,
12451014,away,Montpellier,Lucas Mincarelli Davin,,,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,D,21,21,False,24.0,21.0,2.0,1.0,0.0,9.0,11.0,3.0,2.0,,,,90.0,42.0,6.5,6.0,0.0196657,0,,13.0,16.0,,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,
12451014,away,Montpellier,Rabby Nzingoula,,,rabby-nzingoula,R. Nzingoula,M,22,183,464,M,1492676,EUR,1132876800,M,19,19,False,21.0,12.0,4.0,1.0,0.0,7.0,11.0,,5.0,,,,68.0,39.0,6.9,14.0,0.00561256,2,,5.0,10.0,1.0,1.0,9.0,6.0,2.0,,,,2.0,2.0,,,2.0,1.0,,,,6.0,,0.4566,,,2.0,,,1.0,,,,0.8386,,,1.0,,,
12451014,away,Montpellier,Khalil Fayad,Khalil Fayad,,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,False,36.0,27.0,5.0,2.0,0.0,17.0,19.0,3.0,7.0,,,,90.0,62.0,7.3,11.0,0.0114995,2,,10.0,17.0,,1.0,7.0,16.0,2.0,2.0,,1.0,9.0,2.0,,,6.0,4.0,,,,,,0.138,1.0,1.0,1.0,,,,,,,,,,,,,
12451014,away,Montpellier,Arnaud Nordin,,,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,15.0,9.0,,,0.0,3.0,7.0,,5.0,,,,74.0,29.0,6.3,15.0,0.0119745,0,,6.0,9.0,,1.0,5.0,4.0,2.0,1.0,,,1.0,1.0,,5.0,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,
12451014,away,Montpellier,Teji Savanier,,,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,37.0,27.0,11.0,8.0,0.0,6.0,11.0,1.0,5.0,,,,90.0,54.0,7.5,14.0,0.0229781,2,,21.0,28.0,1.0,1.0,7.0,9.0,3.0,,,,4.0,4.0,,1.0,1.0,2.0,,2.0,,4.0,,0.1023,,1.0,1.0,,,3.0,,True,,0.0645,,1.0,,,,
12451014,away,Montpellier,Tanguy Coulibaly,,,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,954060,EUR,982454400,M,70,70,False,20.0,13.0,,,0.0,3.0,4.0,,3.0,,,,90.0,39.0,6.5,16.0,0.104321,0,,10.0,17.0,,2.0,12.0,9.0,3.0,3.0,,,3.0,3.0,,4.0,1.0,5.0,,1.0,,4.0,,,2.0,,,,,3.0,,,,,1.0,,,,,
12451014,away,Montpellier,Akor Adams,,,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,False,10.0,8.0,,,1.0,4.0,4.0,1.0,1.0,,,,89.0,23.0,6.9,9.0,0.0235359,3,,4.0,7.0,4.0,2.0,8.0,3.0,,4.0,,,,,,1.0,1.0,,,1.0,,,2.0,0.1825,2.0,1.0,,,,,1.0,,,,1.0,,,,,
12451014,away,Montpellier,Enzo Tchato Mbiayi,Enzo Tchato Mbiayi,,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,True,14.0,8.0,3.0,,0.0,4.0,6.0,2.0,3.0,,,,45.0,26.0,6.6,9.0,0.00627967,0,,5.0,10.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
12451014,away,Montpellier,Birama Touré,,,birama-toure,B. Touré,M,60,183,136,M,246507,EUR,707788800,M,20,20,True,4.0,2.0,,,0.0,2.0,2.0,1.0,1.0,,,,22.0,9.0,6.6,2.0,2.073e-05,0,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
