match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14598951,home,Wrexham,Callum Burton,callum-burton,C. Burton,G,25,188.0,85,M,284415,EUR,840067200,G,25,25,False,30.0,14.0,22.0,7.0,0.0,12.0,15.0,2.0,15.0,9.0,2.0,1.0,4.0,90.0,39.0,6.9,16.0,0.0452,0,0.05,-0.03,0.23,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598951,home,Wrexham,Lewis Brunt,lewis-brunt,L. Brunt,D,3,187.0,96,M,994562,EUR,973468800,D,3,3,False,64.0,57.0,13.0,7.0,0.0,37.0,38.0,20.0,26.0,4.0,,,,90.0,89.0,8.0,10.0,,1,0.29,0.03,0.49,,,,2.0,5.0,4.0,12.0,2.0,2.0,1.0,1.0,10.0,5.0,5.0,1.0,2.0,-0.4,,,,,,,,,,,,,,,,,,
14598951,home,Wrexham,Dan Scarr,dan-scarr,D. Scarr,D,24,188.0,73,M,824751,EUR,788227200,D,24,24,False,49.0,40.0,6.0,2.0,0.0,34.0,39.0,6.0,10.0,2.0,,,,90.0,62.0,7.6,9.0,,0,0.0,0.03,0.53,,,,2.0,5.0,2.0,7.0,,,,,8.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,
14598951,home,Wrexham,Callum Doyle,callum-doyle,C. Doyle,D,2,185.0,1051,M,1090508,EUR,1065139200,D,2,2,False,46.0,40.0,5.0,1.0,0.0,27.0,29.0,13.0,17.0,2.0,,,,79.0,60.0,6.8,9.0,,1,0.16,0.01,0.24,,Callum Doyle,,3.0,1.0,7.0,2.0,1.0,,,,5.0,1.0,1.0,,,0.02,,,1.0,2.0,1.0,,,,,,,,,,,,,
14598951,home,Wrexham,Ryan Barnett,ryan-barnett,R. Barnett,M,29,180.0,85,M,864424,EUR,938044800,M,29,29,False,40.0,28.0,6.0,2.0,0.0,19.0,21.0,9.0,19.0,8.0,,,,72.0,69.0,7.8,20.0,,0,0.1,0.17,0.19,,,,1.0,2.0,3.0,8.0,2.0,1.0,,,3.0,2.0,1.0,1.0,,,,2.0,,1.0,,7.0,2.0,3.0,2.0,,,,,,,,,
14598951,home,Wrexham,Matty James,matty-james,M. James,M,37,183.0,90,M,54331,EUR,680140800,M,37,37,False,58.0,54.0,5.0,3.0,0.0,25.0,26.0,29.0,32.0,5.0,,,,90.0,72.0,7.1,6.0,,1,0.7,0.13,-0.14,,,,3.0,,4.0,1.0,,,,,1.0,1.0,,2.0,1.0,-0.03,,3.0,,,,1.0,1.0,,2.0,2.0,1.0,,,,,,,
14598951,home,Wrexham,George Thomason,george-thomason,G. Thomason,M,14,177.0,81,M,1014623,EUR,1010793600,M,14,14,False,47.0,42.0,3.0,,0.0,23.0,24.0,19.0,23.0,7.0,,,,72.0,55.0,6.6,8.0,,0,0.08,0.05,0.16,,,,1.0,,3.0,2.0,,,,,2.0,1.0,,1.0,2.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,
14598951,home,Wrexham,James McClean,james-mcclean,J. McClean,M,16,180.0,376,M,41631,EUR,609206400,M,7,7,False,36.0,26.0,3.0,1.0,0.0,14.0,16.0,12.0,20.0,,,,,90.0,55.0,6.8,20.0,,3,0.31,0.13,-0.08,,,,,1.0,4.0,3.0,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,-0.41,,,1.0,,2.0,9.0,1.0,,,,1.0,True,,,,,,
14598951,home,Wrexham,Elliot Lee,elliot-lee,E. Lee,M,18,180.0,212,M,303604,EUR,787536000,F,38,38,False,40.0,39.0,1.0,1.0,0.0,14.0,14.0,25.0,26.0,5.0,,,,90.0,55.0,7.2,4.0,,3,0.17,0.53,0.17,,,,2.0,,3.0,6.0,3.0,2.0,,1.0,,,,2.0,,-0.48,,,,,1.0,,,4.0,1.0,,1.0,,,,,,,
14598951,home,Wrexham,Nathan Broadhead,nathan-broadhead,N. Broadhead,M,33,178.0,422,M,911710,EUR,891734400,F,33,33,False,34.0,31.0,,,0.0,15.0,15.0,16.0,19.0,6.0,,,,72.0,48.0,9.0,12.0,,2,-0.26,0.04,0.15,,,,,3.0,5.0,4.0,3.0,,,1.0,,1.0,,2.0,,0.54,,,,2.0,,1.0,,,2.0,,1.0,,1.0,1.0,,,,
