match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_aerialLost,stat_dispossessed,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goals,stat_goalAssist
10583792,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193,156,M,838439,EUR,597888000,G,1,1,False,16.0,12.0,6.0,2.0,12.0,14.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,90.0,24.0,6.6,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170,14,M,1525073,EUR,817948800,D,27,27,False,23.0,18.0,,,9.0,10.0,17.0,1.0,6.0,,,,,,90.0,51.0,6.3,17.0,0,9.0,4.0,4.0,2.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179,10,M,1085896,EUR,914284800,D,13,13,False,35.0,29.0,7.0,2.0,22.0,24.0,12.0,,7.0,,,,,,90.0,51.0,7.3,7.0,1,7.0,1.0,1.0,1.0,3.0,,1.0,,2.0,4.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Djamel Benlamri,,,djamel-benlamri,D. Benlamri,D,,190,1610,M,849651,EUR,630547200,D,4,4,False,26.0,20.0,11.0,7.0,14.0,16.0,10.0,3.0,7.0,,,,,,90.0,42.0,6.1,9.0,0,6.0,,3.0,1.0,3.0,,,,,4.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
10583792,home,Al-Khaleej,Abdullah Al-Harbi,,,abdullah-al-harbi,A. Al-Harbi,D,20,175,4,M,818755,EUR,601948800,D,20,20,False,17.0,15.0,2.0,1.0,11.0,12.0,5.0,1.0,2.0,,,,,,82.0,18.0,6.2,2.0,0,4.0,,4.0,,,,,,1.0,1.0,,,,,4.0,,,,,True,,,,,,,,,,
10583792,home,Al-Khaleej,Hazim Al Zahrani,,,hazim-al-zahrani,H. A. Zahrani,D,24,171,8,M,982332,EUR,924825600,D,16,16,False,19.0,13.0,3.0,,2.0,2.0,18.0,,,,,,,,71.0,39.0,6.1,12.0,1,11.0,1.0,2.0,1.0,1.0,,,,,4.0,,,,2.0,,1.0,2.0,,2.0,,1.0,,,,,,,,,
10583792,home,Al-Khaleej,Ayman Al-Hujaili,,,ayman-al-hujaili,A. Al-Hujaili,M,10,165,16,M,990188,EUR,900460800,M,58,58,False,18.0,11.0,,,2.0,2.0,21.0,,4.0,,,,,,71.0,32.0,6.8,14.0,2,9.0,5.0,,,,2.0,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,
10583792,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186,38,M,311608,EUR,647049600,M,8,8,False,41.0,31.0,8.0,4.0,10.0,11.0,30.0,1.0,7.0,,,,,,90.0,53.0,6.8,14.0,1,21.0,,6.0,2.0,,1.0,1.0,1.0,,3.0,,,,2.0,1.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,,,,,
10583792,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173,385,M,177103,EUR,725846400,M,15,15,False,23.0,18.0,1.0,1.0,3.0,3.0,21.0,,7.0,,,,,,89.0,39.0,7.1,8.0,2,15.0,1.0,3.0,2.0,6.0,,1.0,,1.0,4.0,,,,3.0,,,,,,,2.0,,,,,,,,,
10583792,home,Al-Khaleej,Mohammed Al-Sahli,,,mohammed-al-sahli,M. Al-Sahli,M,11,178,3,M,974146,EUR,678326400,M,11,11,False,19.0,15.0,,,6.0,6.0,14.0,,2.0,,,,,,70.0,31.0,6.7,8.0,2,10.0,1.0,4.0,1.0,,2.0,1.0,3.0,,4.0,1.0,,,1.0,1.0,2.0,,,2.0,,1.0,1.0,,,1.0,,,,,
10583792,home,Al-Khaleej,Saleh Al Abbas,,,saleh-al-abbas,S. A. Abbas,F,14,177,52,M,989766,EUR,797904000,F,14,14,False,8.0,8.0,,,4.0,4.0,4.0,,,,,,,,90.0,14.0,6.5,3.0,1,4.0,,10.0,,1.0,2.0,3.0,,,,,1.0,,,6.0,1.0,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Riyadh Al Ibrahim,,,riyadh-al-ibrahim,R. A. Ibrahim,M,7,172,13,M,831263,EUR,755913600,F,7,7,True,3.0,3.0,,,1.0,1.0,2.0,,2.0,,,,,,20.0,5.0,6.4,,1,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,
10583792,home,Al-Khaleej,Morato,,,morato,Morato,M,12,170,60,M,866468,EUR,715305600,F,10,10,True,6.0,5.0,,,1.0,1.0,6.0,,1.0,,,,,,19.0,12.0,6.5,4.0,1,4.0,1.0,2.0,1.0,,,,1.0,,2.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,2.0,,,
10583792,home,Al-Khaleej,Malek Al Darwish,Malek Al Darwish,,malek-al-darwish,M. A. Darwish,F,21,175,1,M,1396129,EUR,938304000,F,22,22,True,5.0,5.0,,,4.0,4.0,2.0,,,,,,,,19.0,11.0,6.6,1.0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10583792,home,Al-Khaleej,Hassan Al-Majhad,Hassan,Al-Majhad,hassan-al-majhad,H. Al-Majhad,M,17,175,4,M,1915048,EUR,706147200,M,17,17,True,1.0,1.0,,,,,1.0,,,,,,,,8.0,2.0,6.5,,0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
10583792,home,Al-Khaleej,Hisham Al-Dubais,,,al-dubais-hisham,H. Al-Dubais,F,77,175,35,M,1653046,EUR,1001462400,M,77,77,True,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Marwan Al-Haidari,,,marwan-al-haidari,M. Al-Haidari,G,96,191,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Mohammed Al-Khabrani,,,mohammed-al-khabrani,M. Al-Khabrani,D,3,178,21,M,818696,EUR,750556800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Hussein Freij,Hussein Freij,,hussein-freij,H. Freij,D,66,173,1,M,1399135,EUR,1028073600,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,home,Al-Khaleej,Abdullah Al-Samtai,,,abdullah-al-samtai,A. Al-Samtai,M,48,174,10,M,1017786,EUR,840931200,M,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583792,away,Al-Hilal,Abdullah Al-Mayouf,,,abdullah-al-mayouf,A. Al-Mayouf,G,,187,197,M,118159,EUR,538358400,G,1,1,False,35.0,26.0,18.0,9.0,20.0,22.0,13.0,1.0,8.0,3.0,3.0,,,,90.0,43.0,7.6,9.0,0,6.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
10583792,away,Al-Hilal,Saud Abdulhamid,,,abdulhamid-saud,S. Abdulhamid,D,23,178,8457,M,966849,EUR,932256000,D,66,66,False,44.0,38.0,1.0,1.0,25.0,27.0,19.0,1.0,3.0,,,,,,90.0,67.0,7.3,12.0,0,13.0,2.0,5.0,1.0,,3.0,3.0,,,4.0,,,,3.0,1.0,,2.0,,1.0,,,,,,,,,s.abdulhamed66,,
10583792,away,Al-Hilal,Mohammed Jahfali,,,mohammed-jahfali,M. Jahfali,D,70,185,103,M,791561,EUR,656726400,D,70,70,False,68.0,61.0,8.0,3.0,50.0,53.0,15.0,2.0,4.0,,,,,,90.0,75.0,7.3,7.0,0,11.0,,,,1.0,,,,3.0,7.0,,,,2.0,,,1.0,,2.0,,,,,,,,,,,
10583792,away,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182,1057,M,1138857,EUR,627609600,D,5,5,False,75.0,69.0,3.0,1.0,56.0,60.0,15.0,6.0,6.0,,,,,,90.0,82.0,7.1,6.0,0,13.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,
10583792,away,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178,1153,M,872607,EUR,914025600,D,16,16,False,40.0,33.0,2.0,1.0,20.0,21.0,21.0,2.0,2.0,,,,,,72.0,66.0,6.8,15.0,0,13.0,2.0,2.0,,1.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
10583792,away,Al-Hilal,Moussa Marega,,,moussa-marega,M. Marega,F,7,183,1093,M,298300,EUR,671587200,M,17,17,False,18.0,14.0,,,7.0,8.0,10.0,2.0,2.0,,,,,,71.0,27.0,7.0,8.0,2,7.0,,5.0,,,2.0,1.0,1.0,4.0,5.0,,1.0,,,2.0,2.0,,,1.0,,,1.0,,,,1.0,,,1.0,
10583792,away,Al-Hilal,Gustavo Cuéllar,,,gustavo-cuellar,G. Cuéllar,M,6,175,1944,M,180059,EUR,719020800,M,6,6,False,82.0,77.0,2.0,2.0,55.0,59.0,23.0,3.0,9.0,,,,,,90.0,95.0,7.4,6.0,0,22.0,,1.0,,2.0,1.0,,,2.0,5.0,,,1.0,3.0,,,3.0,,,,,,1.0,,,,,,,
10583792,away,Al-Hilal,Matheus Pereira,,,matheus-pereira,M. Pereira,M,10,175,14140,M,377238,EUR,831254400,M,15,15,False,43.0,33.0,3.0,2.0,17.0,20.0,24.0,,2.0,,,,,,88.0,49.0,6.9,11.0,1,17.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,matheus_pereira,,
