match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot,stat_outfielderBlock,stat_goals
14994245,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6863,M,gregorkobel,556866,EUR,881366400,G,1,1,False,35.0,28.0,15.0,8.0,0.0,27.0,29.0,1.0,6.0,2.0,10.0,1.0,1.0,2.0,2.0,90.0,41.0,6.8,7.0,107.26254246915,15.0,36.96,6.93,0.1586,0,0.09,0.04,-0.09,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14994245,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5008,M,emrecan23,138156,EUR,758332800,D,23,23,False,82.0,79.0,8.0,7.0,0.0,42.0,43.0,37.0,39.0,,11.0,,,,,90.0,104.0,8.2,7.0,171.85932714195,30.0,58.59,15.12,,1,0.48,0.22,0.15,,,,True,3.0,2.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,-0.02,,,,,,,,,,,,
14994245,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2192,M,,799046,EUR,837820800,D,3,3,False,80.0,78.0,5.0,4.0,0.0,50.0,50.0,28.0,30.0,4.0,2.0,,,,,90.0,98.0,7.4,4.0,261.80950342881,36.0,95.235,27.93,,3,0.2,0.18,-0.16,,,,,2.0,3.0,4.0,7.0,2.0,,,1.0,,3.0,,,1.0,2.0,,0.02,1.0,1.0,1.0,,,,,,,,,
14994245,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10365,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,78.0,66.0,9.0,5.0,0.0,32.0,35.0,34.0,43.0,,5.0,,,,,90.0,96.0,6.9,19.0,144.89455264424,20.0,80.325,34.965,,2,0.43,0.18,-0.2,,,,,2.0,2.0,5.0,3.0,,2.0,1.0,2.0,,,,2.0,,,1.0,-0.2,,,,1.0,2.0,2.0,1.0,,,,,
14994245,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3457,M,,800951,EUR,879724800,M,26,26,False,31.0,27.0,5.0,4.0,0.0,7.0,8.0,20.0,23.0,,6.0,,,,,67.0,54.0,6.8,15.0,132.21996325553,16.0,73.395,20.055,,1,0.44,0.07,-0.07,,,,,6.0,,5.0,,,3.0,,,,,,2.0,,1.0,3.0,0.01,,,1.0,3.0,,1.0,,,,,,
14994245,home,Borussia Dortmund,Jobe Bellingham,jobe-bellingham,J. Bellingham,M,7,189,41415,M,Jobe,1134083,EUR,1127433600,M,7,7,False,51.0,43.0,2.0,1.0,0.0,15.0,20.0,28.0,31.0,,5.0,,,,,90.0,63.0,6.6,10.0,135.98465229765,17.0,30.975,16.275,,1,0.08,0.24,-0.07,,Jobe Bellingham,,,,4.0,4.0,6.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,-0.16,,1.0,,,2.0,1.0,,,,,,
14994245,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,4006,M,,907463,EUR,971136000,M,8,8,False,36.0,26.0,1.0,,0.0,15.0,18.0,11.0,18.0,,4.0,,,,,74.0,44.0,6.6,12.0,192.57139399901,20.0,104.37,27.3,,3,-0.07,0.21,-0.04,,,,,1.0,2.0,1.0,5.0,,,,2.0,,2.0,1.0,1.0,1.0,,,-0.39,,1.0,,,1.0,,,,,,,
14994245,home,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,21.0,18.0,1.0,,0.0,5.0,6.0,13.0,15.0,1.0,4.0,,,,,86.0,41.0,6.0,16.0,82.851744206797,11.0,-19.74,9.555,,0,-0.24,0.03,-0.06,,,,,11.0,,6.0,,,1.0,,,,,,1.0,,,3.0,,,,,2.0,3.0,2.0,,,,,,
14994245,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,33.0,28.0,1.0,1.0,0.0,8.0,8.0,20.0,25.0,,1.0,,,,,90.0,64.0,6.9,17.0,216.49949799079,28.0,24.78,15.645,,7,0.34,0.38,-0.06,,,,,2.0,2.0,7.0,9.0,1.0,10.0,5.0,5.0,,,,4.0,2.0,,1.0,-0.68,2.0,,2.0,1.0,,1.0,,,,,,
14994245,home,Borussia Dortmund,Fábio Silva,fabio-silva,F. Silva,F,21,185,5311,M,fabio.silva,954076,EUR,1027036800,F,21,21,False,16.0,9.0,,,0.0,1.0,2.0,8.0,14.0,,,,,,,67.0,21.0,6.6,8.0,23.0381297466,5.0,6.09,3.78,,1,-0.07,0.2,-0.01,,,,,1.0,1.0,4.0,3.0,,1.0,1.0,1.0,,,,,1.0,,2.0,-0.03,,,,,4.0,,1.0,1.0,,,,
14994245,home,Borussia Dortmund,Carney Chukwuemeka,carney-chukwuemeka,C. Chukwuemeka,M,17,185,10388,M,chukwuemeka10,994556,EUR,1066608000,F,17,17,False,27.0,23.0,,,0.0,8.0,8.0,15.0,19.0,,3.0,,,,,67.0,40.0,6.6,9.0,38.936982669507,7.0,7.455,3.57,,0,0.18,0.08,0.13,,,,,,1.0,4.0,5.0,,5.0,4.0,,,,,3.0,,,,,,,,,3.0,,,,,,,
14994245,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9486,M,julianbrandt,226978,EUR,830995200,M,10,10,True,11.0,9.0,,,0.0,,,9.0,11.0,,,,,,,23.0,16.0,6.8,5.0,46.507774885459,6.0,3.36,9.555,,0,0.43,-0.51,0.0,,,,,2.0,,2.0,,,1.0,,,,,,1.0,,,2.0,,,,,1.0,1.0,,1.0,,,,,
14994245,home,Borussia Dortmund,Serhou Guirassy,serhou-guirassy,S. Guirassy,F,9,187,50480,M,guirassy19off,328027,EUR,826588800,F,9,9,True,6.0,3.0,,,0.0,,1.0,3.0,5.0,,1.0,,,,,23.0,11.0,6.5,6.0,3.7709734817418,1.0,3.255,3.255,,1,-0.04,0.06,-0.01,,,,,1.0,,2.0,,,,,,,,,,,,,0.15,,1.0,,,,2.0,,,,,,
14994245,home,Borussia Dortmund,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4892,M,,980628,EUR,1034812800,F,14,14,True,12.0,9.0,,,0.0,2.0,3.0,7.0,9.0,,1.0,,,,,23.0,25.0,6.6,7.0,16.842115191729,2.0,-7.98,3.57,,0,0.08,-0.06,0.16,,,,,3.0,,2.0,3.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,1.0,,2.0,,,,,,
14994245,home,Borussia Dortmund,Pascal Groß,pascal-gross,P. Groß,M,30,181,4700,M,pascalgross65,48480,EUR,676944000,M,13,13,True,17.0,14.0,1.0,1.0,0.0,2.0,3.0,12.0,14.0,,2.0,,,,,16.0,27.0,6.8,7.0,41.32172771509,8.0,-4.305,6.51,,0,0.2,-0.31,-0.05,,,,,6.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,,
14994245,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29095,M,rbens,577726,EUR,797990400,D,5,5,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,12.0,12.0,6.8,6.0,29.557585534922,4.0,21.84,16.59,,0,0.12,-0.08,0.0,,,,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
14994245,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,,138491,EUR,671500800,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
