match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_ownGoals,stat_totalOffside,stat_goals,player_sofascoreId
12448336,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,41.0,29.0,23.0,11.0,0.0,23.0,25.0,6.0,16.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,7.0,90.0,53.0,8.3,13.0,0.00069645,0,0.6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448336,home,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,D,7,7,False,36.0,28.0,5.0,2.0,0.0,14.0,16.0,14.0,22.0,4.0,6.0,,2.0,2.0,,,,90.0,59.0,6.8,13.0,0.229946,1,,True,2.0,3.0,2.0,8.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,0.03,,,,,,,,,,,,,,,,,
12448336,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181,296,M,1121401,EUR,1109289600,D,3,3,False,40.0,34.0,3.0,1.0,0.0,27.0,28.0,7.0,12.0,5.0,2.0,1.0,5.0,4.0,,,,90.0,50.0,6.7,7.0,0.00830916,0,,,,1.0,,3.0,1.0,,,2.0,,1.0,1.0,,Thijmen Blokzijl,,,,,,,,,,,,,,,,
12448336,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,False,69.0,58.0,8.0,3.0,0.0,40.0,42.0,18.0,29.0,9.0,6.0,2.0,4.0,4.0,,,,90.0,99.0,8.0,14.0,0.0158796,1,,,2.0,1.0,3.0,1.0,,,,9.0,5.0,1.0,,0.1031,,,1.0,1.0,2.0,,,,,,,,,,,,
12448336,home,FC Groningen,Finn Stam,finn-stam,F. Stam,D,3,188,79,M,1125984,EUR,1050192000,D,22,22,False,22.0,13.0,4.0,,1.0,9.0,13.0,5.0,10.0,3.0,4.0,,1.0,1.0,,,,90.0,37.0,7.0,11.0,0.0793988,0,,,1.0,1.0,2.0,1.0,,,,,2.0,,,,Finn Stam,,,2.0,,1.0,1.0,,,,,,,,,,
12448336,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,False,21.0,16.0,4.0,3.0,0.0,9.0,9.0,8.0,14.0,1.0,4.0,,,,,,,82.0,38.0,6.2,12.0,0.229952,0,,,2.0,,,7.0,1.0,4.0,,1.0,1.0,1.0,1.0,,Jorg Schreuders,,,,,1.0,1.0,2.0,1.0,,,,,,,,
12448336,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,27.0,24.0,1.0,,0.0,10.0,10.0,14.0,18.0,5.0,5.0,,2.0,2.0,,,,77.0,40.0,6.6,6.0,0.0364915,0,,,1.0,,,5.0,1.0,3.0,,2.0,1.0,1.0,3.0,,Stije Resink,,,1.0,1.0,,,,2.0,,,,,,,,
12448336,home,FC Groningen,Johan Hove,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,32.0,25.0,2.0,,0.0,15.0,16.0,11.0,21.0,2.0,3.0,,,,,,,90.0,46.0,6.9,12.0,0.157822,3,,,5.0,2.0,,5.0,1.0,,,,1.0,1.0,2.0,0.2538,,,2.0,,2.0,1.0,1.0,,,1.0,0.0377,,,,,,
12448336,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,14.0,10.0,1.0,,0.0,1.0,1.0,9.0,14.0,3.0,2.0,,1.0,1.0,,,,68.0,23.0,6.9,7.0,0.167422,1,,,1.0,1.0,,4.0,,1.0,,,,,1.0,0.0177,Luciano Valente,,1.0,,2.0,,2.0,1.0,,,,1.0,,,,,
12448336,home,FC Groningen,Romano Postema,romano-postema,R. Postema,F,9,175,255,M,992569,EUR,1013040000,F,29,29,False,11.0,7.0,,,0.0,1.0,2.0,6.0,10.0,2.0,1.0,,,,,,,77.0,19.0,6.5,8.0,0.0359923,0,,,1.0,1.0,,3.0,1.0,,,,,2.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,
