match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,player_firstName,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_totalOffside,player_lastName,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_errorLeadToAShot
12437743,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,31.0,26.0,8.0,3.0,0.0,25.0,27.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,90.0,41.0,7.0,6.0,0.00030087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437743,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,73.0,67.0,3.0,3.0,0.0,26.0,28.0,41.0,47.0,,2.0,,,,90.0,97.0,7.2,12.0,0.0195922,0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437743,home,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,False,57.0,52.0,4.0,3.0,0.0,38.0,39.0,14.0,18.0,2.0,1.0,,,,45.0,60.0,6.8,6.0,0.00853988,0,,,5.0,1.0,5.0,,,,,1.0,,1.0,True,,,,,,,,,,,,,,,,,,,,,
12437743,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,2,2,False,122.0,111.0,12.0,7.0,0.0,66.0,66.0,45.0,56.0,7.0,1.0,,,,90.0,133.0,7.8,11.0,0.012251,0,,2.0,4.0,2.0,5.0,,,1.0,1.0,,,,,Pau Cubarsí,1.0,,,,,,,,,,,,,,,,,,,
12437743,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,44.0,40.0,2.0,1.0,0.0,24.0,25.0,16.0,19.0,,2.0,,,,83.0,73.0,6.2,14.0,0.0267635,1,,,1.0,8.0,3.0,,4.0,,,3.0,1.0,1.0,,,,4.0,1.0,1.0,0.0069,,,,,,,,,,,,,,,
12437743,home,Barcelona,Pablo Gavi,gavi,Gavi,M,6,173,250088,M,Gavi,1103693,EUR,1091664000,M,6,6,False,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,,,,14.0,5.0,6.4,,0.0002443,0,,1.0,,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437743,home,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,26.0,25.0,,,0.0,12.0,12.0,13.0,14.0,,5.0,,,,45.0,27.0,6.6,1.0,0.00791563,0,,3.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12437743,home,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,82.0,70.0,8.0,6.0,0.0,24.0,30.0,46.0,53.0,,7.0,,,,90.0,101.0,8.2,15.0,0.0805383,1,1.0,,1.0,,11.0,,,1.0,,2.0,6.0,,,,,3.0,3.0,,0.0799,,1.0,0.1944,2.0,,,,,,,,,,,
12437743,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,F,19,19,False,35.0,23.0,3.0,,0.0,5.0,5.0,19.0,33.0,,,,,,90.0,73.0,7.9,28.0,0.340993,2,3.0,,,8.0,15.0,,1.0,1.0,1.0,4.0,3.0,1.0,,,,17.0,11.0,1.0,0.0474,,1.0,0.6331,3.0,1.0,1.0,,,,,,,,,
12437743,home,Barcelona,Robert Lewandowski,robert-lewandowski,R. Lewandowski,F,9,186,575097,M,Lewa,41789,EUR,588124800,F,9,9,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,1.0,1.0,,,,89.0,17.0,7.1,5.0,0.0267666,3,,5.0,2.0,6.0,3.0,,,,,2.0,1.0,1.0,,,,,,,0.6094,,1.0,0.8005,,,,1.0,2.0,1.0,1.0,,,,,
