match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_interceptionWon,player_sofascoreId,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_goalAssist,stat_punches,stat_clearanceOffLine,stat_penaltyWon
11396458,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,25.0,23.0,6.0,4.0,23.0,25.0,5.0,1.0,1.0,1.0,1.0,90.0,31.0,6.8,2.0,0.0,0.0,0.00010739,0,0.1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,118.0,111.0,9.0,6.0,80.0,83.0,7.0,,,,,90.0,132.0,7.4,7.0,0.0594,0.0,0.0371349,1,,31.0,35.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,,110.0,104.0,6.0,5.0,85.0,87.0,7.0,,,,,90.0,116.0,7.0,6.0,0.0,0.0,0.0127458,0,,19.0,23.0,1.0,3.0,1.0,3.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,,97.0,86.0,9.0,2.0,58.0,62.0,10.0,,,,,90.0,115.0,7.2,13.0,0.0849,0.0,0.010465,1,,28.0,35.0,3.0,1.0,4.0,6.0,,,,,5.0,,2.0,pachowilliam,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,M,24,24,False,,53.0,46.0,,,32.0,35.0,4.0,,,,,80.0,81.0,7.0,14.0,0.0579,0.0,0.152574,2,,16.0,22.0,,1.0,5.0,7.0,4.0,3.0,,,1.0,2.0,,,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,48.0,42.0,4.0,2.0,21.0,23.0,3.0,,,,,73.0,56.0,7.0,8.0,0.0,0.0,0.0141257,0,,21.0,25.0,,,,2.0,1.0,1.0,,,1.0,,1.0,,,,2.0,,,,,,,Hugo Larsson,,1.0,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,,59.0,51.0,4.0,3.0,29.0,29.0,8.0,,,,,90.0,74.0,7.8,10.0,0.2491,0.0,0.429018,1,,22.0,30.0,,2.0,2.0,3.0,1.0,1.0,,3.0,,,1.0,ellyes_skhiri,1.0,,,,,,,2.0,3.0,,,,1.0,1.0,,,,,,,,
11396458,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,31,31,False,,34.0,26.0,,,9.0,13.0,2.0,,,,,45.0,49.0,6.6,9.0,0.0,0.0,0.0921493,0,,19.0,23.0,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,,,,,,,
11396458,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,54.0,41.0,2.0,2.0,13.0,14.0,3.0,,,,,90.0,81.0,7.4,27.0,0.0,0.0,0.267817,0,,32.0,48.0,,,3.0,4.0,1.0,1.0,,,,3.0,,MarioGotze,,,4.0,,8.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,
11396458,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,F,26,26,False,,46.0,36.0,,,19.0,23.0,2.0,,,,,73.0,64.0,7.3,17.0,0.5715,0.1031,0.236488,4,,17.0,24.0,3.0,2.0,8.0,5.0,5.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,
