match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_ownGoals,stat_aerialLost,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_keyPass,stat_penaltyMiss,stat_penaltyWon,stat_shotOffTarget,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
10913378,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,26.0,18.0,15.0,7.0,17.0,21.0,1.0,5.0,6.0,2.0,4.0,90.0,35.0,7.2,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Collins Fai,collins-fai,C. Fai,D,,167.0,535,,336551,EUR,713664000,D,40,40,False,50.0,46.0,1.0,,21.0,23.0,25.0,29.0,5.0,,,90.0,69.0,7.1,9.0,0,True,2.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,False,39.0,31.0,6.0,,23.0,26.0,8.0,13.0,3.0,,,90.0,49.0,6.6,8.0,0,,,1.0,3.0,2.0,,,3.0,,1.0,1.0,,,2.0,Abdulkarim Al Sulaima,,1.0,1.0,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,D,30,30,False,57.0,55.0,5.0,4.0,46.0,47.0,9.0,10.0,7.0,,,90.0,71.0,7.7,2.0,1,,,1.0,1.0,2.0,1.0,1.0,4.0,4.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10913378,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,47.0,41.0,1.0,,27.0,31.0,14.0,18.0,8.0,,,90.0,73.0,6.7,10.0,0,,2.0,,5.0,4.0,,,3.0,3.0,4.0,3.0,2.0,,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,
10913378,home,Al Tai,Amir Saâyoud,amir-saayoud,A. Saâyoud,F,11,170.0,2347,M,309154,EUR,654652800,M,10,10,False,43.0,33.0,4.0,4.0,6.0,6.0,29.0,41.0,4.0,,,90.0,75.0,7.6,23.0,3,,4.0,1.0,10.0,8.0,9.0,6.0,,,1.0,1.0,3.0,,,,,,,2.0,1.0,,2.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,,,,,
10913378,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,False,57.0,54.0,,,35.0,38.0,19.0,19.0,2.0,,,90.0,66.0,6.7,5.0,0,,,,2.0,3.0,,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,
10913378,home,Al Tai,Mukhtar Ali,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,56.0,49.0,5.0,3.0,28.0,30.0,21.0,27.0,4.0,,,90.0,65.0,6.2,10.0,0,,1.0,,7.0,,1.0,,2.0,2.0,,,,,3.0,,,2.0,,,,,,,,1.0,,,,,,,,,,
10913378,home,Al Tai,Mohammed Harzan Mohsen,mohammed-harzan-mohsen,M. H. Mohsen,M,,167.0,4,M,868439,EUR,600566400,M,75,75,False,21.0,15.0,,,8.0,8.0,7.0,13.0,5.0,,,74.0,42.0,6.9,14.0,0,,,,7.0,9.0,8.0,4.0,,1.0,3.0,2.0,2.0,2.0,,Mohammed,Harzan Mohsen,1.0,,,,,,,,2.0,,,,1.0,,1.0,,,,
10913378,home,Al Tai,Dener,dener,Dener,M,8,185.0,74,M,243167,EUR,700444800,F,8,8,False,47.0,43.0,2.0,2.0,19.0,21.0,24.0,27.0,,,,90.0,56.0,6.7,7.0,0,,1.0,1.0,3.0,4.0,1.0,,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Guy Mbenza,guy-mbenza,G. Mbenza,F,9,182.0,384,M,979125,EUR,954547200,F,9,9,False,11.0,10.0,,,5.0,5.0,5.0,6.0,1.0,,,90.0,25.0,6.6,6.0,1,,,1.0,2.0,3.0,2.0,1.0,2.0,,,,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,
10913378,home,Al Tai,Abdullah Al-Jawaey,abdullah-al-jawaey,A. Al-Jawaey,M,11,173.0,18,M,868945,EUR,826329600,M,27,27,True,6.0,5.0,,,3.0,3.0,2.0,4.0,1.0,,,16.0,8.0,6.1,2.0,0,,1.0,,3.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
10913378,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,D,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Nawaf Al Qamiri,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175.0,4,M,1633371,EUR,991872000,M,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Abdulaziz Al Harabi,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Mohammed Alqunayan,mohammed-al-qunaian,M. Alqunayan,M,,168.0,6,M,970910,EUR,915840000,M,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Abdulwahab Jafar,abdulwahab-jafar,A. Jafar,M,,175.0,6,M,817951,EUR,748051200,M,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Abdulwahab,Jafar,,,,,,,,,,,,,,,,,,,
10913378,home,Al Tai,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,32,32,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913378,away,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,18.0,11.0,7.0,1.0,10.0,13.0,1.0,5.0,3.0,1.0,1.0,90.0,19.0,5.4,7.0,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,
10913378,away,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,D,8,8,False,50.0,41.0,1.0,1.0,10.0,10.0,31.0,41.0,3.0,,,67.0,76.0,7.4,14.0,0,,1.0,,2.0,9.0,1.0,1.0,,1.0,7.0,5.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,
10913378,away,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,48.0,45.0,4.0,4.0,19.0,21.0,26.0,28.0,2.0,,,90.0,56.0,6.6,5.0,0,,1.0,,1.0,3.0,,,1.0,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
10913378,away,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,43.0,39.0,7.0,5.0,26.0,28.0,13.0,15.0,5.0,,,90.0,52.0,6.8,4.0,0,True,,,,2.0,,,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10913378,away,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,40.0,32.0,3.0,,19.0,22.0,13.0,18.0,4.0,,,90.0,49.0,6.1,10.0,4,,,1.0,3.0,1.0,,,1.0,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,,,
10913378,away,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,3,3,False,44.0,40.0,1.0,1.0,12.0,13.0,30.0,34.0,2.0,,,90.0,62.0,6.7,6.0,0,,3.0,2.0,3.0,4.0,1.0,,,1.0,2.0,1.0,,,,,,1.0,,,,,1.0,,2.0,,1.0,,,2.0,,,,,,
10913378,away,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,46.0,38.0,2.0,1.0,8.0,8.0,32.0,43.0,7.0,,,85.0,74.0,6.9,19.0,4,,5.0,,6.0,7.0,6.0,4.0,,,1.0,1.0,3.0,2.0,,,,1.0,,2.0,,,,,2.0,3.0,,2.0,,4.0,,,2.0,1.0,,
10913378,away,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,28.0,24.0,8.0,5.0,14.0,15.0,10.0,13.0,6.0,,,41.0,33.0,6.5,6.0,0,,,,4.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0
10913378,away,Al-Fayha,Paulinho Paula,paulinho-paula,Paulinho,M,18,173.0,1795,M,879902,EUR,852681600,M,18,18,False,51.0,46.0,5.0,3.0,12.0,13.0,34.0,38.0,9.0,,,90.0,71.0,6.8,9.0,3,,,,7.0,8.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,4.0,,,,,1.0,,,,,,2.0,1.0,,,1.0,,,
10913378,away,Al-Fayha,Aleksandar Trajkovski,aleksandar-trajkovski,A. Trajkovski,F,7,179.0,729,M,60184,EUR,715651200,M,7,7,False,21.0,16.0,1.0,1.0,6.0,6.0,11.0,16.0,4.0,,,67.0,30.0,6.4,8.0,1,,1.0,,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,,
10913378,away,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,F,9,9,False,48.0,40.0,4.0,1.0,10.0,11.0,34.0,43.0,2.0,,,90.0,68.0,7.3,15.0,2,,6.0,,6.0,2.0,2.0,,,1.0,,,1.0,2.0,1.0,,,,,1.0,,,2.0,,4.0,1.0,2.0,,,2.0,,,1.0,1.0,,
10913378,away,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,50.0,49.0,3.0,3.0,13.0,14.0,36.0,36.0,2.0,,,49.0,58.0,6.9,3.0,0,,,,3.0,1.0,3.0,1.0,,1.0,,,,,1.0,Saud Zidan,,,,,,,,,,,,,,2.0,,,,,,
