match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goalAssist,stat_shotOffTarget,stat_bigChanceMissed,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369459,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,24.0,20.0,8.0,4.0,19.0,22.0,1.0,2.0,5.0,1.0,90.0,30.0,6.4,4.0,0.00010789,0,-0.6256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369459,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,,70.0,63.0,3.0,2.0,39.0,40.0,24.0,31.0,6.0,,90.0,82.0,7.0,10.0,0.0079062,0,,1.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11369459,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,,75.0,61.0,9.0,4.0,51.0,55.0,10.0,20.0,7.0,,90.0,80.0,6.6,15.0,0.00635176,0,,,,7.0,1.0,7.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369459,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,False,,38.0,33.0,2.0,1.0,22.0,24.0,11.0,15.0,9.0,,90.0,57.0,8.0,7.0,0.00704946,1,,1.0,1.0,3.0,3.0,8.0,,3.0,1.0,4.0,4.0,1.0,2.0,,,,1.0,1.0,1.0,0.086,0.4104,,,,,,,,,,,,,,,,,
11369459,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,,18.0,15.0,,,13.0,15.0,3.0,6.0,3.0,,58.0,26.0,7.1,5.0,0.0911271,0,,3.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
11369459,home,Atlético Madrid,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,arthurvermeeren,1149127,EUR,1107734400,M,18,18,False,,26.0,19.0,,,15.0,18.0,4.0,8.0,3.0,,45.0,35.0,6.6,10.0,0.00237285,0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,Arthur Vermeeren,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,
11369459,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,24,24,False,,41.0,38.0,3.0,1.0,27.0,28.0,11.0,13.0,4.0,,90.0,61.0,6.9,9.0,0.00583246,1,,,,,2.0,7.0,,3.0,1.0,1.0,,1.0,1.0,,,1.0,,,,0.0319,,,,,,3.0,5.0,5.0,1.0,,,,,,,,,
11369459,home,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,Saul,116955,EUR,785376000,M,8,8,False,,28.0,19.0,3.0,1.0,10.0,12.0,9.0,16.0,4.0,,69.0,42.0,6.7,11.0,0.004769,0,,,1.0,2.0,6.0,6.0,,4.0,,3.0,2.0,1.0,3.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11369459,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,M,17,17,False,,21.0,17.0,1.0,1.0,11.0,11.0,8.0,13.0,4.0,,58.0,40.0,7.0,11.0,0.202938,0,,3.0,1.0,1.0,7.0,4.0,1.0,,,1.0,1.0,1.0,,,,4.0,1.0,,,,,2.0,1.0,2.0,1.0,4.0,2.0,1.0,,1.0,,,,,,,,
11369459,home,Atlético Madrid,Memphis Depay,memphis-depay,M. Depay,F,10,176,76320,M,Memphis,138833,EUR,761097600,F,9,9,False,,23.0,15.0,1.0,1.0,6.0,6.0,9.0,17.0,5.0,,90.0,40.0,7.2,16.0,0.013723,3,,,1.0,,6.0,5.0,1.0,,,1.0,,3.0,1.0,,,,,1.0,1.0,0.5062,0.9289,,,3.0,1.0,2.0,4.0,1.0,1.0,,1.0,,,,,,,
11369459,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,,8.0,7.0,,,4.0,4.0,3.0,7.0,3.0,,58.0,23.0,6.3,11.0,0.00245999,1,,3.0,,,3.0,3.0,3.0,,,,,3.0,,,,,,1.0,,0.2228,0.1897,,,1.0,,4.0,,,,,,1.0,,,,,,
11369459,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,True,,22.0,19.0,2.0,1.0,6.0,6.0,13.0,20.0,2.0,,45.0,45.0,6.9,12.0,0.00958217,0,,4.0,,1.0,2.0,4.0,,2.0,,3.0,3.0,,1.0,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,
11369459,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,F,12,12,True,,19.0,16.0,1.0,,5.0,5.0,11.0,14.0,3.0,,32.0,28.0,6.7,5.0,0.0293236,1,,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,0.1641,,,,,,1.0,1.0,,1.0,,,,,,,,,
11369459,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,True,,27.0,18.0,3.0,1.0,9.0,11.0,9.0,17.0,3.0,,32.0,34.0,7.1,12.0,0.0255053,0,,1.0,,,,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,2.0,2.0,,,,,1.0,,,,,
