match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,captain,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_outfielderBlock,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11352609,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,16.0,9.0,12.0,6.0,5.0,6.0,4.0,10.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,4.0,1.0,90.0,31.0,7.5,7.0,0.00018647,0,0.3048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352609,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,29.0,21.0,6.0,1.0,11.0,14.0,12.0,19.0,,1.0,1.0,5.0,1.0,,,,,90.0,50.0,7.3,14.0,0.295933,2,,,,1.0,4.0,2.0,1.0,1.0,1.0,2.0,0.1368,0.0673,1.0,,,,,,,,,,,,,,,,,,,
11352609,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,829022,EUR,881798400,D,15,15,False,24.0,18.0,6.0,2.0,10.0,13.0,8.0,11.0,2.0,2.0,2.0,3.0,,,,,,90.0,31.0,6.7,6.0,0.00148733,1,,,,,,,,,1.0,,0.3599,,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
11352609,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,139227,EUR,783216000,D,4,4,False,17.0,12.0,5.0,,10.0,10.0,2.0,7.0,,1.0,5.0,2.0,,,,,,90.0,25.0,6.5,5.0,0.00064304,0,,,,,,,,,,,,,,,,1.0,,True,1.0,1.0,,,,,,,,,,,,
11352609,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,155997,EUR,775872000,D,33,33,False,25.0,21.0,3.0,1.0,10.0,12.0,11.0,15.0,,,1.0,6.0,,,,,,84.0,39.0,6.5,9.0,0.0330422,0,,,,,2.0,,,,,1.0,,,,,4.0,,1.0,,,,3.0,1.0,,,,,,,,,,
11352609,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,34.0,32.0,6.0,5.0,21.0,21.0,11.0,13.0,1.0,4.0,3.0,10.0,1.0,,,,,90.0,58.0,7.1,5.0,0.00903539,0,,,,,,,,,,1.0,,,,2.0,5.0,1.0,1.0,,2.0,1.0,1.0,1.0,EdsonAlvarez19,1.0,,,,,,,,
11352609,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,False,27.0,20.0,8.0,5.0,11.0,13.0,9.0,14.0,3.0,7.0,6.0,6.0,3.0,,,,,90.0,47.0,7.2,9.0,0.0153925,1,,,,,,,,1.0,,,0.4109,,,2.0,5.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,
11352609,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,15.0,11.0,,,7.0,7.0,6.0,14.0,1.0,6.0,1.0,3.0,,,,,,90.0,31.0,6.7,11.0,0.394261,0,,,,,6.0,2.0,,,,,,,3.0,2.0,9.0,,1.0,,3.0,2.0,3.0,,jarrodbowen,,5.0,2.0,2.0,,,,,
11352609,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,35.0,25.0,5.0,4.0,10.0,11.0,16.0,27.0,1.0,5.0,1.0,2.0,2.0,,,,,84.0,53.0,7.5,15.0,0.15987,4,,,,,3.0,1.0,,2.0,1.0,1.0,0.2551,0.247,2.0,,3.0,1.0,1.0,,2.0,1.0,1.0,,Paqueta,1.0,,,1.0,1.0,,,,
11352609,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,24.0,22.0,,,11.0,11.0,11.0,16.0,,6.0,1.0,5.0,4.0,,,,,90.0,48.0,6.8,13.0,0.192629,2,,,,,3.0,,,2.0,,3.0,0.1395,,1.0,,8.0,,1.0,,,,2.0,,Kudus,2.0,5.0,2.0,1.0,,,,,
