match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_lastManTackle,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside
11396344,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,33.0,16.0,23.0,6.0,12.0,16.0,4.0,17.0,11.0,1.0,1.0,5.0,6.0,1.0,90.0,45.0,7.3,18.0,0.00135541,0,1.8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396344,home,FC Augsburg,Kevin Mbabu,kevin-mbabu,K. Mbabu,D,43,184,780,M,227900,EUR,798249600,D,43,43,False,23.0,18.0,2.0,2.0,7.0,9.0,13.0,19.0,6.0,,1.0,,,,89.0,52.0,7.1,17.0,0.206251,1,,5.0,2.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0282,2.0,,,,,,,,,,,,,,,
11396344,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,37.0,29.0,10.0,7.0,15.0,16.0,14.0,21.0,10.0,,1.0,,,,90.0,48.0,7.1,9.0,0.0369782,0,,,,,3.0,1.0,,,,,,3.0,,3.0,1.0,,1.0,,2.0,2.0,,,,,,,,,,,,,,
11396344,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,49.0,41.0,5.0,1.0,31.0,33.0,10.0,17.0,4.0,,,,,,90.0,65.0,7.0,9.0,0.00496852,0,,1.0,,4.0,6.0,5.0,,,,,,8.0,1.0,4.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,
11396344,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,34.0,30.0,3.0,3.0,17.0,17.0,14.0,19.0,7.0,,,,,,90.0,59.0,7.7,10.0,0.37615,2,,2.0,1.0,,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,0.0668,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11396344,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,26.0,19.0,1.0,1.0,6.0,7.0,14.0,21.0,7.0,,1.0,,,,90.0,41.0,6.5,12.0,0.0338259,1,,2.0,1.0,,8.0,2.0,2.0,3.0,1.0,,,1.0,,2.0,1.0,1.0,2.0,0.0232,,1.0,,1.0,1.0,,,,,,,,,,,
11396344,home,FC Augsburg,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,40.0,35.0,5.0,3.0,23.0,24.0,12.0,16.0,11.0,,2.0,,,,90.0,58.0,7.2,7.0,0.0178602,2,,,,1.0,4.0,4.0,2.0,,,,2.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0619,,1.0,,,,,,,,,,,,,,
11396344,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,M,24,24,False,25.0,18.0,2.0,1.0,3.0,3.0,17.0,31.0,3.0,,,,,,89.0,47.0,7.3,15.0,0.108981,1,,9.0,2.0,1.0,5.0,4.0,,2.0,2.0,,,,,1.0,1.0,1.0,1.0,0.0719,2.0,3.0,,1.0,1.0,,,,,,,,,,,
11396344,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,M,9,9,False,19.0,10.0,,,1.0,4.0,9.0,15.0,1.0,,3.0,,,,77.0,36.0,7.1,16.0,0.00978015,5,,,,,8.0,2.0,2.0,3.0,1.0,,2.0,,,,,,1.0,0.6884,1.0,1.0,,2.0,2.0,,1.0,,,e.demirovic29,True,1.0,1.0,1.0,0.8457,
11396344,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,15.0,11.0,1.0,,5.0,6.0,6.0,10.0,2.0,,,,,,69.0,28.0,6.9,6.0,0.00836124,2,,1.0,,1.0,3.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0552,,,,,1.0,,1.0,,,,,,,,,
