match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,captain,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_totalCross,stat_aerialLost,stat_accurateCross,stat_wasFouled,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_punches,stat_errorLeadToAShot
11368617,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,26.0,24.0,17.0,15.0,0.0,16.0,16.0,8.0,10.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,90.0,40.0,7.6,3.0,0.00159203,0,0.2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,43.0,40.0,3.0,3.0,0.0,29.0,31.0,11.0,12.0,,3.0,4.0,4.0,,,,,,79.0,55.0,6.8,4.0,0.0135005,0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Sergio Ramos,,,sergio-ramos,S. Ramos,D,93,184,68934,M,10710,EUR,512524800,D,4,4,False,45.0,42.0,13.0,12.0,0.0,32.0,34.0,10.0,11.0,,3.0,,8.0,,,,,,90.0,53.0,7.2,3.0,0.00690545,1,,1.0,,1.0,1.0,1.0,2.0,,,SergioRamos,True,1.0,1.0,2.0,1.0,1.0,0.0356,,,,,,,,,,,,,,
11368617,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,2,2,False,28.0,23.0,4.0,2.0,0.0,19.0,21.0,4.0,8.0,,1.0,2.0,2.0,,,,,,45.0,38.0,6.6,7.0,0.197051,0,,3.0,1.0,,,4.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
11368617,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,M,26,26,False,40.0,34.0,1.0,,0.0,19.0,22.0,16.0,25.0,,4.0,1.0,2.0,,,,,,90.0,58.0,6.8,12.0,0.0198418,0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,7.0,,1.0,1.0,,,,,,,,,,
11368617,home,Sevilla,Boubakary Soumaré,,,boubakary-soumare,B. Soumaré,M,34,188,1043,M,887581,EUR,920073600,M,24,24,False,43.0,40.0,4.0,3.0,1.0,21.0,21.0,19.0,22.0,,5.0,,1.0,,,,,,90.0,52.0,7.7,4.0,0.209062,0,,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,3.0,,,,,,2.0,1.0,,,,,,,,,
11368617,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,42,42,False,30.0,27.0,3.0,3.0,0.0,14.0,15.0,14.0,16.0,1.0,4.0,,5.0,,,,,,79.0,36.0,7.0,3.0,0.0792863,1,,2.0,,,,,3.0,,3.0,,,1.0,,3.0,2.0,,0.2511,1.0,,1.0,,,1.0,,,,,,,,
11368617,home,Sevilla,Adrià Pedrosa,,,adria-pedrosa,A. Pedrosa,D,3,176,847,M,928672,EUR,895017600,M,3,3,False,34.0,29.0,3.0,1.0,0.0,21.0,23.0,11.0,18.0,,3.0,,5.0,,,,,,90.0,49.0,7.7,9.0,0.17613,2,,3.0,2.0,,,,2.0,,3.0,,,,,2.0,,,0.0503,7.0,1.0,3.0,1.0,2.0,,2.0,0.135,,,,,,
11368617,home,Sevilla,Lucas Ocampos,,,lucas-ocampos,L. Ocampos,M,29,187,3431,M,155702,EUR,773884800,F,5,5,False,49.0,39.0,2.0,1.0,0.0,15.0,16.0,25.0,38.0,,4.0,,8.0,,,,,,90.0,68.0,7.3,18.0,0.341477,1,,2.0,1.0,,,2.0,1.0,2.0,3.0,Locampos15,,,,1.0,,,0.205,5.0,,1.0,3.0,1.0,1.0,1.0,0.1946,1.0,,,,,
11368617,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,F,11,11,False,17.0,17.0,1.0,1.0,0.0,6.0,6.0,12.0,14.0,,3.0,,2.0,,,,,,79.0,36.0,5.9,10.0,0.0600442,4,,8.0,1.0,3.0,,,1.0,2.0,,DLukebakio,,2.0,,,1.0,,0.3381,3.0,1.0,1.0,2.0,,1.0,1.0,0.0312,2.0,1.0,1.0,,,
11368617,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,846470,EUR,865123200,F,15,15,False,11.0,10.0,,,0.0,4.0,4.0,6.0,7.0,1.0,2.0,2.0,1.0,,,,,,89.0,21.0,7.6,3.0,0.0220705,4,,2.0,,1.0,1.0,,,2.0,,ennesyri15,,3.0,,,,,0.4812,,2.0,,,,,1.0,0.3277,,,1.0,1.0,,
11368617,home,Sevilla,Marcão,,,marcao,Marcão,D,23,185,1053,M,840951,EUR,833932800,D,23,23,True,14.0,11.0,3.0,1.0,0.0,7.0,8.0,4.0,6.0,,1.0,4.0,1.0,,,,,,45.0,21.0,6.6,3.0,0.0024611,0,,1.0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,M,6,6,True,8.0,8.0,,,0.0,4.0,4.0,4.0,4.0,,,,1.0,,,,,,11.0,8.0,6.6,,0.00121198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Manu Bueno,,,bueno-manu,M. Bueno,M,28,178,222,M,1142094,EUR,1090886400,M,28,28,True,7.0,6.0,,,0.0,5.0,5.0,1.0,2.0,,,,,,,,,,11.0,12.0,6.5,3.0,0.00083683,1,,1.0,,,,,,1.0,,,,1.0,,,,,0.0321,,,,,,,,,1.0,,,,,
11368617,home,Sevilla,Mariano Díaz,,,mariano-diaz,M. Díaz,F,9,180,3953,M,175753,EUR,744163200,F,12,12,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,,,,1.0,,,,,,11.0,9.0,6.9,2.0,0.00105576,1,,,,,,,,1.0,,,,,,,,,0.0724,,,,,,,1.0,0.3027,,,,,,
11368617,home,Sevilla,Alejo Véliz,Alejo Veliz,,alejo-veliz,A. Véliz,F,9,187,3243,M,1116987,EUR,1063929600,F,10,10,True,,,,,0.0,,,,,1.0,2.0,,,,,,,,1.0,2.0,,1.0,,0,,1.0,,,,,1.0,1.0,,aleeveliz,,,,,2.0,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Marko Dmitrović,,,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368617,home,Sevilla,Darío Benavides,,,dario-benavides,D. Benavides,D,19,178,45,M,1142092,EUR,1042329600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
