match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,injury,length
11388384,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,
11388384,,4.0,0.0,,86,,,5,,,goal,penalty,182510604.0,True,penalty,856739.0,Lutsharel Geertruida,,
11388384,,,,,82,,,9,,,substitution,,122720283.0,False,regular,,,False,
11388384,,,,,82,,,9,,,substitution,,122720284.0,False,regular,,,False,
11388384,,,,,79,,,12,,,substitution,,122720281.0,True,regular,,,False,
11388384,,,,,79,,,12,,,substitution,,122720282.0,False,regular,,,False,
11388384,,,,,79,,,12,,,substitution,,122720280.0,True,regular,,,False,
11388384,,3.0,0.0,,75,,,16,,,goal,,182509969.0,True,regular,807771.0,Dávid Hancko,,
11388384,,,,,68,,,23,,,substitution,,122720167.0,True,regular,,,False,
11388384,,2.0,0.0,,63,,,28,,,goal,,182509565.0,True,regular,794968.0,Ondrej Lingr,,
11388384,,,,,60,,,31,,,substitution,,122720122.0,True,regular,,,False,
11388384,,,,,60,,,31,,,substitution,,122720121.0,True,regular,,,False,
11388384,,1.0,0.0,,48,,,43,,,goal,,182508772.0,True,regular,121588.0,Gernot Trauner,,
11388384,,,,,46,,,45,,,substitution,,122720019.0,False,regular,,,False,
11388384,HT,0.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,
11388384,,,,,45,0.0,,1,,,injuryTime,,,,,,,,4.0
11388384,,,,,21,,,25,,,substitution,,122719808.0,False,injury,,,True,
