match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_penaltyConceded,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
12501548,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,56.0,48.0,11.0,3.0,0.0,47.0,47.0,1.0,9.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,90.0,62.0,7.4,8.0,0.00368435,0,0.8773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,31.0,25.0,3.0,1.0,1.0,15.0,17.0,10.0,15.0,,4.0,1.0,6.0,,,,,,90.0,54.0,7.2,12.0,0.167222,0,,dilorenzo22,True,1.0,3.0,7.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,67.0,63.0,5.0,3.0,0.0,50.0,51.0,13.0,16.0,3.0,3.0,3.0,4.0,,,,,,90.0,73.0,6.9,5.0,0.00840225,0,,,,,1.0,2.0,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,52.0,48.0,1.0,1.0,0.0,37.0,39.0,11.0,13.0,4.0,8.0,6.0,3.0,,,,,,90.0,68.0,7.2,4.0,0.00336047,0,,,,,4.0,4.0,,,,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,D,17,17,False,43.0,37.0,2.0,,0.0,22.0,25.0,15.0,19.0,,3.0,5.0,1.0,,,,,,90.0,62.0,6.6,8.0,0.0104236,0,,,,1.0,1.0,5.0,3.0,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,36.0,29.0,1.0,,0.0,16.0,18.0,13.0,18.0,1.0,2.0,,5.0,,,,,,65.0,43.0,6.9,9.0,0.00975652,2,,anguiss_29,,,,2.0,,1.0,,,,,,,,,2.0,1.0,1.0,1.0,0.053,0.1079,,,,,,,,,,,,,,
12501548,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,53.0,50.0,3.0,2.0,0.0,37.0,39.0,13.0,14.0,,,2.0,1.0,,,,,,81.0,57.0,6.7,3.0,0.0111189,0,,StanLobotka,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,6,6,False,55.0,47.0,3.0,1.0,1.0,34.0,36.0,13.0,19.0,,,1.0,2.0,,,,,,90.0,58.0,6.8,9.0,0.0575387,0,,billygilmour,,,1.0,4.0,,1.0,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
12501548,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,37.0,29.0,4.0,1.0,0.0,12.0,13.0,17.0,27.0,,3.0,1.0,4.0,,,,,,85.0,54.0,7.7,14.0,0.100451,3,,,,3.0,,2.0,,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,0.2991,0.799,,2.0,1.0,,,,,,,,,,,
12501548,home,Napoli,Romelu Lukaku,romelu-lukaku,R. Lukaku,F,9,191,56823,M,78893,EUR,737251200,F,11,11,False,12.0,10.0,2.0,2.0,0.0,3.0,3.0,7.0,9.0,2.0,3.0,,,,,,,,85.0,22.0,7.0,7.0,0.00985231,1,,RLukaku,,,2.0,7.0,,3.0,,,1.0,,1.0,,1.0,,1.0,,,1.0,0.4478,0.4507,,,1.0,,,,,,,,,,,
12501548,home,Napoli,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,False,33.0,29.0,,,0.0,9.0,11.0,21.0,25.0,,1.0,,4.0,,,,,,85.0,47.0,6.8,11.0,0.13231,1,,davidneres,,3.0,,2.0,1.0,,,,,,4.0,1.0,1.0,1.0,1.0,,1.0,,0.0381,,,,,,,1.0,,,,,,,,
12501548,home,Napoli,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,15,15,True,11.0,9.0,,,0.0,6.0,7.0,3.0,4.0,1.0,3.0,,,,,,,,25.0,17.0,6.3,3.0,0.00152698,0,,,,,,2.0,,,1.0,2.0,2.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,
12501548,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185,2485,M,108484,EUR,676512000,D,5,5,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,1.0,,,,,,,9.0,3.0,6.3,1.0,9.89e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,D,30,30,True,,,,,0.0,,,,,,5.0,,,,,,,,10.0,7.0,7.1,,,1,,,,,,,,,,,3.0,,,,,,2.0,2.0,,,0.1256,,,1.0,,,,,,,,,,,,
12501548,home,Napoli,Giovanni Simeone,giovanni-simeone,G. Simeone,F,18,179,9782,M,341143,EUR,804902400,F,18,18,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,10.0,5.0,7.0,,0.0768978,0,,simeonegiovanni,,,1.0,1.0,,,1.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1937,M,877037,EUR,959299200,F,26,26,True,1.0,1.0,,,0.0,,,1.0,1.0,,2.0,,1.0,,,,,,10.0,3.0,6.6,,0.00223579,0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
12501548,home,Napoli,Claudio Turi,turi-claudio,C. Turi,G,55,188,334,M,1175874,EUR,1115337600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501548,home,Napoli,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
