match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,stat_aerialLost,stat_penaltyConceded,stat_wasFouled,stat_fouls,player_lastName,captain,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_accurateCross,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_lastManTackle,stat_goalAssist,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated
11453184,home,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,23,23,False,28.0,22.0,10.0,6.0,20.0,23.0,2.0,5.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,1.0,90.0,36.0,7.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453184,home,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176,21,M,818563,EUR,829785600,D,39,39,False,79.0,61.0,10.0,3.0,28.0,34.0,33.0,46.0,2.0,,1.0,9.0,,,,,,90.0,99.0,6.5,25.0,0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453184,home,Al-Khaleej,Naif Masoud,naif-masoud,N. Masoud,D,6,177,22,M,1798265,EUR,984009600,D,88,88,False,49.0,42.0,5.0,,28.0,32.0,14.0,17.0,2.0,,3.0,7.0,,,,,,81.0,58.0,6.0,8.0,0,,1.0,6.0,2.0,2.0,1.0,1.0,,,Naif Masoud,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
11453184,home,Al-Khaleej,Lisandro López,lisandro-lopez,L. López,D,17,187,201,M,174377,EUR,620611200,D,4,4,False,76.0,65.0,9.0,4.0,36.0,39.0,29.0,37.0,6.0,2.0,,8.0,,,,,,89.0,88.0,6.6,13.0,1,,,3.0,2.0,1.0,1.0,,,,Lisandro,2.0,,1.0,,López,True,1.0,1.0,1.0,,,,,,,,,,,
11453184,home,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172,204,M,190139,EUR,790819200,D,5,5,False,55.0,47.0,2.0,1.0,20.0,21.0,31.0,44.0,7.0,1.0,1.0,7.0,,,,,,90.0,89.0,7.5,21.0,0,10.0,1.0,4.0,,,2.0,2.0,5.0,3.0,,3.0,,1.0,2.0,,,1.0,,1.0,4.0,2.0,,,,,,,,,
11453184,home,Al-Khaleej,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170,210,M,1533745,EUR,991440000,M,18,18,False,28.0,27.0,1.0,1.0,9.0,9.0,18.0,19.0,5.0,1.0,,3.0,,,,,,65.0,37.0,6.7,5.0,1,,1.0,3.0,,,2.0,2.0,3.0,,Abduleallah Hawsawi,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
11453184,home,Al-Khaleej,Woo-Young Jung,woo-young-jung,W. Jung,M,5,186,181,M,147128,EUR,629596800,M,55,55,False,92.0,85.0,9.0,7.0,38.0,40.0,47.0,52.0,3.0,2.0,1.0,5.0,,,,,,90.0,100.0,7.2,7.0,1,,2.0,5.0,,,2.0,2.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,
11453184,home,Al-Khaleej,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,204,M,190171,EUR,796521600,M,8,8,False,50.0,43.0,4.0,2.0,20.0,20.0,23.0,31.0,8.0,,,5.0,,,,,,89.0,67.0,6.9,11.0,1,1.0,3.0,9.0,5.0,3.0,1.0,,1.0,,,2.0,,2.0,4.0,,,,1.0,2.0,,,,,,,,,,,
11453184,home,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180,366,M,190065,EUR,774921600,F,7,7,False,31.0,26.0,,,11.0,12.0,15.0,23.0,5.0,3.0,,3.0,,,,,,90.0,45.0,7.1,11.0,1,4.0,,3.0,4.0,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
11453184,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184,13085,M,918784,EUR,823392000,F,9,9,False,10.0,10.0,1.0,1.0,3.0,3.0,7.0,7.0,5.0,1.0,1.0,1.0,,,,,,90.0,24.0,7.2,4.0,3,,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,,2.0,,2.0,1.0,,,1.0,1.0,,,,1.0,,,mohamed_shereif19,1.0,1.0,1.0,1.0,
