match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_wasFouled,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_interceptionWon,stat_shotOffTarget,stat_clearanceOffLine,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_totalCross,captain,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed
12499274,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,21.0,16.0,15.0,10.0,0.0,9.0,9.0,7.0,12.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,90.0,27.0,7.4,6.0,0.00427741,0,0.8188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,31.0,25.0,6.0,4.0,0.0,19.0,21.0,6.0,10.0,4.0,3.0,,,,,,90.0,38.0,6.6,6.0,0.00325239,0,,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,25.0,17.0,8.0,4.0,0.0,9.0,11.0,8.0,14.0,11.0,2.0,,,,,,90.0,42.0,7.0,9.0,0.00530458,0,,3.0,3.0,7.0,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,False,30.0,20.0,3.0,,0.0,10.0,11.0,10.0,19.0,6.0,3.0,,,,,,75.0,39.0,6.7,10.0,0.00254341,0,,,4.0,3.0,5.0,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,21.0,15.0,1.0,1.0,0.0,8.0,9.0,7.0,12.0,3.0,2.0,,,,,,90.0,42.0,7.5,9.0,0.00818233,1,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.032,,,,,,,,,,,,,,,,
12499274,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,20.0,14.0,4.0,1.0,0.0,8.0,11.0,6.0,9.0,4.0,3.0,,,,,,90.0,34.0,6.8,6.0,0.0437342,0,,3.0,1.0,5.0,5.0,1.0,1.0,1.0,,3.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,
12499274,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,21.0,18.0,3.0,2.0,0.0,7.0,9.0,11.0,12.0,,4.0,,,,,,66.0,40.0,7.0,9.0,0.00643245,1,,3.0,2.0,8.0,7.0,,3.0,1.0,,1.0,1.0,5.0,3.0,1.0,,0.0154,,5.0,4.0,,,,,,,,,,,,,
12499274,home,Udinese,Hassane Kamara,,,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,M,11,11,False,27.0,17.0,4.0,,0.0,7.0,11.0,10.0,18.0,1.0,,,,,,,68.0,45.0,6.1,16.0,0.00582889,0,,,1.0,3.0,6.0,,2.0,,,4.0,2.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,,,,,
12499274,home,Udinese,Florian Thauvin,,,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,10,10,False,16.0,12.0,1.0,,1.0,7.0,7.0,7.0,17.0,,2.0,,,,,,76.0,34.0,8.3,14.0,0.145657,2,,,,3.0,3.0,1.0,,,,2.0,2.0,1.0,,1.0,,0.3302,2.0,2.0,,8.0,True,2.0,1.0,1.0,1.0,1.0,1.0,0.696,,,,
12499274,home,Udinese,Brenner,,,brenner,Brenner,F,20,176,2858,M,884980,EUR,947980800,F,22,22,False,17.0,16.0,3.0,3.0,0.0,7.0,8.0,9.0,10.0,1.0,3.0,,,,,,66.0,28.0,7.2,3.0,0.00508735,1,,1.0,,2.0,3.0,1.0,,,,1.0,1.0,,,,,0.2054,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,0.2332,,,,
12499274,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,17.0,12.0,,,0.0,6.0,7.0,6.0,10.0,2.0,3.0,,,,,,83.0,27.0,7.5,8.0,0.00425459,2,,1.0,2.0,3.0,5.0,2.0,1.0,,,1.0,1.0,2.0,,,,0.234,1.0,1.0,,,,,,,1.0,1.0,1.0,0.6829,1.0,,,
12499274,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,,24.0,5.0,6.4,2.0,0.0007631,0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,,2.0,,,,,,24.0,9.0,6.4,3.0,0.00392752,1,,,,3.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,0.0311,,,,,,,,,,,,,,,,
12499274,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,True,5.0,4.0,1.0,1.0,0.0,4.0,4.0,,2.0,,,,,,,,14.0,10.0,6.1,4.0,0.0001545,0,,,,3.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,
12499274,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,True,,,,,0.0,,,,,1.0,,,,,,,15.0,1.0,6.3,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Keinan Davis,,,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,2.0,,,,,,15.0,9.0,6.6,5.0,0.00041838,0,,,1.0,2.0,3.0,1.0,,,,,,1.0,,,,,,2.0,1.0,,,,1.0,,,,,,,,,
12499274,home,Udinese,Marco Silvestri,,,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Daniele Padelli,,,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,James Abankwah,,,james-abankwah,J. Abankwah,D,25,188,423,M,1127232,EUR,1074211200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499274,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
