match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_interceptionWon,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_fouls,stat_dispossessed,captain,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_punches,player_sofascoreId,stat_penaltyConceded,stat_hitWoodwork
14053805,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1341,M,1145999,EUR,1088726400,G,1,1,False,27.0,18.0,12.0,3.0,0.0,16.0,16.0,2.0,11.0,5.0,1.0,1.0,1.0,90.0,31.0,6.1,9.0,0.00154765,0.0639,0,0.0955,0.07,0.01,-0.1,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053805,home,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186,391,M,1008111,EUR,1033862400,D,30,30,False,44.0,37.0,6.0,4.0,1.0,17.0,18.0,20.0,26.0,4.0,,,,90.0,71.0,8.1,13.0,0.47656,,1,,0.71,0.28,-0.14,,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0291,3.0,-0.35,,,,,,,,,,,,,,,,,,,,,,
14053805,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,54.0,48.0,3.0,1.0,0.0,34.0,38.0,14.0,16.0,4.0,,,,90.0,66.0,6.9,7.0,0.013017,,0,,0.25,0.11,-0.12,,,,2.0,4.0,1.0,,,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14053805,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,60.0,54.0,5.0,2.0,0.0,32.0,34.0,22.0,26.0,2.0,,,,90.0,74.0,6.7,8.0,0.010054,,0,,0.13,0.16,-0.07,,,,2.0,2.0,,,,,,8.0,1.0,,,,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
14053805,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,False,51.0,42.0,6.0,2.0,0.0,22.0,25.0,20.0,26.0,4.0,,,,89.0,68.0,7.9,10.0,0.0820137,,1,,0.34,0.32,-0.19,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,4.0,1.0,,0.3878,,0.52,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.2274,,,,,,,,,,,,,
14053805,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,6,6,False,54.0,45.0,4.0,4.0,0.0,26.0,29.0,19.0,25.0,8.0,,,,75.0,65.0,6.7,10.0,0.0328037,,1,,0.11,0.01,-0.08,,,,5.0,7.0,2.0,,,,,1.0,3.0,1.0,0.0149,,-0.03,1.0,3.0,,1.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,
14053805,home,AZ Alkmaar,Kees Smit,,,kees-smit,K. Smit,M,26,182,3714,M,1405756,EUR,1137801600,M,26,26,False,46.0,40.0,2.0,2.0,0.0,13.0,15.0,27.0,31.0,7.0,,,,86.0,58.0,6.8,11.0,0.0511692,,1,,0.26,0.3,-0.09,,1.0,,4.0,1.0,1.0,1.0,,,1.0,,,1.0,0.032,,-0.08,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,
14053805,home,AZ Alkmaar,Weslley Patati,,,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,M,7,7,False,27.0,22.0,,,2.0,5.0,8.0,17.0,19.0,4.0,,,,75.0,40.0,7.5,12.0,0.520249,,1,,0.36,0.51,-0.12,,,,5.0,4.0,1.0,3.0,2.0,3.0,1.0,,1.0,1.0,0.0698,4.0,-0.51,,,,3.0,,,,,,,2.0,2.0,,,,,,,,,,
14053805,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,10,10,False,47.0,38.0,2.0,,1.0,18.0,19.0,20.0,28.0,4.0,,,,90.0,70.0,7.6,18.0,0.358144,,5,,0.32,0.06,-0.09,,6.0,3.0,5.0,3.0,1.0,2.0,,,2.0,1.0,,2.0,1.2987,3.0,0.4,1.0,1.0,,3.0,2.0,,2.0,1.0,1.557,1.0,,1.0,True,1.0,,,,,,,,
14053805,home,AZ Alkmaar,Isak Steiner Jensen,Isak Jensen,,isak-steiner-jensen,I. S. Jensen,F,17,185,422,M,1087931,EUR,1072137600,M,17,17,False,36.0,28.0,1.0,,0.0,10.0,12.0,18.0,24.0,7.0,,,,90.0,64.0,7.5,13.0,0.197214,,1,,0.24,0.46,-0.01,,4.0,3.0,5.0,10.0,,5.0,4.0,,1.0,3.0,2.0,3.0,0.0165,2.0,0.0,1.0,1.0,,,,1.0,,,,,,3.0,,,,,,,,,,
