match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_clearanceOffLine,stat_wasFouled,stat_challengeLost,stat_wonTackle,stat_totalContest,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed
10433882,home,Gaziantep FK,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187,2983,M,103457,EUR,677808000,G,1,1,False,True,38.0,27.0,25.0,14.0,1.0,19.0,24.0,8.0,14.0,1.0,13.0,2.0,5.0,90.0,51.0,7.6,12.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433882,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,3,193,174,M,106661,EUR,596937600,D,3,3,False,,34.0,27.0,9.0,3.0,,22.0,23.0,5.0,12.0,,6.0,,,90.0,47.0,6.9,11.0,1.0,1,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433882,home,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,89,M,355004,EUR,855792000,D,15,15,False,,39.0,35.0,4.0,2.0,,32.0,32.0,3.0,7.0,,1.0,,,78.0,49.0,7.0,5.0,,0,,,,1.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433882,home,Gaziantep FK,Alin Toșca,alin-tosca,A. Toșca,D,,181,131,M,110210,EUR,700531200,D,6,6,False,,39.0,33.0,9.0,4.0,,25.0,26.0,8.0,13.0,,1.0,,,90.0,50.0,6.5,7.0,,0,,,,3.0,2.0,,,5.0,,,2.0,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,
10433882,home,Gaziantep FK,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,M,70,70,False,,21.0,14.0,1.0,,,9.0,12.0,5.0,13.0,,5.0,,,90.0,49.0,6.6,16.0,,1,4.0,1.0,1.0,4.0,1.0,,,3.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,
10433882,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175,70,M,226992,EUR,802915200,M,5,5,False,,16.0,11.0,3.0,2.0,,5.0,6.0,7.0,11.0,,3.0,,,89.0,33.0,7.0,8.0,,0,1.0,,,5.0,5.0,,,,1.0,1.0,4.0,,2.0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,
10433882,home,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,8,8,False,,27.0,26.0,2.0,1.0,,21.0,21.0,6.0,7.0,,3.0,,,90.0,38.0,7.0,1.0,,1,1.0,,1.0,2.0,5.0,,,1.0,1.0,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
10433882,home,Gaziantep FK,Ángelo Sagal,angelo-sagal,Á. Sagal,M,25,180,265,M,588784,EUR,735091200,M,28,28,False,,27.0,23.0,2.0,,,10.0,12.0,14.0,21.0,,4.0,,,85.0,40.0,6.8,10.0,2.0,1,6.0,,,3.0,2.0,1.0,1.0,,,2.0,,,,,2.0,2.0,,,,Ángelo,Sagal,1.0,,,,,,,,,
10433882,home,Gaziantep FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1274,M,841012,EUR,833155200,F,25,25,False,,21.0,16.0,,,,8.0,9.0,8.0,12.0,,4.0,,,89.0,31.0,6.7,10.0,1.0,1,,1.0,2.0,4.0,5.0,,,1.0,,,,3.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,,
10433882,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,F,44,44,False,,29.0,20.0,4.0,3.0,,7.0,11.0,13.0,22.0,,4.0,,,90.0,44.0,7.1,15.0,1.0,1,4.0,1.0,2.0,7.0,8.0,,1.0,,,1.0,1.0,,2.0,,4.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,
