match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_penaltyConceded,stat_outfielderBlock,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyMiss
10447712,home,Sampdoria,Emil Audero,emil-audero,E. Audero,G,1,190,10702,M,318603,EUR,853545600,G,1,1,False,21.0,9.0,14.0,3.0,6.0,11.0,3.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,90.0,31.0,7.8,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447712,home,Sampdoria,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2544,M,109461,EUR,710899200,D,24,24,False,28.0,24.0,1.0,1.0,16.0,17.0,8.0,12.0,4.0,3.0,,,,,,,89.0,52.0,6.5,8.0,0,True,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10447712,home,Sampdoria,Alex Ferrari,alex-ferrari,A. Ferrari,D,25,183,100,M,327429,EUR,773020800,D,25,25,False,56.0,49.0,5.0,3.0,43.0,45.0,6.0,11.0,3.0,4.0,,,,,,,90.0,72.0,7.4,7.0,0,,,2.0,4.0,7.0,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
10447712,home,Sampdoria,Omar Colley,omar-colley,O. Colley,D,15,190,966,M,238408,EUR,719798400,D,15,15,False,61.0,54.0,9.0,5.0,43.0,47.0,11.0,14.0,3.0,2.0,,,,,,,90.0,68.0,7.2,7.0,0,,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
10447712,home,Sampdoria,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,350,M,596736,EUR,778204800,D,3,3,False,31.0,27.0,3.0,3.0,15.0,15.0,12.0,16.0,1.0,2.0,,,,,,,90.0,49.0,6.7,6.0,1,,,2.0,3.0,4.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,
10447712,home,Sampdoria,Ronaldo Vieira,ronaldo-vieira,R. Vieira,M,37,180,214,M,839818,EUR,900806400,M,14,14,False,55.0,52.0,7.0,5.0,34.0,35.0,18.0,20.0,1.0,7.0,,,,,,,89.0,64.0,7.0,4.0,0,,,,4.0,5.0,1.0,1.0,2.0,,,2.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,
10447712,home,Sampdoria,Antonio Candreva,antonio-candreva,A. Candreva,F,87,180,937,M,27982,EUR,541468800,M,87,87,False,16.0,13.0,,,7.0,8.0,9.0,14.0,,2.0,,,,,,,63.0,38.0,6.8,13.0,1,,6.0,,5.0,3.0,,,,,3.0,1.0,,5.0,1.0,1.0,2.0,,,1.0,,,3.0,2.0,,,,,,,,
10447712,home,Sampdoria,Tomás Rincón,tomas-rincon,T. Rincón,M,8,175,2716,M,46798,EUR,569030400,M,8,8,False,34.0,28.0,4.0,4.0,14.0,14.0,14.0,20.0,1.0,8.0,,,,,,,90.0,49.0,7.1,9.0,1,,,,5.0,3.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,
10447712,home,Sampdoria,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186,4174,M,807400,EUR,849139200,M,11,11,False,22.0,16.0,4.0,1.0,1.0,1.0,15.0,22.0,1.0,7.0,,,,,,,90.0,49.0,7.9,13.0,5,,1.0,2.0,4.0,10.0,,1.0,3.0,2.0,3.0,,1.0,5.0,3.0,1.0,2.0,,,3.0,,1.0,,,abdelhamidsabiri,2.0,1.0,,,,,
10447712,home,Sampdoria,Mehdi Léris,mehdi-leris,M. Léris,M,7,186,1533,M,851222,EUR,895881600,M,37,37,False,12.0,8.0,1.0,,1.0,2.0,7.0,10.0,,2.0,,,,,,,63.0,19.0,6.7,6.0,0,,,2.0,4.0,5.0,1.0,,2.0,,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,,
