match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,captain,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_accurateCross,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_bigChanceMissed
11391347,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,44.0,31.0,23.0,10.0,24.0,26.0,7.0,18.0,9.0,4.0,6.0,90.0,54.0,6.7,13.0,0.00350528,0,-1.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391347,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,46.0,40.0,7.0,2.0,30.0,32.0,10.0,14.0,7.0,,,90.0,60.0,6.0,8.0,0.00526646,0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391347,home,Clermont Foot,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,660,M,963198,EUR,1021420800,D,4,4,False,64.0,56.0,7.0,2.0,43.0,47.0,13.0,17.0,14.0,,,90.0,73.0,6.0,8.0,0.00423607,0,,,,3.0,5.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391347,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,64.0,52.0,10.0,5.0,40.0,45.0,12.0,19.0,1.0,,,90.0,75.0,6.6,12.0,0.41781,1,,,,5.0,2.0,1.0,,,1.0,3.0,6.0,2.0,,,1.0,1.0,True,1.0,4.0,1.0,1.0,0.0275,1.0,,,,,,,,,,,,,
11391347,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,D,3,3,False,34.0,26.0,6.0,6.0,20.0,23.0,6.0,14.0,7.0,,,90.0,58.0,6.2,13.0,0.004133,0,,,,2.0,4.0,,3.0,,,2.0,2.0,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,
11391347,home,Clermont Foot,Habib Keita,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,6,6,False,42.0,36.0,3.0,1.0,30.0,33.0,6.0,9.0,5.0,,,83.0,60.0,6.6,11.0,0.00481543,2,,Habib Keita,,9.0,,1.0,1.0,2.0,5.0,1.0,6.0,1.0,1.0,,3.0,1.0,,,,,,0.051,,,2.0,2.0,1.0,1.0,,,,,,,,
11391347,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,48.0,38.0,3.0,2.0,29.0,31.0,9.0,17.0,4.0,,,76.0,64.0,6.7,11.0,0.00974766,1,,,,3.0,1.0,,3.0,,,,5.0,4.0,2.0,1.0,2.0,1.0,,,,,,0.0114,1.0,,,,1.0,,,,,,,,,
11391347,home,Clermont Foot,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,8,8,False,16.0,13.0,,,11.0,12.0,3.0,5.0,2.0,,,62.0,28.0,6.9,8.0,0.0701411,1,,,,5.0,,,,1.0,3.0,2.0,7.0,3.0,2.0,,,,,,,,,0.4945,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,
11391347,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,M,10,10,False,31.0,26.0,2.0,1.0,19.0,21.0,8.0,17.0,4.0,,,90.0,49.0,6.2,18.0,0.0557123,0,,,,3.0,,,,5.0,2.0,,4.0,,,,1.0,1.0,,,2.0,,,,1.0,7.0,1.0,1.0,,,1.0,,,,,,,
11391347,home,Clermont Foot,Alan Virginius,alan-virginius,A. Virginius,F,7,175,548,M,1048014,EUR,1041552000,M,26,26,False,18.0,9.0,,,6.0,8.0,3.0,10.0,2.0,,,62.0,27.0,6.6,11.0,0.0130824,0,,,,3.0,2.0,,1.0,2.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
