match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
11396214,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,32.0,27.0,9.0,4.0,27.0,27.0,5.0,4.0,2.0,4.0,90.0,38.0,6.9,6.0,0.00015324,0,-0.3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,D,29,29,False,37.0,25.0,3.0,2.0,11.0,15.0,29.0,6.0,,,90.0,69.0,7.5,21.0,0.531094,3,,18.0,7.0,4.0,2.0,3.0,10.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0862,2.0,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,76.0,65.0,10.0,3.0,43.0,48.0,28.0,11.0,,,90.0,91.0,7.0,12.0,0.226872,0,,22.0,,,11.0,5.0,12.0,,,,,,1.0,1.0,,,,1.0,3.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,
11396214,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,67.0,59.0,8.0,3.0,37.0,41.0,26.0,4.0,,,90.0,82.0,7.8,8.0,0.613592,3,,22.0,,,8.0,2.0,12.0,,1.0,1.0,,1.0,2.0,2.0,,1.0,0.0889,4.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5161,,,,,,,,
11396214,home,1. FC Köln,Max Finkgräfe,Max Finkgräfe,,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,38.0,24.0,4.0,,7.0,11.0,31.0,4.0,,,90.0,64.0,5.9,24.0,0.118518,0,,18.0,4.0,1.0,,10.0,4.0,2.0,2.0,1.0,,,3.0,1.0,1.0,,,1.0,,6.0,,,1.0,,,,,,,,,,,,
11396214,home,1. FC Köln,Faride Alidou,,,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,M,40,40,False,13.0,8.0,3.0,1.0,2.0,3.0,10.0,1.0,,,45.0,26.0,6.6,10.0,0.0554488,1,,6.0,,,,5.0,3.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,0.0238,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,
11396214,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,36.0,30.0,2.0,2.0,14.0,16.0,20.0,5.0,,,66.0,48.0,6.6,8.0,0.00853819,1,,16.0,,,1.0,7.0,2.0,2.0,,,,1.0,1.0,,,,0.0187,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11396214,home,1. FC Köln,Jacob Christensen,,,jacob-christensen,J. Christensen,M,14,180,165,M,918438,EUR,993427200,M,22,22,False,31.0,26.0,3.0,1.0,15.0,15.0,17.0,10.0,,,80.0,49.0,6.9,8.0,0.035572,1,,11.0,1.0,,,7.0,4.0,,2.0,1.0,,,3.0,1.0,1.0,,0.0229,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,,,
11396214,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,24.0,22.0,4.0,4.0,7.0,8.0,20.0,1.0,,,66.0,37.0,7.0,9.0,0.0388712,0,,15.0,4.0,,,,4.0,,1.0,1.0,,,,,1.0,3.0,,,,,,1.0,,,,,,,,True,,,,,
11396214,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,False,19.0,16.0,,,4.0,5.0,15.0,5.0,,,90.0,34.0,7.1,7.0,0.0523817,6,,12.0,1.0,,,6.0,4.0,1.0,2.0,1.0,,4.0,1.0,,1.0,2.0,0.5834,2.0,2.0,1.0,,,2.0,2.0,,2.0,0.1889,,,,1.0,,,,
11396214,home,1. FC Köln,Luca Waldschmidt,,,luca-waldschmidt,L. Waldschmidt,F,7,181,704,M,319861,EUR,832464000,F,9,9,False,21.0,12.0,1.0,1.0,2.0,8.0,17.0,4.0,,,66.0,39.0,6.6,19.0,0.35576,1,,12.0,4.0,2.0,,4.0,1.0,,3.0,,,,,,2.0,1.0,0.0501,1.0,,1.0,,1.0,,1.0,,2.0,0.0756,,,,,,,,
11396214,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,True,17.0,16.0,1.0,1.0,3.0,3.0,17.0,,,,45.0,25.0,6.7,4.0,0.0558474,1,,14.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,0.085,2.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
11396214,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,True,23.0,18.0,2.0,1.0,9.0,12.0,14.0,4.0,,,24.0,31.0,6.7,8.0,0.163984,0,,10.0,3.0,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,True,33.0,27.0,5.0,2.0,4.0,4.0,29.0,1.0,,,24.0,39.0,6.6,8.0,0.0289929,1,,23.0,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.0159,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,7.0,4.0,,,,,7.0,,,,24.0,11.0,6.8,4.0,0.0262668,1,,4.0,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0646,,1.0,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Mark Uth,,,mark-uth,M. Uth,M,13,185,215,M,110508,EUR,682992000,F,13,13,True,10.0,7.0,2.0,,4.0,4.0,7.0,1.0,,,10.0,13.0,6.5,4.0,0.0323343,0,,4.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Philipp Pentke,,,philipp-pentke,P. Pentke,G,,191,32,M,39918,EUR,483753600,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Rasmus Carstensen,,,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Dominique Heintz,,,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396214,home,1. FC Köln,Damion Downs,Damion Downs,,downs-damion,D. Downs,F,19,192,879,M,1146091,EUR,1089072000,F,42,42,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396214,away,Darmstadt 98,Marcel Schuhen,,,marcel-schuhen,M. Schuhen,G,1,188,101,M,132654,EUR,726883200,G,1,1,False,50.0,23.0,40.0,14.0,12.0,16.0,34.0,13.0,3.0,4.0,90.0,63.0,7.9,27.0,0.00730885,0,0.7806,11.0,,,2.0,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,
11396214,away,Darmstadt 98,Clemens Riedel,,,clemens-riedel,C. Riedel,D,38,186,359,M,1129360,EUR,1058572800,D,38,38,False,44.0,33.0,10.0,3.0,22.0,26.0,18.0,8.0,,,90.0,49.0,6.8,12.0,0.074963,0,,11.0,,,1.0,4.0,1.0,1.0,,,,,,,,,,,2.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,
11396214,away,Darmstadt 98,Christoph Klarer,,,christoph-klarer,C. Klarer,D,4,191,230,M,865554,EUR,960940800,D,14,14,False,23.0,20.0,3.0,1.0,15.0,17.0,6.0,3.0,,,90.0,34.0,8.0,3.0,0.00127663,1,,5.0,,,1.0,,4.0,,,,,,3.0,1.0,,,0.1659,,,,3.0,2.0,,1.0,,,0.0622,,1.0,,,,,,1.0
11396214,away,Darmstadt 98,Matej Maglica,,,matej-maglica,M. Maglica,D,5,196,199,M,1082797,EUR,906681600,D,5,5,False,51.0,36.0,12.0,6.0,23.0,28.0,23.0,6.0,,,90.0,62.0,7.3,16.0,0.252888,0,,13.0,,,1.0,1.0,3.0,,,,,,2.0,2.0,1.0,,,1.0,,,5.0,2.0,1.0,,,,,,,,,,,,
11396214,away,Darmstadt 98,Matthias Bader,,,matthias-bader,M. Bader,M,26,176,59,M,800444,EUR,866505600,M,26,26,False,24.0,15.0,4.0,1.0,8.0,11.0,14.0,2.0,,,90.0,53.0,6.9,14.0,0.039968,1,,7.0,1.0,,,6.0,8.0,2.0,3.0,2.0,,,3.0,2.0,1.0,3.0,0.061,,,2.0,,4.0,1.0,,1.0,,,,,,,,,,
11396214,away,Darmstadt 98,Tobias Kempe,,,tobias-kempe,T. Kempe,M,,184,86,M,37630,EUR,614908800,M,11,11,False,27.0,21.0,,,10.0,11.0,22.0,2.0,,,82.0,46.0,6.8,13.0,0.327287,1,,15.0,6.0,4.0,1.0,7.0,5.0,2.0,2.0,2.0,,,2.0,,3.0,,0.0923,1.0,1.0,2.0,,,2.0,,1.0,,,,,True,,,,,
11396214,away,Darmstadt 98,Klaus Gjasula,,,klaus-gjasula,K. Gjasula,M,8,189,238,M,163673,EUR,629596800,M,23,23,False,14.0,12.0,,,5.0,5.0,9.0,,,,43.0,19.0,6.5,3.0,0.0190274,0,,7.0,,,,4.0,2.0,1.0,,,,,2.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,
11396214,away,Darmstadt 98,Fabian Nürnberger,,,fabian-nurnberger,F. Nürnberger,D,15,180,308,M,940886,EUR,933120000,M,15,15,False,35.0,31.0,2.0,2.0,16.0,16.0,19.0,3.0,,,82.0,52.0,7.3,6.0,0.0943475,0,,15.0,,,,4.0,7.0,,1.0,1.0,,,4.0,3.0,,2.0,,,1.0,,3.0,1.0,3.0,,,,,,,,,,,,
11396214,away,Darmstadt 98,Tim Skarke,,,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,F,27,27,False,31.0,21.0,,,9.0,10.0,24.0,7.0,,,66.0,51.0,7.1,20.0,0.108446,2,,13.0,3.0,1.0,,5.0,3.0,1.0,4.0,2.0,1.0,1.0,,,4.0,1.0,0.0634,1.0,2.0,,,1.0,,1.0,,,0.193,,,,,,,,
11396214,away,Darmstadt 98,Aaron Seydel,Aaron,Seydel,aaron-seydel,A. Seydel,F,,199,68,M,558680,EUR,823651200,F,22,22,False,14.0,10.0,,,1.0,2.0,12.0,,,,45.0,22.0,6.7,6.0,0.0937083,0,,9.0,,,2.0,5.0,2.0,,,,,,,,2.0,,,2.0,4.0,1.0,2.0,,,,,,,,,,,,,,
11396214,away,Darmstadt 98,Oscar Vilhelmsson,,,oscar-vilhelmsson,O. Wilhelmsson,F,11,188,219,M,993211,EUR,1065052800,F,29,29,False,18.0,11.0,,,1.0,2.0,16.0,2.0,,,90.0,35.0,7.8,11.0,0.0109305,2,,10.0,,,3.0,10.0,8.0,2.0,2.0,2.0,,,,,2.0,3.0,0.976,1.0,8.0,,,,,2.0,,,0.8047,,1.0,,,,,,1.0
11396214,away,Darmstadt 98,Jannik Müller,,,jannik-muller,J. Müller,D,24,187,18,M,169249,EUR,758851200,D,20,20,True,15.0,6.0,1.0,,2.0,4.0,11.0,5.0,,,47.0,25.0,6.8,11.0,0.00308397,1,,4.0,,,1.0,4.0,6.0,,2.0,1.0,,1.0,4.0,2.0,1.0,,0.1226,,,2.0,,,1.0,,,,,,,,,,,,
11396214,away,Darmstadt 98,Mathias Honsak,,,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,M,18,18,True,10.0,7.0,1.0,,2.0,3.0,7.0,,,,45.0,24.0,6.3,7.0,0.0540012,1,,5.0,,,,8.0,1.0,2.0,1.0,1.0,,1.0,,,2.0,,0.1356,1.0,3.0,2.0,2.0,,1.0,,,,,,,,1.0,,,,
11396214,away,Darmstadt 98,Gerrit Holtmann,,,gerrit-holtmann,G. Holtmann,F,17,183,244,M,253517,EUR,796089600,F,25,25,True,4.0,4.0,,,1.0,1.0,3.0,1.0,,,24.0,13.0,6.7,2.0,0.00686206,3,,3.0,,,,4.0,2.0,1.0,2.0,2.0,,1.0,,,1.0,,0.3527,,2.0,,,,1.0,2.0,,,0.5885,,,,1.0,,,,
