match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_dispossessed,stat_ownGoals,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goodHighClaim,stat_outfielderBlock,stat_hitWoodwork
13472609,home,Sport Recife,Caíque França,caique-franca,C. França,G,22,186.0,465,M,799667,EUR,802137600,G,22,22,False,16.0,14.0,7.0,5.0,0.0,11.0,12.0,3.0,4.0,1.0,6.0,2.0,3.0,1.0,1.0,90.0,27.0,6.5,2.0,0.00041997,4.7560867317575,1.0,-1.365,-1.365,0,-2.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472609,home,Sport Recife,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188.0,291,M,953736,EUR,923443200,D,33,33,False,60.0,52.0,5.0,3.0,0.0,22.0,25.0,30.0,35.0,2.0,5.0,,,,,90.0,78.0,6.9,12.0,0.0746574,143.72841089969,21.0,44.52,13.86,0,,,,3.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13472609,home,Sport Recife,Rafael Thyere,rafael-thyere,R. Thyere,D,15,190.0,343,M,354894,EUR,737596800,D,15,15,False,66.0,60.0,5.0,1.0,0.0,28.0,30.0,32.0,36.0,5.0,5.0,,,,,90.0,75.0,6.3,7.0,0.0117885,179.56461803028,25.0,58.485,12.075,1,,,,,,3.0,4.0,6.0,5.0,,,,,,,1.0,3.0,,True,1.0,2.0,0.0698,,,,,,,,,,
13472609,home,Sport Recife,Ramon Menezes,ramon,R. Menezes,D,40,186.0,242,M,839516,EUR,799459200,D,40,40,False,26.0,26.0,1.0,1.0,0.0,18.0,18.0,8.0,8.0,2.0,3.0,,,,,45.0,29.0,6.3,,0.00271498,71.02748030787,11.0,52.185,11.235,0,,,,,,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
13472609,home,Sport Recife,Luan Cândido,luan-candido,L. Cândido,D,36,187.0,716,M,905459,EUR,981072000,D,36,36,False,43.0,40.0,3.0,3.0,0.0,19.0,21.0,21.0,22.0,7.0,3.0,,,,,90.0,58.0,6.3,4.0,0.0139735,260.20367613847,28.0,145.425,16.695,2,,,,,,1.0,2.0,4.0,2.0,,,,1.0,,,,2.0,,,2.0,,0.0543,1.0,1.0,,,,,,,,
13472609,home,Sport Recife,Christian Rivera,christian-rivera,C. Rivera,M,16,184.0,617,M,832662,EUR,821577600,M,14,14,False,50.0,45.0,3.0,,0.0,19.0,21.0,26.0,29.0,,7.0,,,,,74.0,56.0,6.4,7.0,0.0296758,250.25219891449,24.0,84.945,34.125,0,,,,,,1.0,,4.0,2.0,,,,,1.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,
13472609,home,Sport Recife,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,M,21,21,False,46.0,41.0,1.0,1.0,0.0,16.0,17.0,25.0,29.0,2.0,3.0,,,,,86.0,51.0,6.7,6.0,0.0155031,190.4212805314,27.0,58.38,15.75,0,,,,1.0,,2.0,3.0,2.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
13472609,home,Sport Recife,Lucas Lima,lucas-lima,L. Lima,M,10,176.0,1742,M,244589,EUR,647481600,M,10,10,False,45.0,31.0,3.0,2.0,0.0,4.0,7.0,27.0,38.0,,5.0,,,,,90.0,68.0,7.0,27.0,0.371031,158.25883717428,24.0,26.565,11.025,0,,,,13.0,4.0,,,3.0,4.0,1.0,,,1.0,1.0,1.0,2.0,,3.0,,,3.0,,2.0,,,,,,,,,
13472609,home,Sport Recife,Matheusinho,matheusinho,Matheusinho,M,98,164.0,482,M,822523,EUR,887155200,F,17,17,False,16.0,14.0,1.0,,1.0,5.0,6.0,9.0,10.0,1.0,3.0,,,,,45.0,26.0,6.9,6.0,0.125085,115.28512321858,13.0,8.295,22.47,0,,,,1.0,1.0,,,4.0,1.0,,1.0,,2.0,,,2.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,,
13472609,home,Sport Recife,Pablo,pablo,Pablo,F,92,185.0,909,M,374486,EUR,709257600,F,92,92,False,17.0,15.0,,,0.0,6.0,7.0,9.0,10.0,,1.0,,,,,90.0,28.0,7.3,5.0,0.0525627,57.215547782886,9.0,-2.415,3.675,3,,,,,,4.0,2.0,8.0,3.0,1.0,1.0,,,,,2.0,2.0,,,2.0,1.0,0.2838,,,,1.0,1.0,0.8829,,,,
