match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_ownGoals,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_totalCross,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,player_sofascoreId,stat_wasFouled,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_goals
14025167,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,1,1,False,34.0,30.0,6.0,2.0,0.0,30.0,31.0,3.0,1.0,3.0,1.0,4.0,2.0,14.0,1.0,1.0,1.0,3.0,2.0,1.0,90.0,56.0,6.9,4.0,0.00011297,46.155043426644,9.0,25.848189511613,0.1639,0,-1.266,0.01,0.0,-0.28,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025167,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,33.0,27.0,2.0,,0.0,20.0,23.0,10.0,1.0,1.0,4.0,1.0,2.0,3.0,,,,,,,83.0,42.0,6.3,6.0,0.0203108,48.828924675115,8.0,23.582933414066,,0,,0.11,0.01,-0.07,,7.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025167,home,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,5,5,False,67.0,60.0,9.0,4.0,0.0,46.0,48.0,19.0,1.0,1.0,5.0,6.0,1.0,3.0,,5.0,,,,,90.0,81.0,6.6,9.0,0.0091586,300.98956368371,29.0,195.5293720336,,1,,0.23,0.15,-0.31,,14.0,1.0,2.0,1.0,True,1.0,2.0,1.0,1.0,1.0,0.0927,25.602418033467,49.079970800047,2.0,1.0,-0.2,,,,,,,,,,,,,,,,,,
14025167,home,Fulham,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,868715,EUR,942796800,D,15,15,False,58.0,52.0,9.0,4.0,0.0,35.0,38.0,20.0,3.0,2.0,4.0,3.0,7.0,3.0,1.0,1.0,,,,,90.0,69.0,6.8,6.0,0.0093385,217.84106945995,20.0,154.36778234557,,0,,0.14,0.14,0.37,,17.0,,3.0,1.0,,,,,,,,35.781513554568,63.1950403964,2.0,,,1.0,,,,,,,,,,,,,,,,,
14025167,home,Fulham,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,836698,EUR,958608000,D,30,30,False,39.0,29.0,2.0,1.0,0.0,13.0,17.0,22.0,1.0,1.0,5.0,4.0,4.0,3.0,,2.0,,,,,90.0,61.0,6.5,18.0,0.357585,125.57723832564,11.0,71.898251166454,,0,,0.44,0.06,-0.32,,16.0,,1.0,2.0,,3.0,,2.0,,1.0,,24.858050491453,73.113498971086,3.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14025167,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,17,17,False,72.0,68.0,4.0,2.0,0.0,30.0,33.0,39.0,,,1.0,4.0,1.0,5.0,,2.0,,,,,90.0,87.0,7.2,9.0,0.530488,208.35288065525,23.0,116.90259933495,,0,,0.37,0.13,-0.1,,38.0,,,,,3.0,,2.0,,2.0,,13.891178255607,28.112353401569,2.0,2.0,,,3.0,,1.0,,4.0,alexanderiwobi,1.0,,,,,,,,,,
14025167,home,Fulham,Sander Berge,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,56.0,52.0,3.0,1.0,0.0,23.0,25.0,31.0,3.0,,4.0,5.0,2.0,3.0,,2.0,,,,,90.0,71.0,6.9,6.0,0.0411064,273.96970445418,26.0,174.9938628019,,3,,0.23,0.26,-0.07,,29.0,,,1.0,,,,1.0,1.0,2.0,0.3214,33.398257851214,83.754749843879,4.0,,-0.37,,,,1.0,,1.0,,2.0,1.0,2.0,,,,,,,,
14025167,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4932,M,355528,EUR,858988800,M,8,8,False,32.0,27.0,2.0,1.0,0.0,9.0,9.0,23.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,90.0,48.0,7.2,11.0,0.527333,144.00219341433,15.0,69.160915290575,,1,,0.55,0.14,-0.12,,18.0,,,,,5.0,1.0,,1.0,,0.1899,19.644074414561,50.239952725596,3.0,,-0.04,,2.0,,,,2.0,,2.0,,,,,,,,,,
14025167,home,Fulham,Emile Smith Rowe,emile-smith-rowe,E. Smith Rowe,M,32,182,7311,M,867445,EUR,964742400,M,32,32,False,29.0,28.0,1.0,1.0,0.0,7.0,7.0,22.0,,,3.0,5.0,1.0,1.0,,2.0,,,,,83.0,46.0,7.0,8.0,0.165194,121.89989240447,14.0,-8.2874144470928,,2,,0.3,-0.54,-0.04,,21.0,,,,,1.0,,2.0,1.0,2.0,0.4632,,,,1.0,0.08,,,1.0,,1.0,3.0,esr,3.0,1.0,,1.0,1.0,0.4682,,,,,
14025167,home,Fulham,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,822470,EUR,927331200,M,19,19,False,24.0,18.0,,,0.0,7.0,9.0,15.0,,,4.0,1.0,,5.0,,1.0,,,,,75.0,39.0,6.5,14.0,0.236575,102.75855903967,10.0,60.495614852304,,2,,0.32,0.13,-0.06,,11.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,0.2255,17.795244757754,24.825581706435,2.0,1.0,-0.38,,1.0,2.0,,1.0,4.0,chukwuezesamuel8,,,,1.0,1.0,0.4561,,,,,
