match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_goals
10408401,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,30.0,21.0,17.0,8.0,15.0,16.0,6.0,14.0,1.0,4.0,2.0,3.0,1.0,1.0,90.0,34.0,6.2,9.0,0.0,0.0,0.00184058,0,-1.0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408401,home,Osasuna,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,2,2,False,15.0,10.0,2.0,,6.0,6.0,5.0,13.0,1.0,1.0,,,,,45.0,26.0,6.6,8.0,0.0,0.0,0.0485677,0,,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10408401,home,Osasuna,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,23,23,False,51.0,44.0,7.0,4.0,25.0,28.0,19.0,23.0,5.0,8.0,,,,,90.0,64.0,6.5,8.0,0.0,0.0,0.0340888,0,,,,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10408401,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,44.0,38.0,3.0,1.0,15.0,18.0,23.0,26.0,,8.0,,,,,90.0,47.0,6.3,6.0,0.0,0.0,0.036482,0,,,,2.0,3.0,2.0,,,,1.0,,,,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,
10408401,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,50.0,41.0,4.0,2.0,9.0,12.0,35.0,44.0,1.0,3.0,,,,,90.0,79.0,6.4,16.0,0.0254,0.0,0.401132,1,,6.0,3.0,1.0,4.0,1.0,1.0,2.0,,1.0,,,,,1.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,
10408401,home,Osasuna,Jon Moncayola,jon-moncayola,J. Moncayola,M,7,182,703,M,976141,EUR,895017600,M,7,7,False,65.0,51.0,12.0,8.0,12.0,16.0,39.0,51.0,,7.0,,,,,90.0,88.0,5.8,19.0,0.0,0.0,0.0411279,0,,2.0,,1.0,8.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
10408401,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,33.0,26.0,4.0,3.0,9.0,13.0,17.0,20.0,1.0,3.0,,,,,78.0,47.0,6.8,10.0,0.0801,0.0,0.0186878,3,,,,4.0,7.0,7.0,4.0,,,3.0,3.0,2.0,,2.0,,,2.0,,3.0,,1.0,,,,,,,,,,,,
10408401,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,64.0,55.0,5.0,4.0,11.0,15.0,45.0,54.0,,7.0,,,,,90.0,76.0,6.6,16.0,0.0,0.0,0.0624273,0,,5.0,1.0,,5.0,1.0,,2.0,,,1.0,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
10408401,home,Osasuna,Kike Barja,kike-barja,K. Barja,F,11,178,163,M,591132,EUR,860112000,F,11,11,False,20.0,16.0,2.0,1.0,3.0,4.0,15.0,25.0,,4.0,,,,,78.0,35.0,6.7,15.0,0.0,0.0,0.681577,0,,9.0,2.0,1.0,8.0,2.0,2.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,3.0,1.0,,,,1.0,1.0,,,,,,,
10408401,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,False,12.0,8.0,2.0,2.0,3.0,3.0,5.0,12.0,,1.0,,,,,64.0,22.0,6.2,10.0,0.222,0.0,0.0106589,2,,3.0,,,5.0,1.0,1.0,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,,,,,,1.0,2.0,,,,,
